exp8_8_2,Number of Total Clusters
Area of Cluster81,0.0
Area of Cluster82,0.0
Area of Cluster83,0.0
Area of Cluster84,0.0
Area of Cluster85,0.0
Area of Cluster86,0.0
Area of Cluster87,0.0
Area of Cluster88,0.0
Area of Cluster89,0.0
Area of Cluster90,0.0
Area of Cluster91,0.0
Area of Cluster92,0.0
Area of Cluster93,0.0
Area of Cluster94,0.0
Area of Cluster95,0.0
Area of Cluster96,0.0
Area of Cluster97,0.0
Area of Cluster98,0.0
Area of Cluster99,0.0
Area of Cluster100,0.0
Area of Cluster101,0.0
Area of Cluster102,0.0
Area of Cluster103,0.0
Area of Cluster104,0.0
Area of Cluster105,0.0
Area of Cluster106,0.0
Area of Cluster107,0.0
Area of Cluster108,0.0
Area of Cluster109,0.0
Area of Cluster110,0.0
Area of Cluster111,0.0
Area of Cluster112,0.0
Area of Cluster113,0.0
Area of Cluster114,0.0
Area of Cluster115,0.0
Area of Cluster116,0.0
Area of Cluster117,0.0
Area of Cluster118,0.0
Area of Cluster119,0.0
Area of Cluster120,0.0
Area of Cluster121,0.0
Area of Cluster122,0.0
Area of Cluster123,0.0
Area of Cluster124,0.0
Area of Cluster125,0.0
Area of Cluster126,0.0
Area of Cluster127,0.0
Area of Cluster128,0.0
Area of Cluster129,0.0
Area of Cluster130,0.0
Area of Cluster131,0.0
Area of Cluster132,0.0
Area of Cluster133,0.0
Area of Cluster134,0.0
Area of Cluster135,0.0
Area of Cluster136,0.0
Area of Cluster137,0.0
Area of Cluster138,0.0
Area of Cluster139,0.0
Area of Cluster140,0.0
Area of Cluster141,0.0
Area of Cluster142,0.0
Area of Cluster143,0.0
Area of Cluster144,0.0
Area of Cluster145,0.0
Area of Cluster146,0.0
Area of Cluster147,0.0
Area of Cluster148,0.0
Area of Cluster149,0.0
Area of Cluster150,0.0
Area of Cluster151,0.0
Area of Cluster152,0.0
Area of Cluster153,0.0
Area of Cluster154,0.0
Area of Cluster155,0.0
Area of Cluster156,0.0
Area of Cluster157,0.0
Area of Cluster158,0.0
Area of Cluster159,0.0
Area of Cluster160,0.0
Area of Cluster161,0.0
Area of Cluster162,0.0
Area of Cluster163,0.0
Area of Cluster164,0.0
Area of Cluster165,0.0
Area of Cluster166,0.0
Area of Cluster167,0.0
Area of Cluster168,0.0
Area of Cluster169,0.0
Area of Cluster170,0.0
Area of Cluster171,0.0
Area of Cluster172,0.0
Area of Cluster173,0.0
Area of Cluster174,0.0
Area of Cluster175,0.0
Area of Cluster176,0.0
Area of Cluster177,0.0
Area of Cluster178,0.0
Area of Cluster179,0.0
Area of Cluster180,0.0
Area of Cluster181,0.0
Area of Cluster182,0.0
Area of Cluster183,0.0
Area of Cluster184,0.0
Area of Cluster185,0.0
Area of Cluster186,0.0
Area of Cluster187,0.0
Area of Cluster188,0.0
Area of Cluster189,0.0
Area of Cluster190,0.0
Area of Cluster191,0.0
Area of Cluster192,0.0
Area of Cluster193,0.0
Area of Cluster194,0.0
Area of Cluster195,0.0
Area of Cluster196,0.0
Area of Cluster197,0.0
Area of Cluster198,0.0
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.0
Area of Cluster212,0.0
Area of Cluster213,0.0
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.0
Area of Cluster232,0.0
Area of Cluster233,0.0
Area of Cluster234,0.0
Area of Cluster235,0.0
Area of Cluster236,0.0
Area of Cluster237,0.0
Area of Cluster238,0.0
Area of Cluster239,0.0
Area of Cluster240,0.0
Area of Cluster241,0.0
Area of Cluster242,0.0
Area of Cluster243,0.5
Area of Cluster244,0.5
Area of Cluster245,0.5
Area of Cluster246,0.5
Area of Cluster247,0.5
Area of Cluster248,0.5
Area of Cluster249,0.5
Area of Cluster250,0.5
Area of Cluster251,0.5
Area of Cluster252,0.5
Area of Cluster253,0.5
Area of Cluster254,0.5
Area of Cluster255,0.5
Area of Cluster256,0.5
Area of Cluster257,0.5
Area of Cluster258,0.5
Area of Cluster259,0.5
Area of Cluster260,0.5
Area of Cluster261,0.5
Area of Cluster262,0.5
Area of Cluster263,0.5
Area of Cluster264,0.5
Area of Cluster265,0.5
Area of Cluster266,0.5
Area of Cluster267,0.5
Area of Cluster268,0.5
Area of Cluster269,0.5
Area of Cluster270,0.5
Area of Cluster271,0.5
Area of Cluster272,0.5
Area of Cluster273,0.5
Area of Cluster274,0.5
Area of Cluster275,0.5
Area of Cluster276,1.0
Area of Cluster277,1.0
Area of Cluster278,1.0
Area of Cluster279,1.0
Area of Cluster280,1.0
Area of Cluster281,1.0
Area of Cluster282,1.0
Area of Cluster283,1.0
Area of Cluster284,1.0
Area of Cluster285,1.0
Area of Cluster286,1.0
Area of Cluster287,1.0
Area of Cluster288,1.0
Area of Cluster289,1.0
Area of Cluster290,1.0
Area of Cluster291,1.0
Area of Cluster292,1.0
Area of Cluster293,1.0
Area of Cluster294,1.0
Area of Cluster295,1.0
Area of Cluster296,1.0
Area of Cluster297,1.0
Area of Cluster298,1.0
Area of Cluster299,1.0
Area of Cluster300,1.0
Area of Cluster301,1.0
Area of Cluster302,1.0
Area of Cluster303,1.0
Area of Cluster304,1.0
Area of Cluster305,1.0
Area of Cluster306,1.0
Area of Cluster307,1.0
Area of Cluster308,1.0
Area of Cluster309,1.0
Area of Cluster310,1.0
Area of Cluster311,1.0
Area of Cluster312,1.0
Area of Cluster313,1.0
Area of Cluster314,1.0
Area of Cluster315,1.0
Area of Cluster316,1.5
Area of Cluster317,1.5
Area of Cluster318,1.5
Area of Cluster319,1.5
Area of Cluster320,1.5
Area of Cluster321,1.5
Area of Cluster322,1.5
Area of Cluster323,1.5
Area of Cluster324,1.5
Area of Cluster325,1.5
Area of Cluster326,1.5
Area of Cluster327,1.5
Area of Cluster328,1.5
Area of Cluster329,1.5
Area of Cluster330,1.5
Area of Cluster331,1.5
Area of Cluster332,1.5
Area of Cluster333,1.5
Area of Cluster334,1.5
Area of Cluster335,1.5
Area of Cluster336,1.5
Area of Cluster337,1.5
Area of Cluster338,2.0
Area of Cluster339,2.0
Area of Cluster340,2.0
Area of Cluster341,2.0
Area of Cluster342,2.0
Area of Cluster343,2.0
Area of Cluster344,2.0
Area of Cluster345,2.0
Area of Cluster346,2.0
Area of Cluster347,2.0
Area of Cluster348,2.0
Area of Cluster349,2.0
Area of Cluster350,2.0
Area of Cluster351,2.0
Area of Cluster352,2.0
Area of Cluster353,2.0
Area of Cluster354,2.0
Area of Cluster355,2.0
Area of Cluster356,2.0
Area of Cluster357,2.0
Area of Cluster358,2.0
Area of Cluster359,2.0
Area of Cluster360,2.0
Area of Cluster361,2.0
Area of Cluster362,2.0
Area of Cluster363,2.0
Area of Cluster364,2.0
Area of Cluster365,2.0
Area of Cluster366,2.5
Area of Cluster367,2.5
Area of Cluster368,2.5
Area of Cluster369,2.5
Area of Cluster370,2.5
Area of Cluster371,2.5
Area of Cluster372,2.5
Area of Cluster373,2.5
Area of Cluster374,2.5
Area of Cluster375,2.5
Area of Cluster376,2.5
Area of Cluster377,2.5
Area of Cluster378,2.5
Area of Cluster379,3.0
Area of Cluster380,3.0
Area of Cluster381,3.0
Area of Cluster382,3.0
Area of Cluster383,3.0
Area of Cluster384,3.0
Area of Cluster385,3.0
Area of Cluster386,3.0
Area of Cluster387,3.0
Area of Cluster388,3.0
Area of Cluster389,3.0
Area of Cluster390,3.5
Area of Cluster391,3.5
Area of Cluster392,3.5
Area of Cluster393,3.5
Area of Cluster394,3.5
Area of Cluster395,3.5
Area of Cluster396,3.5
Area of Cluster397,3.5
Area of Cluster398,3.5
Area of Cluster399,3.5
Area of Cluster400,3.5
Area of Cluster401,3.5
Area of Cluster402,3.5
Area of Cluster403,3.5
Area of Cluster404,3.5
Area of Cluster405,3.5
Area of Cluster406,3.5
Area of Cluster407,4.0
Area of Cluster408,4.0
Area of Cluster409,4.0
Area of Cluster410,4.0
Area of Cluster411,4.0
Area of Cluster412,4.0
Area of Cluster413,4.0
Area of Cluster414,4.0
Area of Cluster415,4.0
Area of Cluster416,4.0
Area of Cluster417,4.0
Area of Cluster418,4.0
Area of Cluster419,4.0
Area of Cluster420,4.0
Area of Cluster421,4.0
Area of Cluster422,4.0
Area of Cluster423,4.0
Area of Cluster424,4.5
Area of Cluster425,4.5
Area of Cluster426,4.5
Area of Cluster427,4.5
Area of Cluster428,4.5
Area of Cluster429,4.5
Area of Cluster430,4.5
Area of Cluster431,4.5
Area of Cluster432,4.5
Area of Cluster433,4.5
Area of Cluster434,5.0
Area of Cluster435,5.0
Area of Cluster436,5.0
Area of Cluster437,5.0
Area of Cluster438,5.0
Area of Cluster439,5.0
Area of Cluster440,5.0
Area of Cluster441,5.0
Area of Cluster442,5.0
Area of Cluster443,5.0
Area of Cluster444,5.0
Area of Cluster445,5.0
Area of Cluster446,5.0
Area of Cluster447,5.0
Area of Cluster448,5.0
Area of Cluster449,5.0
Area of Cluster450,5.0
Area of Cluster451,5.0
Area of Cluster452,5.0
Area of Cluster453,5.5
Area of Cluster454,5.5
Area of Cluster455,5.5
Area of Cluster456,5.5
Area of Cluster457,5.5
Area of Cluster458,5.5
Area of Cluster459,5.5
Area of Cluster460,5.5
Area of Cluster461,5.5
Area of Cluster462,5.5
Area of Cluster463,5.5
Area of Cluster464,5.5
Area of Cluster465,5.5
Area of Cluster466,5.5
Area of Cluster467,6.0
Area of Cluster468,6.0
Area of Cluster469,6.0
Area of Cluster470,6.0
Area of Cluster471,6.0
Area of Cluster472,6.0
Area of Cluster473,6.0
Area of Cluster474,6.0
Area of Cluster475,6.0
Area of Cluster476,6.5
Area of Cluster477,6.5
Area of Cluster478,6.5
Area of Cluster479,6.5
Area of Cluster480,6.5
Area of Cluster481,6.5
Area of Cluster482,6.5
Area of Cluster483,6.5
Area of Cluster484,6.5
Area of Cluster485,6.5
Area of Cluster486,6.5
Area of Cluster487,6.5
Area of Cluster488,6.5
Area of Cluster489,7.0
Area of Cluster490,7.0
Area of Cluster491,7.0
Area of Cluster492,7.0
Area of Cluster493,7.0
Area of Cluster494,7.0
Area of Cluster495,7.0
Area of Cluster496,7.0
Area of Cluster497,7.0
Area of Cluster498,7.0
Area of Cluster499,7.0
Area of Cluster500,7.5
Area of Cluster501,7.5
Area of Cluster502,7.5
Area of Cluster503,7.5
Area of Cluster504,7.5
Area of Cluster505,7.5
Area of Cluster506,7.5
Area of Cluster507,7.5
Area of Cluster508,7.5
Area of Cluster509,7.5
Area of Cluster510,7.5
Area of Cluster511,7.5
Area of Cluster512,8.0
Area of Cluster513,8.0
Area of Cluster514,8.0
Area of Cluster515,8.0
Area of Cluster516,8.5
Area of Cluster517,8.5
Area of Cluster518,8.5
Area of Cluster519,8.5
Area of Cluster520,8.5
Area of Cluster521,8.5
Area of Cluster522,9.0
Area of Cluster523,9.0
Area of Cluster524,9.0
Area of Cluster525,9.0
Area of Cluster526,9.0
Area of Cluster527,9.5
Area of Cluster528,9.5
Area of Cluster529,9.5
Area of Cluster530,9.5
Area of Cluster531,9.5
Area of Cluster532,9.5
Area of Cluster533,9.5
Area of Cluster534,10.0
Area of Cluster535,10.0
Area of Cluster536,10.0
Area of Cluster537,10.0
Area of Cluster538,10.0
Area of Cluster539,10.0
Area of Cluster540,10.0
Area of Cluster541,10.0
Area of Cluster542,10.0
Area of Cluster543,10.5
Area of Cluster544,10.5
Area of Cluster545,10.5
Area of Cluster546,10.5
Area of Cluster547,10.5
Area of Cluster548,11.0
Area of Cluster549,11.0
Area of Cluster550,11.0
Area of Cluster551,11.0
Area of Cluster552,11.0
Area of Cluster553,11.0
Area of Cluster554,11.5
Area of Cluster555,11.5
Area of Cluster556,11.5
Area of Cluster557,11.5
Area of Cluster558,12.0
Area of Cluster559,12.0
Area of Cluster560,12.0
Area of Cluster561,12.0
Area of Cluster562,12.0
Area of Cluster563,12.5
Area of Cluster564,12.5
Area of Cluster565,13.0
Area of Cluster566,13.0
Area of Cluster567,13.0
Area of Cluster568,13.0
Area of Cluster569,13.0
Area of Cluster570,13.0
Area of Cluster571,13.0
Area of Cluster572,13.0
Area of Cluster573,13.0
Area of Cluster574,13.0
Area of Cluster575,13.5
Area of Cluster576,13.5
Area of Cluster577,13.5
Area of Cluster578,13.5
Area of Cluster579,14.0
Area of Cluster580,14.0
Area of Cluster581,14.5
Area of Cluster582,14.5
Area of Cluster583,14.5
Area of Cluster584,14.5
Area of Cluster585,14.5
Area of Cluster586,14.5
Area of Cluster587,15.0
Area of Cluster588,15.0
Area of Cluster589,15.0
Area of Cluster590,15.0
Area of Cluster591,15.0
Area of Cluster592,15.5
Area of Cluster593,15.5
Area of Cluster594,15.5
Area of Cluster595,16.0
Area of Cluster596,16.5
Area of Cluster597,16.5
Area of Cluster598,16.5
Area of Cluster599,16.5
Area of Cluster600,16.5
Area of Cluster601,16.5
Area of Cluster602,17.0
Area of Cluster603,17.0
Area of Cluster604,17.0
Area of Cluster605,17.5
Area of Cluster606,17.5
Area of Cluster607,17.5
Area of Cluster608,17.5
Area of Cluster609,17.5
Area of Cluster610,17.5
Area of Cluster611,17.5
Area of Cluster612,18.0
Area of Cluster613,18.0
Area of Cluster614,18.5
Area of Cluster615,18.5
Area of Cluster616,18.5
Area of Cluster617,18.5
Area of Cluster618,18.5
Area of Cluster619,18.5
Area of Cluster620,18.5
Area of Cluster621,18.5
Area of Cluster622,19.0
Area of Cluster623,19.5
Area of Cluster624,20.0
Area of Cluster625,20.0
Area of Cluster626,20.5
Area of Cluster627,20.5
Area of Cluster628,20.5
Area of Cluster629,20.5
Area of Cluster630,20.5
Area of Cluster631,21.0
Area of Cluster632,21.0
Area of Cluster633,21.0
Area of Cluster634,21.0
Area of Cluster635,21.5
Area of Cluster636,21.5
Area of Cluster637,21.5
Area of Cluster638,22.0
Area of Cluster639,22.0
Area of Cluster640,22.0
Area of Cluster641,22.0
Area of Cluster642,22.0
Area of Cluster643,22.0
Area of Cluster644,22.0
Area of Cluster645,22.5
Area of Cluster646,22.5
Area of Cluster647,22.5
Area of Cluster648,23.0
Area of Cluster649,23.0
Area of Cluster650,23.0
Area of Cluster651,23.5
Area of Cluster652,23.5
Area of Cluster653,24.0
Area of Cluster654,24.0
Area of Cluster655,24.5
Area of Cluster656,24.5
Area of Cluster657,25.0
Area of Cluster658,26.0
Area of Cluster659,26.0
Area of Cluster660,26.0
Area of Cluster661,26.5
Area of Cluster662,26.5
Area of Cluster663,26.5
Area of Cluster664,27.0
Area of Cluster665,27.0
Area of Cluster666,27.0
Area of Cluster667,27.5
Area of Cluster668,28.0
Area of Cluster669,28.0
Area of Cluster670,28.5
Area of Cluster671,29.0
Area of Cluster672,29.5
Area of Cluster673,30.0
Area of Cluster674,30.0
Area of Cluster675,30.0
Area of Cluster676,30.0
Area of Cluster677,30.5
Area of Cluster678,31.0
Area of Cluster679,31.0
Area of Cluster680,31.5
Area of Cluster681,31.5
Area of Cluster682,32.0
Area of Cluster683,32.0
Area of Cluster684,32.0
Area of Cluster685,32.0
Area of Cluster686,32.5
Area of Cluster687,32.5
Area of Cluster688,32.5
Area of Cluster689,33.0
Area of Cluster690,33.5
Area of Cluster691,33.5
Area of Cluster692,33.5
Area of Cluster693,33.5
Area of Cluster694,34.0
Area of Cluster695,34.5
Area of Cluster696,34.5
Area of Cluster697,35.0
Area of Cluster698,35.0
Area of Cluster699,35.5
Area of Cluster700,35.5
Area of Cluster701,35.5
Area of Cluster702,36.0
Area of Cluster703,36.0
Area of Cluster704,36.0
Area of Cluster705,36.5
Area of Cluster706,37.0
Area of Cluster707,38.0
Area of Cluster708,38.0
Area of Cluster709,38.0
Area of Cluster710,38.5
Area of Cluster711,38.5
Area of Cluster712,39.0
Area of Cluster713,39.0
Area of Cluster714,39.0
Area of Cluster715,39.0
Area of Cluster716,39.0
Area of Cluster717,40.0
Area of Cluster718,40.5
Area of Cluster719,41.0
Area of Cluster720,41.0
Area of Cluster721,41.0
Area of Cluster722,41.0
Area of Cluster723,41.5
Area of Cluster724,41.5
Area of Cluster725,41.5
Area of Cluster726,41.5
Area of Cluster727,41.5
Area of Cluster728,42.0
Area of Cluster729,42.0
Area of Cluster730,42.0
Area of Cluster731,42.0
Area of Cluster732,43.0
Area of Cluster733,43.5
Area of Cluster734,43.5
Area of Cluster735,43.5
Area of Cluster736,44.0
Area of Cluster737,44.0
Area of Cluster738,44.5
Area of Cluster739,45.0
Area of Cluster740,45.0
Area of Cluster741,45.0
Area of Cluster742,45.5
Area of Cluster743,46.0
Area of Cluster744,46.0
Area of Cluster745,46.0
Area of Cluster746,46.5
Area of Cluster747,46.5
Area of Cluster748,46.5
Area of Cluster749,46.5
Area of Cluster750,47.0
Area of Cluster751,47.0
Area of Cluster752,47.5
Area of Cluster753,47.5
Area of Cluster754,48.0
Area of Cluster755,48.0
Area of Cluster756,48.0
Area of Cluster757,48.0
Area of Cluster758,49.5
Area of Cluster759,50.0
Area of Cluster760,50.0
Area of Cluster761,50.0
Area of Cluster762,50.5
Area of Cluster763,50.5
Area of Cluster764,51.5
Area of Cluster765,52.0
Area of Cluster766,52.0
Area of Cluster767,52.5
Area of Cluster768,52.5
Area of Cluster769,52.5
Area of Cluster770,52.5
Area of Cluster771,53.0
Area of Cluster772,53.5
Area of Cluster773,53.5
Area of Cluster774,54.0
Area of Cluster775,54.5
Area of Cluster776,54.5
Area of Cluster777,54.5
Area of Cluster778,56.5
Area of Cluster779,57.0
Area of Cluster780,57.5
Area of Cluster781,58.5
Area of Cluster782,59.0
Area of Cluster783,59.0
Area of Cluster784,59.0
Area of Cluster785,59.5
Area of Cluster786,59.5
Area of Cluster787,60.0
Area of Cluster788,60.0
Area of Cluster789,60.0
Area of Cluster790,60.5
Area of Cluster791,61.5
Area of Cluster792,61.5
Area of Cluster793,62.0
Area of Cluster794,62.0
Area of Cluster795,63.0
Area of Cluster796,63.5
Area of Cluster797,64.0
Area of Cluster798,65.0
Area of Cluster799,67.0
Area of Cluster800,67.0
Area of Cluster801,67.5
Area of Cluster802,68.0
Area of Cluster803,68.0
Area of Cluster804,68.0
Area of Cluster805,69.0
Area of Cluster806,69.0
Area of Cluster807,71.0
Area of Cluster808,71.5
Area of Cluster809,71.5
Area of Cluster810,72.5
Area of Cluster811,73.0
Area of Cluster812,73.5
Area of Cluster813,73.5
Area of Cluster814,74.0
Area of Cluster815,74.5
Area of Cluster816,75.0
Area of Cluster817,75.5
Area of Cluster818,75.5
Area of Cluster819,75.5
Area of Cluster820,76.0
Area of Cluster821,77.5
Area of Cluster822,77.5
Area of Cluster823,78.0
Area of Cluster824,78.5
Area of Cluster825,79.5
Area of Cluster826,79.5
Area of Cluster827,80.0
Area of Cluster828,80.5
Area of Cluster829,80.5
Area of Cluster830,81.5
Area of Cluster831,81.5
Area of Cluster832,82.0
Area of Cluster833,83.0
Area of Cluster834,83.5
Area of Cluster835,83.5
Area of Cluster836,83.5
Area of Cluster837,84.5
Area of Cluster838,84.5
Area of Cluster839,85.0
Area of Cluster840,85.0
Area of Cluster841,85.5
Area of Cluster842,86.0
Area of Cluster843,86.0
Area of Cluster844,86.5
Area of Cluster845,86.5
Area of Cluster846,87.5
Area of Cluster847,91.0
Area of Cluster848,92.5
Area of Cluster849,92.5
Area of Cluster850,93.5
Area of Cluster851,94.5
Area of Cluster852,95.0
Area of Cluster853,95.0
Area of Cluster854,95.5
Area of Cluster855,96.5
Area of Cluster856,96.5
Area of Cluster857,97.0
Area of Cluster858,100.5
Area of Cluster859,101.5
Area of Cluster860,102.0
Area of Cluster861,102.0
Area of Cluster862,103.0
Area of Cluster863,104.0
Area of Cluster864,106.0
Area of Cluster865,106.5
Area of Cluster866,107.0
Area of Cluster867,108.0
Area of Cluster868,108.5
Area of Cluster869,109.5
Area of Cluster870,109.5
Area of Cluster871,110.5
Area of Cluster872,111.0
Area of Cluster873,111.5
Area of Cluster874,112.0
Area of Cluster875,112.0
Area of Cluster876,113.5
Area of Cluster877,117.5
Area of Cluster878,119.0
Area of Cluster879,119.5
Area of Cluster880,119.5
Area of Cluster881,119.5
Area of Cluster882,121.0
Area of Cluster883,122.0
Area of Cluster884,122.5
Area of Cluster885,123.0
Area of Cluster886,123.0
Area of Cluster887,126.0
Area of Cluster888,127.0
Area of Cluster889,129.0
Area of Cluster890,129.5
Area of Cluster891,130.0
Area of Cluster892,132.5
Area of Cluster893,133.0
Area of Cluster894,133.0
Area of Cluster895,133.5
Area of Cluster896,134.5
Area of Cluster897,135.0
Area of Cluster898,136.5
Area of Cluster899,139.5
Area of Cluster900,139.5
Area of Cluster901,140.5
Area of Cluster902,142.0
Area of Cluster903,142.5
Area of Cluster904,143.0
Area of Cluster905,143.5
Area of Cluster906,145.5
Area of Cluster907,146.0
Area of Cluster908,146.0
Area of Cluster909,147.0
Area of Cluster910,148.0
Area of Cluster911,149.5
Area of Cluster912,150.0
Area of Cluster913,154.5
Area of Cluster914,158.0
Area of Cluster915,158.5
Area of Cluster916,161.5
Area of Cluster917,163.0
Area of Cluster918,163.5
Area of Cluster919,163.5
Area of Cluster920,166.0
Area of Cluster921,167.0
Area of Cluster922,167.0
Area of Cluster923,171.0
Area of Cluster924,171.0
Area of Cluster925,176.5
Area of Cluster926,179.5
Area of Cluster927,180.0
Area of Cluster928,180.5
Area of Cluster929,181.0
Area of Cluster930,182.0
Area of Cluster931,182.0
Area of Cluster932,185.0
Area of Cluster933,187.0
Area of Cluster934,187.0
Area of Cluster935,191.5
Area of Cluster936,191.5
Area of Cluster937,193.5
Area of Cluster938,197.0
Area of Cluster939,200.5
Area of Cluster940,202.5
Area of Cluster941,202.5
Area of Cluster942,204.0
Area of Cluster943,204.0
Area of Cluster944,205.0
Area of Cluster945,207.0
Area of Cluster946,207.5
Area of Cluster947,210.5
Area of Cluster948,211.0
Area of Cluster949,213.0
Area of Cluster950,217.5
Area of Cluster951,218.5
Area of Cluster952,219.0
Area of Cluster953,219.5
Area of Cluster954,220.5
Area of Cluster955,221.0
Area of Cluster956,228.0
Area of Cluster957,229.0
Area of Cluster958,230.5
Area of Cluster959,233.5
Area of Cluster960,234.5
Area of Cluster961,243.5
Area of Cluster962,254.5
Area of Cluster963,256.0
Area of Cluster964,258.5
Area of Cluster965,261.5
Area of Cluster966,262.5
Area of Cluster967,264.0
Area of Cluster968,269.5
Area of Cluster969,270.5
Area of Cluster970,275.0
Area of Cluster971,276.0
Area of Cluster972,276.5
Area of Cluster973,281.5
Area of Cluster974,283.0
Area of Cluster975,286.0
Area of Cluster976,289.0
Area of Cluster977,299.5
Area of Cluster978,304.0
Area of Cluster979,305.5
Area of Cluster980,326.5
Area of Cluster981,329.0
Area of Cluster982,330.5
Area of Cluster983,337.0
Area of Cluster984,338.0
Area of Cluster985,340.0
Area of Cluster986,347.0
Area of Cluster987,348.0
Area of Cluster988,359.5
Area of Cluster989,361.0
Area of Cluster990,366.5
Area of Cluster991,372.5
Area of Cluster992,373.5
Area of Cluster993,390.5
Area of Cluster994,391.0
Area of Cluster995,392.0
Area of Cluster996,405.5
Area of Cluster997,432.5
Area of Cluster998,434.5
Area of Cluster999,439.5
Area of Cluster1000,460.5
Area of Cluster1001,478.5
Area of Cluster1002,481.5
Area of Cluster1003,489.5
Area of Cluster1004,490.5
Area of Cluster1005,491.0
Area of Cluster1006,537.5
Area of Cluster1007,555.0
Area of Cluster1008,559.0
Area of Cluster1009,627.0
Area of Cluster1010,691.5
Area of Cluster1011,714.0
Area of Cluster1012,724.5
Area of Cluster1013,735.5
Area of Cluster1014,756.5
Area of Cluster1015,826.5
Area of Cluster1016,851.0
Area of Cluster1017,868.5
Area of Cluster1018,924.0
Area of Cluster1019,992.5
Area of Cluster1020,1099.0
Area of Cluster1021,1118.0
Area of Cluster1022,1199.5
