exp4_4_1,Number of Total Clusters
Area of Cluster78,0.0
Area of Cluster79,0.0
Area of Cluster80,0.0
Area of Cluster81,0.0
Area of Cluster82,0.0
Area of Cluster83,0.0
Area of Cluster84,0.0
Area of Cluster85,0.0
Area of Cluster86,0.0
Area of Cluster87,0.0
Area of Cluster88,0.0
Area of Cluster89,0.0
Area of Cluster90,0.0
Area of Cluster91,0.0
Area of Cluster92,0.0
Area of Cluster93,0.0
Area of Cluster94,0.0
Area of Cluster95,0.0
Area of Cluster96,0.0
Area of Cluster97,0.0
Area of Cluster98,0.0
Area of Cluster99,0.0
Area of Cluster100,0.0
Area of Cluster101,0.0
Area of Cluster102,0.0
Area of Cluster103,0.0
Area of Cluster104,0.0
Area of Cluster105,0.0
Area of Cluster106,0.0
Area of Cluster107,0.0
Area of Cluster108,0.0
Area of Cluster109,0.0
Area of Cluster110,0.0
Area of Cluster111,0.0
Area of Cluster112,0.0
Area of Cluster113,0.0
Area of Cluster114,0.0
Area of Cluster115,0.0
Area of Cluster116,0.0
Area of Cluster117,0.0
Area of Cluster118,0.0
Area of Cluster119,0.0
Area of Cluster120,0.0
Area of Cluster121,0.0
Area of Cluster122,0.0
Area of Cluster123,0.0
Area of Cluster124,0.0
Area of Cluster125,0.0
Area of Cluster126,0.0
Area of Cluster127,0.0
Area of Cluster128,0.0
Area of Cluster129,0.0
Area of Cluster130,0.0
Area of Cluster131,0.0
Area of Cluster132,0.0
Area of Cluster133,0.0
Area of Cluster134,0.0
Area of Cluster135,0.0
Area of Cluster136,0.0
Area of Cluster137,0.0
Area of Cluster138,0.0
Area of Cluster139,0.0
Area of Cluster140,0.0
Area of Cluster141,0.0
Area of Cluster142,0.0
Area of Cluster143,0.0
Area of Cluster144,0.0
Area of Cluster145,0.0
Area of Cluster146,0.0
Area of Cluster147,0.0
Area of Cluster148,0.0
Area of Cluster149,0.0
Area of Cluster150,0.0
Area of Cluster151,0.0
Area of Cluster152,0.0
Area of Cluster153,0.0
Area of Cluster154,0.0
Area of Cluster155,0.0
Area of Cluster156,0.0
Area of Cluster157,0.0
Area of Cluster158,0.0
Area of Cluster159,0.0
Area of Cluster160,0.0
Area of Cluster161,0.0
Area of Cluster162,0.0
Area of Cluster163,0.0
Area of Cluster164,0.0
Area of Cluster165,0.0
Area of Cluster166,0.0
Area of Cluster167,0.0
Area of Cluster168,0.0
Area of Cluster169,0.0
Area of Cluster170,0.0
Area of Cluster171,0.0
Area of Cluster172,0.0
Area of Cluster173,0.0
Area of Cluster174,0.0
Area of Cluster175,0.0
Area of Cluster176,0.0
Area of Cluster177,0.0
Area of Cluster178,0.0
Area of Cluster179,0.0
Area of Cluster180,0.0
Area of Cluster181,0.0
Area of Cluster182,0.0
Area of Cluster183,0.0
Area of Cluster184,0.0
Area of Cluster185,0.0
Area of Cluster186,0.0
Area of Cluster187,0.0
Area of Cluster188,0.0
Area of Cluster189,0.0
Area of Cluster190,0.0
Area of Cluster191,0.0
Area of Cluster192,0.0
Area of Cluster193,0.0
Area of Cluster194,0.0
Area of Cluster195,0.0
Area of Cluster196,0.0
Area of Cluster197,0.0
Area of Cluster198,0.0
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.0
Area of Cluster212,0.0
Area of Cluster213,0.0
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.0
Area of Cluster232,0.0
Area of Cluster233,0.0
Area of Cluster234,0.0
Area of Cluster235,0.0
Area of Cluster236,0.0
Area of Cluster237,0.0
Area of Cluster238,0.0
Area of Cluster239,0.0
Area of Cluster240,0.0
Area of Cluster241,0.0
Area of Cluster242,0.0
Area of Cluster243,0.0
Area of Cluster244,0.0
Area of Cluster245,0.0
Area of Cluster246,0.0
Area of Cluster247,0.0
Area of Cluster248,0.0
Area of Cluster249,0.0
Area of Cluster250,0.0
Area of Cluster251,0.0
Area of Cluster252,0.0
Area of Cluster253,0.0
Area of Cluster254,0.0
Area of Cluster255,0.0
Area of Cluster256,0.0
Area of Cluster257,0.0
Area of Cluster258,0.0
Area of Cluster259,0.0
Area of Cluster260,0.0
Area of Cluster261,0.0
Area of Cluster262,0.0
Area of Cluster263,0.0
Area of Cluster264,0.0
Area of Cluster265,0.0
Area of Cluster266,0.0
Area of Cluster267,0.0
Area of Cluster268,0.0
Area of Cluster269,0.0
Area of Cluster270,0.0
Area of Cluster271,0.0
Area of Cluster272,0.0
Area of Cluster273,0.0
Area of Cluster274,0.0
Area of Cluster275,0.0
Area of Cluster276,0.0
Area of Cluster277,0.0
Area of Cluster278,0.0
Area of Cluster279,0.0
Area of Cluster280,0.0
Area of Cluster281,0.0
Area of Cluster282,0.0
Area of Cluster283,0.0
Area of Cluster284,0.0
Area of Cluster285,0.0
Area of Cluster286,0.0
Area of Cluster287,0.0
Area of Cluster288,0.0
Area of Cluster289,0.0
Area of Cluster290,0.0
Area of Cluster291,0.0
Area of Cluster292,0.0
Area of Cluster293,0.0
Area of Cluster294,0.0
Area of Cluster295,0.0
Area of Cluster296,0.0
Area of Cluster297,0.0
Area of Cluster298,0.0
Area of Cluster299,0.0
Area of Cluster300,0.0
Area of Cluster301,0.0
Area of Cluster302,0.0
Area of Cluster303,0.0
Area of Cluster304,0.0
Area of Cluster305,0.0
Area of Cluster306,0.0
Area of Cluster307,0.0
Area of Cluster308,0.0
Area of Cluster309,0.0
Area of Cluster310,0.0
Area of Cluster311,0.0
Area of Cluster312,0.0
Area of Cluster313,0.0
Area of Cluster314,0.0
Area of Cluster315,0.0
Area of Cluster316,0.0
Area of Cluster317,0.0
Area of Cluster318,0.0
Area of Cluster319,0.0
Area of Cluster320,0.0
Area of Cluster321,0.0
Area of Cluster322,0.0
Area of Cluster323,0.0
Area of Cluster324,0.0
Area of Cluster325,0.0
Area of Cluster326,0.0
Area of Cluster327,0.0
Area of Cluster328,0.0
Area of Cluster329,0.0
Area of Cluster330,0.0
Area of Cluster331,0.0
Area of Cluster332,0.0
Area of Cluster333,0.0
Area of Cluster334,0.0
Area of Cluster335,0.0
Area of Cluster336,0.0
Area of Cluster337,0.0
Area of Cluster338,0.0
Area of Cluster339,0.0
Area of Cluster340,0.0
Area of Cluster341,0.0
Area of Cluster342,0.0
Area of Cluster343,0.0
Area of Cluster344,0.0
Area of Cluster345,0.0
Area of Cluster346,0.0
Area of Cluster347,0.0
Area of Cluster348,0.0
Area of Cluster349,0.0
Area of Cluster350,0.0
Area of Cluster351,0.0
Area of Cluster352,0.0
Area of Cluster353,0.0
Area of Cluster354,0.0
Area of Cluster355,0.0
Area of Cluster356,0.0
Area of Cluster357,0.0
Area of Cluster358,0.0
Area of Cluster359,0.0
Area of Cluster360,0.0
Area of Cluster361,0.0
Area of Cluster362,0.0
Area of Cluster363,0.0
Area of Cluster364,0.0
Area of Cluster365,0.0
Area of Cluster366,0.0
Area of Cluster367,0.0
Area of Cluster368,0.0
Area of Cluster369,0.0
Area of Cluster370,0.0
Area of Cluster371,0.0
Area of Cluster372,0.0
Area of Cluster373,0.0
Area of Cluster374,0.0
Area of Cluster375,0.0
Area of Cluster376,0.0
Area of Cluster377,0.0
Area of Cluster378,0.0
Area of Cluster379,0.0
Area of Cluster380,0.0
Area of Cluster381,0.0
Area of Cluster382,0.0
Area of Cluster383,0.0
Area of Cluster384,0.0
Area of Cluster385,0.0
Area of Cluster386,0.5
Area of Cluster387,0.5
Area of Cluster388,0.5
Area of Cluster389,0.5
Area of Cluster390,0.5
Area of Cluster391,0.5
Area of Cluster392,0.5
Area of Cluster393,0.5
Area of Cluster394,0.5
Area of Cluster395,0.5
Area of Cluster396,0.5
Area of Cluster397,0.5
Area of Cluster398,0.5
Area of Cluster399,0.5
Area of Cluster400,0.5
Area of Cluster401,0.5
Area of Cluster402,0.5
Area of Cluster403,0.5
Area of Cluster404,0.5
Area of Cluster405,0.5
Area of Cluster406,0.5
Area of Cluster407,0.5
Area of Cluster408,0.5
Area of Cluster409,0.5
Area of Cluster410,0.5
Area of Cluster411,0.5
Area of Cluster412,0.5
Area of Cluster413,0.5
Area of Cluster414,0.5
Area of Cluster415,0.5
Area of Cluster416,0.5
Area of Cluster417,0.5
Area of Cluster418,0.5
Area of Cluster419,0.5
Area of Cluster420,0.5
Area of Cluster421,0.5
Area of Cluster422,0.5
Area of Cluster423,0.5
Area of Cluster424,0.5
Area of Cluster425,0.5
Area of Cluster426,0.5
Area of Cluster427,0.5
Area of Cluster428,0.5
Area of Cluster429,0.5
Area of Cluster430,0.5
Area of Cluster431,0.5
Area of Cluster432,0.5
Area of Cluster433,0.5
Area of Cluster434,0.5
Area of Cluster435,0.5
Area of Cluster436,0.5
Area of Cluster437,0.5
Area of Cluster438,0.5
Area of Cluster439,0.5
Area of Cluster440,0.5
Area of Cluster441,0.5
Area of Cluster442,0.5
Area of Cluster443,0.5
Area of Cluster444,0.5
Area of Cluster445,0.5
Area of Cluster446,0.5
Area of Cluster447,0.5
Area of Cluster448,0.5
Area of Cluster449,0.5
Area of Cluster450,0.5
Area of Cluster451,1.0
Area of Cluster452,1.0
Area of Cluster453,1.0
Area of Cluster454,1.0
Area of Cluster455,1.0
Area of Cluster456,1.0
Area of Cluster457,1.0
Area of Cluster458,1.0
Area of Cluster459,1.0
Area of Cluster460,1.0
Area of Cluster461,1.0
Area of Cluster462,1.0
Area of Cluster463,1.0
Area of Cluster464,1.0
Area of Cluster465,1.0
Area of Cluster466,1.0
Area of Cluster467,1.0
Area of Cluster468,1.0
Area of Cluster469,1.0
Area of Cluster470,1.0
Area of Cluster471,1.0
Area of Cluster472,1.0
Area of Cluster473,1.0
Area of Cluster474,1.0
Area of Cluster475,1.0
Area of Cluster476,1.0
Area of Cluster477,1.0
Area of Cluster478,1.0
Area of Cluster479,1.0
Area of Cluster480,1.0
Area of Cluster481,1.0
Area of Cluster482,1.0
Area of Cluster483,1.0
Area of Cluster484,1.0
Area of Cluster485,1.0
Area of Cluster486,1.0
Area of Cluster487,1.0
Area of Cluster488,1.0
Area of Cluster489,1.0
Area of Cluster490,1.0
Area of Cluster491,1.0
Area of Cluster492,1.0
Area of Cluster493,1.0
Area of Cluster494,1.0
Area of Cluster495,1.0
Area of Cluster496,1.0
Area of Cluster497,1.0
Area of Cluster498,1.0
Area of Cluster499,1.0
Area of Cluster500,1.0
Area of Cluster501,1.0
Area of Cluster502,1.0
Area of Cluster503,1.0
Area of Cluster504,1.0
Area of Cluster505,1.0
Area of Cluster506,1.0
Area of Cluster507,1.0
Area of Cluster508,1.0
Area of Cluster509,1.0
Area of Cluster510,1.0
Area of Cluster511,1.0
Area of Cluster512,1.0
Area of Cluster513,1.0
Area of Cluster514,1.0
Area of Cluster515,1.5
Area of Cluster516,1.5
Area of Cluster517,1.5
Area of Cluster518,1.5
Area of Cluster519,1.5
Area of Cluster520,1.5
Area of Cluster521,1.5
Area of Cluster522,1.5
Area of Cluster523,1.5
Area of Cluster524,1.5
Area of Cluster525,1.5
Area of Cluster526,1.5
Area of Cluster527,1.5
Area of Cluster528,1.5
Area of Cluster529,1.5
Area of Cluster530,1.5
Area of Cluster531,1.5
Area of Cluster532,1.5
Area of Cluster533,1.5
Area of Cluster534,1.5
Area of Cluster535,1.5
Area of Cluster536,1.5
Area of Cluster537,1.5
Area of Cluster538,1.5
Area of Cluster539,1.5
Area of Cluster540,1.5
Area of Cluster541,1.5
Area of Cluster542,1.5
Area of Cluster543,1.5
Area of Cluster544,1.5
Area of Cluster545,1.5
Area of Cluster546,1.5
Area of Cluster547,1.5
Area of Cluster548,1.5
Area of Cluster549,1.5
Area of Cluster550,1.5
Area of Cluster551,1.5
Area of Cluster552,1.5
Area of Cluster553,1.5
Area of Cluster554,1.5
Area of Cluster555,1.5
Area of Cluster556,1.5
Area of Cluster557,1.5
Area of Cluster558,1.5
Area of Cluster559,2.0
Area of Cluster560,2.0
Area of Cluster561,2.0
Area of Cluster562,2.0
Area of Cluster563,2.0
Area of Cluster564,2.0
Area of Cluster565,2.0
Area of Cluster566,2.0
Area of Cluster567,2.0
Area of Cluster568,2.0
Area of Cluster569,2.0
Area of Cluster570,2.0
Area of Cluster571,2.0
Area of Cluster572,2.0
Area of Cluster573,2.0
Area of Cluster574,2.0
Area of Cluster575,2.0
Area of Cluster576,2.0
Area of Cluster577,2.0
Area of Cluster578,2.0
Area of Cluster579,2.0
Area of Cluster580,2.0
Area of Cluster581,2.0
Area of Cluster582,2.0
Area of Cluster583,2.0
Area of Cluster584,2.0
Area of Cluster585,2.0
Area of Cluster586,2.0
Area of Cluster587,2.0
Area of Cluster588,2.0
Area of Cluster589,2.0
Area of Cluster590,2.0
Area of Cluster591,2.0
Area of Cluster592,2.0
Area of Cluster593,2.0
Area of Cluster594,2.0
Area of Cluster595,2.0
Area of Cluster596,2.0
Area of Cluster597,2.0
Area of Cluster598,2.0
Area of Cluster599,2.0
Area of Cluster600,2.0
Area of Cluster601,2.0
Area of Cluster602,2.0
Area of Cluster603,2.5
Area of Cluster604,2.5
Area of Cluster605,2.5
Area of Cluster606,2.5
Area of Cluster607,2.5
Area of Cluster608,2.5
Area of Cluster609,2.5
Area of Cluster610,2.5
Area of Cluster611,2.5
Area of Cluster612,2.5
Area of Cluster613,2.5
Area of Cluster614,2.5
Area of Cluster615,2.5
Area of Cluster616,2.5
Area of Cluster617,2.5
Area of Cluster618,2.5
Area of Cluster619,2.5
Area of Cluster620,2.5
Area of Cluster621,2.5
Area of Cluster622,3.0
Area of Cluster623,3.0
Area of Cluster624,3.0
Area of Cluster625,3.0
Area of Cluster626,3.0
Area of Cluster627,3.0
Area of Cluster628,3.0
Area of Cluster629,3.0
Area of Cluster630,3.0
Area of Cluster631,3.0
Area of Cluster632,3.0
Area of Cluster633,3.0
Area of Cluster634,3.0
Area of Cluster635,3.0
Area of Cluster636,3.0
Area of Cluster637,3.0
Area of Cluster638,3.0
Area of Cluster639,3.5
Area of Cluster640,3.5
Area of Cluster641,3.5
Area of Cluster642,3.5
Area of Cluster643,3.5
Area of Cluster644,3.5
Area of Cluster645,3.5
Area of Cluster646,3.5
Area of Cluster647,3.5
Area of Cluster648,3.5
Area of Cluster649,3.5
Area of Cluster650,3.5
Area of Cluster651,3.5
Area of Cluster652,3.5
Area of Cluster653,3.5
Area of Cluster654,3.5
Area of Cluster655,3.5
Area of Cluster656,3.5
Area of Cluster657,3.5
Area of Cluster658,4.0
Area of Cluster659,4.0
Area of Cluster660,4.0
Area of Cluster661,4.0
Area of Cluster662,4.0
Area of Cluster663,4.0
Area of Cluster664,4.0
Area of Cluster665,4.0
Area of Cluster666,4.0
Area of Cluster667,4.0
Area of Cluster668,4.0
Area of Cluster669,4.0
Area of Cluster670,4.0
Area of Cluster671,4.0
Area of Cluster672,4.0
Area of Cluster673,4.0
Area of Cluster674,4.0
Area of Cluster675,4.0
Area of Cluster676,4.0
Area of Cluster677,4.0
Area of Cluster678,4.0
Area of Cluster679,4.5
Area of Cluster680,4.5
Area of Cluster681,4.5
Area of Cluster682,4.5
Area of Cluster683,4.5
Area of Cluster684,4.5
Area of Cluster685,4.5
Area of Cluster686,4.5
Area of Cluster687,5.0
Area of Cluster688,5.0
Area of Cluster689,5.0
Area of Cluster690,5.0
Area of Cluster691,5.0
Area of Cluster692,5.0
Area of Cluster693,5.0
Area of Cluster694,5.0
Area of Cluster695,5.0
Area of Cluster696,5.0
Area of Cluster697,5.0
Area of Cluster698,5.0
Area of Cluster699,5.5
Area of Cluster700,5.5
Area of Cluster701,5.5
Area of Cluster702,5.5
Area of Cluster703,5.5
Area of Cluster704,5.5
Area of Cluster705,5.5
Area of Cluster706,5.5
Area of Cluster707,5.5
Area of Cluster708,5.5
Area of Cluster709,5.5
Area of Cluster710,5.5
Area of Cluster711,5.5
Area of Cluster712,5.5
Area of Cluster713,5.5
Area of Cluster714,5.5
Area of Cluster715,6.0
Area of Cluster716,6.0
Area of Cluster717,6.0
Area of Cluster718,6.0
Area of Cluster719,6.0
Area of Cluster720,6.0
Area of Cluster721,6.5
Area of Cluster722,6.5
Area of Cluster723,6.5
Area of Cluster724,6.5
Area of Cluster725,6.5
Area of Cluster726,6.5
Area of Cluster727,6.5
Area of Cluster728,6.5
Area of Cluster729,7.0
Area of Cluster730,7.0
Area of Cluster731,7.0
Area of Cluster732,7.0
Area of Cluster733,7.0
Area of Cluster734,7.0
Area of Cluster735,7.0
Area of Cluster736,7.0
Area of Cluster737,7.0
Area of Cluster738,7.0
Area of Cluster739,7.0
Area of Cluster740,7.0
Area of Cluster741,7.5
Area of Cluster742,7.5
Area of Cluster743,7.5
Area of Cluster744,7.5
Area of Cluster745,7.5
Area of Cluster746,7.5
Area of Cluster747,7.5
Area of Cluster748,7.5
Area of Cluster749,7.5
Area of Cluster750,7.5
Area of Cluster751,7.5
Area of Cluster752,8.0
Area of Cluster753,8.0
Area of Cluster754,8.0
Area of Cluster755,8.0
Area of Cluster756,8.0
Area of Cluster757,8.0
Area of Cluster758,8.0
Area of Cluster759,8.0
Area of Cluster760,8.5
Area of Cluster761,8.5
Area of Cluster762,8.5
Area of Cluster763,8.5
Area of Cluster764,9.0
Area of Cluster765,9.0
Area of Cluster766,9.0
Area of Cluster767,9.0
Area of Cluster768,9.5
Area of Cluster769,9.5
Area of Cluster770,9.5
Area of Cluster771,9.5
Area of Cluster772,9.5
Area of Cluster773,9.5
Area of Cluster774,9.5
Area of Cluster775,9.5
Area of Cluster776,9.5
Area of Cluster777,9.5
Area of Cluster778,9.5
Area of Cluster779,9.5
Area of Cluster780,9.5
Area of Cluster781,9.5
Area of Cluster782,10.0
Area of Cluster783,10.0
Area of Cluster784,10.0
Area of Cluster785,10.0
Area of Cluster786,10.0
Area of Cluster787,10.0
Area of Cluster788,10.0
Area of Cluster789,10.0
Area of Cluster790,10.0
Area of Cluster791,10.0
Area of Cluster792,10.5
Area of Cluster793,10.5
Area of Cluster794,10.5
Area of Cluster795,10.5
Area of Cluster796,10.5
Area of Cluster797,10.5
Area of Cluster798,10.5
Area of Cluster799,10.5
Area of Cluster800,10.5
Area of Cluster801,11.0
Area of Cluster802,11.0
Area of Cluster803,11.0
Area of Cluster804,11.0
Area of Cluster805,11.0
Area of Cluster806,11.0
Area of Cluster807,11.5
Area of Cluster808,11.5
Area of Cluster809,11.5
Area of Cluster810,11.5
Area of Cluster811,11.5
Area of Cluster812,11.5
Area of Cluster813,11.5
Area of Cluster814,11.5
Area of Cluster815,11.5
Area of Cluster816,11.5
Area of Cluster817,11.5
Area of Cluster818,12.0
Area of Cluster819,12.0
Area of Cluster820,12.0
Area of Cluster821,12.0
Area of Cluster822,12.5
Area of Cluster823,12.5
Area of Cluster824,12.5
Area of Cluster825,13.0
Area of Cluster826,13.0
Area of Cluster827,13.0
Area of Cluster828,13.0
Area of Cluster829,13.0
Area of Cluster830,13.0
Area of Cluster831,13.0
Area of Cluster832,13.5
Area of Cluster833,13.5
Area of Cluster834,13.5
Area of Cluster835,13.5
Area of Cluster836,13.5
Area of Cluster837,14.0
Area of Cluster838,14.0
Area of Cluster839,14.0
Area of Cluster840,14.5
Area of Cluster841,14.5
Area of Cluster842,14.5
Area of Cluster843,14.5
Area of Cluster844,14.5
Area of Cluster845,14.5
Area of Cluster846,14.5
Area of Cluster847,15.0
Area of Cluster848,15.0
Area of Cluster849,15.0
Area of Cluster850,15.0
Area of Cluster851,15.0
Area of Cluster852,15.0
Area of Cluster853,15.0
Area of Cluster854,15.5
Area of Cluster855,15.5
Area of Cluster856,15.5
Area of Cluster857,15.5
Area of Cluster858,15.5
Area of Cluster859,15.5
Area of Cluster860,15.5
Area of Cluster861,16.0
Area of Cluster862,16.0
Area of Cluster863,16.0
Area of Cluster864,16.0
Area of Cluster865,16.0
Area of Cluster866,16.5
Area of Cluster867,16.5
Area of Cluster868,16.5
Area of Cluster869,16.5
Area of Cluster870,17.0
Area of Cluster871,17.0
Area of Cluster872,17.0
Area of Cluster873,17.5
Area of Cluster874,17.5
Area of Cluster875,17.5
Area of Cluster876,17.5
Area of Cluster877,17.5
Area of Cluster878,17.5
Area of Cluster879,17.5
Area of Cluster880,18.0
Area of Cluster881,18.0
Area of Cluster882,18.0
Area of Cluster883,18.0
Area of Cluster884,18.0
Area of Cluster885,18.5
Area of Cluster886,18.5
Area of Cluster887,18.5
Area of Cluster888,18.5
Area of Cluster889,18.5
Area of Cluster890,18.5
Area of Cluster891,18.5
Area of Cluster892,19.0
Area of Cluster893,19.0
Area of Cluster894,19.0
Area of Cluster895,19.0
Area of Cluster896,19.5
Area of Cluster897,20.0
Area of Cluster898,20.0
Area of Cluster899,20.0
Area of Cluster900,20.0
Area of Cluster901,20.5
Area of Cluster902,20.5
Area of Cluster903,20.5
Area of Cluster904,20.5
Area of Cluster905,20.5
Area of Cluster906,20.5
Area of Cluster907,20.5
Area of Cluster908,20.5
Area of Cluster909,20.5
Area of Cluster910,21.0
Area of Cluster911,21.0
Area of Cluster912,22.5
Area of Cluster913,23.0
Area of Cluster914,23.0
Area of Cluster915,23.0
Area of Cluster916,23.0
Area of Cluster917,23.0
Area of Cluster918,23.0
Area of Cluster919,23.5
Area of Cluster920,23.5
Area of Cluster921,23.5
Area of Cluster922,24.0
Area of Cluster923,24.0
Area of Cluster924,24.0
Area of Cluster925,24.0
Area of Cluster926,24.0
Area of Cluster927,24.0
Area of Cluster928,24.5
Area of Cluster929,24.5
Area of Cluster930,24.5
Area of Cluster931,24.5
Area of Cluster932,25.0
Area of Cluster933,25.0
Area of Cluster934,25.0
Area of Cluster935,25.0
Area of Cluster936,25.5
Area of Cluster937,25.5
Area of Cluster938,26.0
Area of Cluster939,26.0
Area of Cluster940,26.0
Area of Cluster941,26.0
Area of Cluster942,26.5
Area of Cluster943,26.5
Area of Cluster944,27.0
Area of Cluster945,27.0
Area of Cluster946,27.0
Area of Cluster947,27.0
Area of Cluster948,27.5
Area of Cluster949,28.0
Area of Cluster950,28.0
Area of Cluster951,28.0
Area of Cluster952,28.0
Area of Cluster953,28.0
Area of Cluster954,28.5
Area of Cluster955,28.5
Area of Cluster956,29.0
Area of Cluster957,29.0
Area of Cluster958,29.0
Area of Cluster959,30.0
Area of Cluster960,30.0
Area of Cluster961,30.5
Area of Cluster962,30.5
Area of Cluster963,31.0
Area of Cluster964,31.0
Area of Cluster965,31.5
Area of Cluster966,31.5
Area of Cluster967,31.5
Area of Cluster968,31.5
Area of Cluster969,32.0
Area of Cluster970,32.0
Area of Cluster971,32.5
Area of Cluster972,32.5
Area of Cluster973,33.0
Area of Cluster974,34.0
Area of Cluster975,34.5
Area of Cluster976,35.0
Area of Cluster977,35.0
Area of Cluster978,35.0
Area of Cluster979,35.5
Area of Cluster980,35.5
Area of Cluster981,36.0
Area of Cluster982,36.5
Area of Cluster983,36.5
Area of Cluster984,36.5
Area of Cluster985,36.5
Area of Cluster986,37.0
Area of Cluster987,37.0
Area of Cluster988,37.0
Area of Cluster989,37.0
Area of Cluster990,37.0
Area of Cluster991,37.5
Area of Cluster992,38.0
Area of Cluster993,38.0
Area of Cluster994,38.0
Area of Cluster995,38.5
Area of Cluster996,39.0
Area of Cluster997,39.0
Area of Cluster998,39.5
Area of Cluster999,40.0
Area of Cluster1000,40.0
Area of Cluster1001,40.5
Area of Cluster1002,40.5
Area of Cluster1003,41.0
Area of Cluster1004,41.0
Area of Cluster1005,41.5
Area of Cluster1006,41.5
Area of Cluster1007,41.5
Area of Cluster1008,41.5
Area of Cluster1009,41.5
Area of Cluster1010,42.5
Area of Cluster1011,43.0
Area of Cluster1012,43.0
Area of Cluster1013,43.5
Area of Cluster1014,44.0
Area of Cluster1015,44.0
Area of Cluster1016,44.5
Area of Cluster1017,45.5
Area of Cluster1018,46.0
Area of Cluster1019,46.5
Area of Cluster1020,46.5
Area of Cluster1021,47.0
Area of Cluster1022,47.0
Area of Cluster1023,47.5
Area of Cluster1024,47.5
Area of Cluster1025,48.0
Area of Cluster1026,48.0
Area of Cluster1027,48.5
Area of Cluster1028,48.5
Area of Cluster1029,49.0
Area of Cluster1030,49.0
Area of Cluster1031,49.0
Area of Cluster1032,49.0
Area of Cluster1033,49.0
Area of Cluster1034,50.0
Area of Cluster1035,50.0
Area of Cluster1036,50.0
Area of Cluster1037,50.0
Area of Cluster1038,50.0
Area of Cluster1039,50.0
Area of Cluster1040,50.0
Area of Cluster1041,50.5
Area of Cluster1042,50.5
Area of Cluster1043,50.5
Area of Cluster1044,51.0
Area of Cluster1045,51.5
Area of Cluster1046,51.5
Area of Cluster1047,51.5
Area of Cluster1048,52.0
Area of Cluster1049,52.5
Area of Cluster1050,52.5
Area of Cluster1051,53.0
Area of Cluster1052,53.5
Area of Cluster1053,53.5
Area of Cluster1054,54.0
Area of Cluster1055,54.0
Area of Cluster1056,54.5
Area of Cluster1057,54.5
Area of Cluster1058,55.0
Area of Cluster1059,55.5
Area of Cluster1060,55.5
Area of Cluster1061,56.0
Area of Cluster1062,56.0
Area of Cluster1063,56.0
Area of Cluster1064,56.0
Area of Cluster1065,56.5
Area of Cluster1066,57.0
Area of Cluster1067,57.5
Area of Cluster1068,58.5
