exp3_3_1,Number of Total Clusters
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.0
Area of Cluster212,0.0
Area of Cluster213,0.0
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.0
Area of Cluster232,0.0
Area of Cluster233,0.0
Area of Cluster234,0.0
Area of Cluster235,0.0
Area of Cluster236,0.0
Area of Cluster237,0.0
Area of Cluster238,0.0
Area of Cluster239,0.0
Area of Cluster240,0.0
Area of Cluster241,0.0
Area of Cluster242,0.0
Area of Cluster243,0.0
Area of Cluster244,0.0
Area of Cluster245,0.0
Area of Cluster246,0.0
Area of Cluster247,0.0
Area of Cluster248,0.0
Area of Cluster249,0.0
Area of Cluster250,0.0
Area of Cluster251,0.0
Area of Cluster252,0.0
Area of Cluster253,0.0
Area of Cluster254,0.0
Area of Cluster255,0.0
Area of Cluster256,0.0
Area of Cluster257,0.0
Area of Cluster258,0.0
Area of Cluster259,0.0
Area of Cluster260,0.0
Area of Cluster261,0.0
Area of Cluster262,0.0
Area of Cluster263,0.0
Area of Cluster264,0.0
Area of Cluster265,0.0
Area of Cluster266,0.0
Area of Cluster267,0.0
Area of Cluster268,0.0
Area of Cluster269,0.0
Area of Cluster270,0.0
Area of Cluster271,0.0
Area of Cluster272,0.0
Area of Cluster273,0.0
Area of Cluster274,0.0
Area of Cluster275,0.0
Area of Cluster276,0.0
Area of Cluster277,0.0
Area of Cluster278,0.0
Area of Cluster279,0.0
Area of Cluster280,0.0
Area of Cluster281,0.0
Area of Cluster282,0.0
Area of Cluster283,0.0
Area of Cluster284,0.0
Area of Cluster285,0.0
Area of Cluster286,0.0
Area of Cluster287,0.0
Area of Cluster288,0.0
Area of Cluster289,0.0
Area of Cluster290,0.0
Area of Cluster291,0.0
Area of Cluster292,0.0
Area of Cluster293,0.0
Area of Cluster294,0.0
Area of Cluster295,0.0
Area of Cluster296,0.0
Area of Cluster297,0.0
Area of Cluster298,0.0
Area of Cluster299,0.0
Area of Cluster300,0.0
Area of Cluster301,0.0
Area of Cluster302,0.0
Area of Cluster303,0.0
Area of Cluster304,0.0
Area of Cluster305,0.0
Area of Cluster306,0.0
Area of Cluster307,0.0
Area of Cluster308,0.0
Area of Cluster309,0.0
Area of Cluster310,0.0
Area of Cluster311,0.0
Area of Cluster312,0.0
Area of Cluster313,0.0
Area of Cluster314,0.0
Area of Cluster315,0.0
Area of Cluster316,0.0
Area of Cluster317,0.0
Area of Cluster318,0.0
Area of Cluster319,0.0
Area of Cluster320,0.0
Area of Cluster321,0.0
Area of Cluster322,0.0
Area of Cluster323,0.0
Area of Cluster324,0.5
Area of Cluster325,0.5
Area of Cluster326,0.5
Area of Cluster327,0.5
Area of Cluster328,0.5
Area of Cluster329,0.5
Area of Cluster330,0.5
Area of Cluster331,0.5
Area of Cluster332,0.5
Area of Cluster333,0.5
Area of Cluster334,0.5
Area of Cluster335,0.5
Area of Cluster336,0.5
Area of Cluster337,0.5
Area of Cluster338,0.5
Area of Cluster339,0.5
Area of Cluster340,0.5
Area of Cluster341,0.5
Area of Cluster342,0.5
Area of Cluster343,0.5
Area of Cluster344,0.5
Area of Cluster345,0.5
Area of Cluster346,0.5
Area of Cluster347,0.5
Area of Cluster348,0.5
Area of Cluster349,0.5
Area of Cluster350,0.5
Area of Cluster351,0.5
Area of Cluster352,0.5
Area of Cluster353,0.5
Area of Cluster354,0.5
Area of Cluster355,0.5
Area of Cluster356,0.5
Area of Cluster357,0.5
Area of Cluster358,0.5
Area of Cluster359,0.5
Area of Cluster360,0.5
Area of Cluster361,0.5
Area of Cluster362,0.5
Area of Cluster363,0.5
Area of Cluster364,0.5
Area of Cluster365,0.5
Area of Cluster366,0.5
Area of Cluster367,0.5
Area of Cluster368,0.5
Area of Cluster369,0.5
Area of Cluster370,0.5
Area of Cluster371,0.5
Area of Cluster372,1.0
Area of Cluster373,1.0
Area of Cluster374,1.0
Area of Cluster375,1.0
Area of Cluster376,1.0
Area of Cluster377,1.0
Area of Cluster378,1.0
Area of Cluster379,1.0
Area of Cluster380,1.0
Area of Cluster381,1.0
Area of Cluster382,1.0
Area of Cluster383,1.0
Area of Cluster384,1.0
Area of Cluster385,1.0
Area of Cluster386,1.0
Area of Cluster387,1.0
Area of Cluster388,1.0
Area of Cluster389,1.0
Area of Cluster390,1.0
Area of Cluster391,1.0
Area of Cluster392,1.0
Area of Cluster393,1.0
Area of Cluster394,1.0
Area of Cluster395,1.0
Area of Cluster396,1.0
Area of Cluster397,1.0
Area of Cluster398,1.0
Area of Cluster399,1.0
Area of Cluster400,1.0
Area of Cluster401,1.0
Area of Cluster402,1.0
Area of Cluster403,1.0
Area of Cluster404,1.0
Area of Cluster405,1.0
Area of Cluster406,1.0
Area of Cluster407,1.0
Area of Cluster408,1.0
Area of Cluster409,1.0
Area of Cluster410,1.0
Area of Cluster411,1.0
Area of Cluster412,1.0
Area of Cluster413,1.0
Area of Cluster414,1.0
Area of Cluster415,1.0
Area of Cluster416,1.0
Area of Cluster417,1.0
Area of Cluster418,1.0
Area of Cluster419,1.0
Area of Cluster420,1.0
Area of Cluster421,1.0
Area of Cluster422,1.0
Area of Cluster423,1.0
Area of Cluster424,1.0
Area of Cluster425,1.0
Area of Cluster426,1.0
Area of Cluster427,1.5
Area of Cluster428,1.5
Area of Cluster429,1.5
Area of Cluster430,1.5
Area of Cluster431,1.5
Area of Cluster432,1.5
Area of Cluster433,1.5
Area of Cluster434,1.5
Area of Cluster435,1.5
Area of Cluster436,1.5
Area of Cluster437,1.5
Area of Cluster438,1.5
Area of Cluster439,1.5
Area of Cluster440,1.5
Area of Cluster441,1.5
Area of Cluster442,1.5
Area of Cluster443,1.5
Area of Cluster444,1.5
Area of Cluster445,1.5
Area of Cluster446,1.5
Area of Cluster447,1.5
Area of Cluster448,1.5
Area of Cluster449,2.0
Area of Cluster450,2.0
Area of Cluster451,2.0
Area of Cluster452,2.0
Area of Cluster453,2.0
Area of Cluster454,2.0
Area of Cluster455,2.0
Area of Cluster456,2.0
Area of Cluster457,2.0
Area of Cluster458,2.0
Area of Cluster459,2.0
Area of Cluster460,2.0
Area of Cluster461,2.0
Area of Cluster462,2.0
Area of Cluster463,2.0
Area of Cluster464,2.0
Area of Cluster465,2.0
Area of Cluster466,2.0
Area of Cluster467,2.0
Area of Cluster468,2.0
Area of Cluster469,2.0
Area of Cluster470,2.0
Area of Cluster471,2.0
Area of Cluster472,2.0
Area of Cluster473,2.0
Area of Cluster474,2.0
Area of Cluster475,2.0
Area of Cluster476,2.0
Area of Cluster477,2.0
Area of Cluster478,2.0
Area of Cluster479,2.0
Area of Cluster480,2.0
Area of Cluster481,2.0
Area of Cluster482,2.0
Area of Cluster483,2.0
Area of Cluster484,2.0
Area of Cluster485,2.0
Area of Cluster486,2.0
Area of Cluster487,2.0
Area of Cluster488,2.0
Area of Cluster489,2.0
Area of Cluster490,2.0
Area of Cluster491,2.0
Area of Cluster492,2.0
Area of Cluster493,2.0
Area of Cluster494,2.0
Area of Cluster495,2.5
Area of Cluster496,2.5
Area of Cluster497,2.5
Area of Cluster498,2.5
Area of Cluster499,2.5
Area of Cluster500,2.5
Area of Cluster501,2.5
Area of Cluster502,2.5
Area of Cluster503,2.5
Area of Cluster504,2.5
Area of Cluster505,2.5
Area of Cluster506,2.5
Area of Cluster507,2.5
Area of Cluster508,2.5
Area of Cluster509,2.5
Area of Cluster510,2.5
Area of Cluster511,2.5
Area of Cluster512,3.0
Area of Cluster513,3.0
Area of Cluster514,3.0
Area of Cluster515,3.0
Area of Cluster516,3.0
Area of Cluster517,3.0
Area of Cluster518,3.0
Area of Cluster519,3.0
Area of Cluster520,3.0
Area of Cluster521,3.0
Area of Cluster522,3.0
Area of Cluster523,3.0
Area of Cluster524,3.0
Area of Cluster525,3.0
Area of Cluster526,3.0
Area of Cluster527,3.0
Area of Cluster528,3.0
Area of Cluster529,3.0
Area of Cluster530,3.0
Area of Cluster531,3.0
Area of Cluster532,3.5
Area of Cluster533,3.5
Area of Cluster534,3.5
Area of Cluster535,3.5
Area of Cluster536,3.5
Area of Cluster537,3.5
Area of Cluster538,3.5
Area of Cluster539,3.5
Area of Cluster540,3.5
Area of Cluster541,3.5
Area of Cluster542,3.5
Area of Cluster543,3.5
Area of Cluster544,3.5
Area of Cluster545,3.5
Area of Cluster546,3.5
Area of Cluster547,3.5
Area of Cluster548,3.5
Area of Cluster549,3.5
Area of Cluster550,4.0
Area of Cluster551,4.0
Area of Cluster552,4.0
Area of Cluster553,4.0
Area of Cluster554,4.0
Area of Cluster555,4.0
Area of Cluster556,4.0
Area of Cluster557,4.0
Area of Cluster558,4.0
Area of Cluster559,4.0
Area of Cluster560,4.0
Area of Cluster561,4.0
Area of Cluster562,4.0
Area of Cluster563,4.5
Area of Cluster564,4.5
Area of Cluster565,4.5
Area of Cluster566,4.5
Area of Cluster567,4.5
Area of Cluster568,4.5
Area of Cluster569,4.5
Area of Cluster570,4.5
Area of Cluster571,4.5
Area of Cluster572,4.5
Area of Cluster573,4.5
Area of Cluster574,4.5
Area of Cluster575,4.5
Area of Cluster576,4.5
Area of Cluster577,4.5
Area of Cluster578,4.5
Area of Cluster579,4.5
Area of Cluster580,4.5
Area of Cluster581,4.5
Area of Cluster582,4.5
Area of Cluster583,5.0
Area of Cluster584,5.0
Area of Cluster585,5.0
Area of Cluster586,5.0
Area of Cluster587,5.0
Area of Cluster588,5.0
Area of Cluster589,5.0
Area of Cluster590,5.0
Area of Cluster591,5.0
Area of Cluster592,5.0
Area of Cluster593,5.0
Area of Cluster594,5.0
Area of Cluster595,5.5
Area of Cluster596,5.5
Area of Cluster597,5.5
Area of Cluster598,5.5
Area of Cluster599,5.5
Area of Cluster600,5.5
Area of Cluster601,5.5
Area of Cluster602,5.5
Area of Cluster603,5.5
Area of Cluster604,5.5
Area of Cluster605,5.5
Area of Cluster606,5.5
Area of Cluster607,5.5
Area of Cluster608,5.5
Area of Cluster609,5.5
Area of Cluster610,6.0
Area of Cluster611,6.0
Area of Cluster612,6.0
Area of Cluster613,6.0
Area of Cluster614,6.0
Area of Cluster615,6.0
Area of Cluster616,6.0
Area of Cluster617,6.0
Area of Cluster618,6.0
Area of Cluster619,6.0
Area of Cluster620,6.0
Area of Cluster621,6.0
Area of Cluster622,6.0
Area of Cluster623,6.0
Area of Cluster624,6.0
Area of Cluster625,6.0
Area of Cluster626,6.0
Area of Cluster627,6.0
Area of Cluster628,6.0
Area of Cluster629,6.0
Area of Cluster630,6.5
Area of Cluster631,6.5
Area of Cluster632,6.5
Area of Cluster633,6.5
Area of Cluster634,6.5
Area of Cluster635,7.0
Area of Cluster636,7.0
Area of Cluster637,7.0
Area of Cluster638,7.0
Area of Cluster639,7.0
Area of Cluster640,7.0
Area of Cluster641,7.0
Area of Cluster642,7.0
Area of Cluster643,7.0
Area of Cluster644,7.0
Area of Cluster645,7.5
Area of Cluster646,7.5
Area of Cluster647,7.5
Area of Cluster648,7.5
Area of Cluster649,7.5
Area of Cluster650,7.5
Area of Cluster651,7.5
Area of Cluster652,8.0
Area of Cluster653,8.0
Area of Cluster654,8.0
Area of Cluster655,8.0
Area of Cluster656,8.0
Area of Cluster657,8.0
Area of Cluster658,8.0
Area of Cluster659,8.0
Area of Cluster660,8.0
Area of Cluster661,8.5
Area of Cluster662,8.5
Area of Cluster663,8.5
Area of Cluster664,8.5
Area of Cluster665,8.5
Area of Cluster666,8.5
Area of Cluster667,9.0
Area of Cluster668,9.0
Area of Cluster669,9.0
Area of Cluster670,9.0
Area of Cluster671,9.0
Area of Cluster672,9.0
Area of Cluster673,9.0
Area of Cluster674,9.0
Area of Cluster675,9.0
Area of Cluster676,9.5
Area of Cluster677,9.5
Area of Cluster678,9.5
Area of Cluster679,9.5
Area of Cluster680,9.5
Area of Cluster681,10.0
Area of Cluster682,10.0
Area of Cluster683,10.0
Area of Cluster684,10.0
Area of Cluster685,10.0
Area of Cluster686,10.0
Area of Cluster687,10.0
Area of Cluster688,10.5
Area of Cluster689,10.5
Area of Cluster690,10.5
Area of Cluster691,10.5
Area of Cluster692,10.5
Area of Cluster693,10.5
Area of Cluster694,10.5
Area of Cluster695,11.0
Area of Cluster696,11.0
Area of Cluster697,11.0
Area of Cluster698,11.0
Area of Cluster699,11.0
Area of Cluster700,11.5
Area of Cluster701,11.5
Area of Cluster702,11.5
Area of Cluster703,11.5
Area of Cluster704,11.5
Area of Cluster705,11.5
Area of Cluster706,12.0
Area of Cluster707,12.0
Area of Cluster708,12.0
Area of Cluster709,12.0
Area of Cluster710,12.0
Area of Cluster711,12.0
Area of Cluster712,12.5
Area of Cluster713,12.5
Area of Cluster714,12.5
Area of Cluster715,12.5
Area of Cluster716,13.0
Area of Cluster717,13.0
Area of Cluster718,13.0
Area of Cluster719,13.0
Area of Cluster720,13.0
Area of Cluster721,13.0
Area of Cluster722,13.0
Area of Cluster723,13.0
Area of Cluster724,13.0
Area of Cluster725,13.0
Area of Cluster726,13.0
Area of Cluster727,13.5
Area of Cluster728,13.5
Area of Cluster729,13.5
Area of Cluster730,14.0
Area of Cluster731,14.0
Area of Cluster732,14.0
Area of Cluster733,14.0
Area of Cluster734,14.0
Area of Cluster735,14.0
Area of Cluster736,14.0
Area of Cluster737,14.5
Area of Cluster738,14.5
Area of Cluster739,14.5
Area of Cluster740,14.5
Area of Cluster741,14.5
Area of Cluster742,14.5
Area of Cluster743,14.5
Area of Cluster744,15.0
Area of Cluster745,15.0
Area of Cluster746,15.0
Area of Cluster747,15.0
Area of Cluster748,15.0
Area of Cluster749,15.0
Area of Cluster750,15.0
Area of Cluster751,15.0
Area of Cluster752,15.0
Area of Cluster753,15.5
Area of Cluster754,15.5
Area of Cluster755,15.5
Area of Cluster756,15.5
Area of Cluster757,16.0
Area of Cluster758,16.0
Area of Cluster759,16.0
Area of Cluster760,16.0
Area of Cluster761,16.0
Area of Cluster762,16.0
Area of Cluster763,16.0
Area of Cluster764,16.0
Area of Cluster765,16.0
Area of Cluster766,16.0
Area of Cluster767,16.0
Area of Cluster768,16.0
Area of Cluster769,16.0
Area of Cluster770,16.0
Area of Cluster771,16.0
Area of Cluster772,16.5
Area of Cluster773,16.5
Area of Cluster774,16.5
Area of Cluster775,16.5
Area of Cluster776,16.5
Area of Cluster777,16.5
Area of Cluster778,16.5
Area of Cluster779,16.5
Area of Cluster780,17.0
Area of Cluster781,17.0
Area of Cluster782,17.0
Area of Cluster783,17.0
Area of Cluster784,17.0
Area of Cluster785,17.5
Area of Cluster786,17.5
Area of Cluster787,17.5
Area of Cluster788,17.5
Area of Cluster789,17.5
Area of Cluster790,17.5
Area of Cluster791,17.5
Area of Cluster792,18.0
Area of Cluster793,18.0
Area of Cluster794,18.0
Area of Cluster795,18.0
Area of Cluster796,18.0
Area of Cluster797,18.0
Area of Cluster798,18.5
Area of Cluster799,18.5
Area of Cluster800,18.5
Area of Cluster801,19.0
Area of Cluster802,19.0
Area of Cluster803,19.0
Area of Cluster804,19.0
Area of Cluster805,19.0
Area of Cluster806,19.0
Area of Cluster807,19.5
Area of Cluster808,19.5
Area of Cluster809,19.5
Area of Cluster810,19.5
Area of Cluster811,20.0
Area of Cluster812,20.0
Area of Cluster813,20.0
Area of Cluster814,20.0
Area of Cluster815,20.0
Area of Cluster816,20.0
Area of Cluster817,20.5
Area of Cluster818,20.5
Area of Cluster819,20.5
Area of Cluster820,21.0
Area of Cluster821,21.0
Area of Cluster822,21.0
Area of Cluster823,21.0
Area of Cluster824,21.0
Area of Cluster825,21.0
Area of Cluster826,21.0
Area of Cluster827,21.0
Area of Cluster828,21.0
Area of Cluster829,21.5
Area of Cluster830,22.0
Area of Cluster831,22.0
Area of Cluster832,22.0
Area of Cluster833,22.0
Area of Cluster834,22.0
Area of Cluster835,22.0
Area of Cluster836,22.0
Area of Cluster837,22.5
Area of Cluster838,22.5
Area of Cluster839,22.5
Area of Cluster840,23.0
Area of Cluster841,23.0
Area of Cluster842,23.0
Area of Cluster843,23.0
Area of Cluster844,23.0
Area of Cluster845,23.5
Area of Cluster846,23.5
Area of Cluster847,23.5
Area of Cluster848,23.5
Area of Cluster849,23.5
Area of Cluster850,23.5
Area of Cluster851,23.5
Area of Cluster852,24.0
Area of Cluster853,24.5
Area of Cluster854,24.5
Area of Cluster855,25.0
Area of Cluster856,25.5
Area of Cluster857,25.5
Area of Cluster858,25.5
Area of Cluster859,25.5
Area of Cluster860,25.5
Area of Cluster861,26.0
Area of Cluster862,26.0
Area of Cluster863,26.0
Area of Cluster864,26.0
Area of Cluster865,26.5
Area of Cluster866,26.5
Area of Cluster867,26.5
Area of Cluster868,26.5
Area of Cluster869,27.0
Area of Cluster870,27.0
Area of Cluster871,27.0
Area of Cluster872,27.5
Area of Cluster873,27.5
Area of Cluster874,27.5
Area of Cluster875,27.5
Area of Cluster876,27.5
Area of Cluster877,27.5
Area of Cluster878,27.5
Area of Cluster879,27.5
Area of Cluster880,28.0
Area of Cluster881,28.0
Area of Cluster882,28.5
Area of Cluster883,28.5
Area of Cluster884,28.5
Area of Cluster885,29.0
Area of Cluster886,29.0
Area of Cluster887,29.0
Area of Cluster888,29.0
Area of Cluster889,29.5
Area of Cluster890,29.5
Area of Cluster891,29.5
Area of Cluster892,29.5
Area of Cluster893,29.5
Area of Cluster894,30.0
Area of Cluster895,30.0
Area of Cluster896,30.0
Area of Cluster897,30.5
Area of Cluster898,30.5
Area of Cluster899,30.5
Area of Cluster900,31.0
Area of Cluster901,31.0
Area of Cluster902,31.0
Area of Cluster903,31.0
Area of Cluster904,31.5
Area of Cluster905,31.5
Area of Cluster906,31.5
Area of Cluster907,32.0
Area of Cluster908,32.0
Area of Cluster909,32.0
Area of Cluster910,32.5
Area of Cluster911,32.5
Area of Cluster912,32.5
Area of Cluster913,32.5
Area of Cluster914,33.0
Area of Cluster915,33.0
Area of Cluster916,33.0
Area of Cluster917,33.0
Area of Cluster918,33.0
Area of Cluster919,33.5
Area of Cluster920,33.5
Area of Cluster921,34.0
Area of Cluster922,34.0
Area of Cluster923,34.0
Area of Cluster924,34.0
Area of Cluster925,34.0
Area of Cluster926,34.0
Area of Cluster927,35.0
Area of Cluster928,35.0
Area of Cluster929,35.5
Area of Cluster930,35.5
Area of Cluster931,35.5
Area of Cluster932,35.5
Area of Cluster933,36.0
Area of Cluster934,36.5
Area of Cluster935,37.0
Area of Cluster936,37.5
Area of Cluster937,37.5
Area of Cluster938,37.5
Area of Cluster939,37.5
Area of Cluster940,37.5
Area of Cluster941,38.0
Area of Cluster942,38.0
Area of Cluster943,38.5
Area of Cluster944,39.0
Area of Cluster945,39.0
Area of Cluster946,39.0
Area of Cluster947,39.5
Area of Cluster948,39.5
Area of Cluster949,40.0
Area of Cluster950,40.0
Area of Cluster951,40.0
Area of Cluster952,40.0
Area of Cluster953,40.0
Area of Cluster954,40.0
Area of Cluster955,40.5
Area of Cluster956,40.5
Area of Cluster957,40.5
Area of Cluster958,40.5
Area of Cluster959,41.0
Area of Cluster960,41.0
Area of Cluster961,41.0
Area of Cluster962,42.5
Area of Cluster963,42.5
Area of Cluster964,43.0
Area of Cluster965,43.0
Area of Cluster966,43.5
Area of Cluster967,43.5
Area of Cluster968,44.0
Area of Cluster969,44.0
Area of Cluster970,44.0
Area of Cluster971,44.5
Area of Cluster972,45.0
Area of Cluster973,45.0
Area of Cluster974,45.0
Area of Cluster975,45.0
Area of Cluster976,45.0
Area of Cluster977,46.0
Area of Cluster978,46.0
Area of Cluster979,46.5
Area of Cluster980,46.5
Area of Cluster981,47.5
Area of Cluster982,47.5
Area of Cluster983,47.5
Area of Cluster984,48.0
Area of Cluster985,48.0
Area of Cluster986,48.0
Area of Cluster987,48.5
Area of Cluster988,49.0
Area of Cluster989,49.0
Area of Cluster990,49.0
Area of Cluster991,49.5
Area of Cluster992,49.5
Area of Cluster993,49.5
Area of Cluster994,50.0
Area of Cluster995,50.5
Area of Cluster996,51.0
Area of Cluster997,51.5
Area of Cluster998,51.5
Area of Cluster999,52.0
Area of Cluster1000,52.5
Area of Cluster1001,52.5
Area of Cluster1002,52.5
Area of Cluster1003,53.0
Area of Cluster1004,53.5
Area of Cluster1005,54.0
Area of Cluster1006,54.0
Area of Cluster1007,54.5
Area of Cluster1008,54.5
Area of Cluster1009,54.5
Area of Cluster1010,55.0
Area of Cluster1011,55.5
Area of Cluster1012,55.5
Area of Cluster1013,55.5
Area of Cluster1014,56.0
Area of Cluster1015,56.0
Area of Cluster1016,56.0
Area of Cluster1017,56.5
Area of Cluster1018,57.5
Area of Cluster1019,57.5
Area of Cluster1020,58.0
Area of Cluster1021,58.5
Area of Cluster1022,58.5
Area of Cluster1023,59.0
Area of Cluster1024,59.0
Area of Cluster1025,59.5
Area of Cluster1026,59.5
Area of Cluster1027,61.0
Area of Cluster1028,61.0
Area of Cluster1029,61.0
Area of Cluster1030,61.0
Area of Cluster1031,61.0
Area of Cluster1032,61.5
Area of Cluster1033,62.0
Area of Cluster1034,62.0
Area of Cluster1035,62.5
Area of Cluster1036,63.0
Area of Cluster1037,63.5
Area of Cluster1038,63.5
Area of Cluster1039,63.5
Area of Cluster1040,64.0
Area of Cluster1041,65.0
Area of Cluster1042,65.0
Area of Cluster1043,65.5
Area of Cluster1044,65.5
Area of Cluster1045,65.5
Area of Cluster1046,66.0
Area of Cluster1047,67.0
Area of Cluster1048,67.0
Area of Cluster1049,68.0
Area of Cluster1050,69.0
Area of Cluster1051,69.0
Area of Cluster1052,69.5
Area of Cluster1053,69.5
Area of Cluster1054,69.5
Area of Cluster1055,70.0
Area of Cluster1056,70.5
Area of Cluster1057,70.5
Area of Cluster1058,70.5
Area of Cluster1059,71.0
Area of Cluster1060,71.5
Area of Cluster1061,71.5
Area of Cluster1062,73.0
Area of Cluster1063,73.0
Area of Cluster1064,73.0
Area of Cluster1065,73.5
Area of Cluster1066,73.5
Area of Cluster1067,74.0
Area of Cluster1068,74.0
