exp15_15_1,Number of Total Clusters
Area of Cluster185,1.0
Area of Cluster186,1.0
Area of Cluster187,1.0
Area of Cluster188,1.0
Area of Cluster189,1.0
Area of Cluster190,1.0
Area of Cluster191,1.0
Area of Cluster192,1.0
Area of Cluster193,1.0
Area of Cluster194,1.0
Area of Cluster195,1.0
Area of Cluster196,1.0
Area of Cluster197,1.0
Area of Cluster198,1.0
Area of Cluster199,1.0
Area of Cluster200,1.0
Area of Cluster201,1.0
Area of Cluster202,1.0
Area of Cluster203,1.0
Area of Cluster204,1.0
Area of Cluster205,1.0
Area of Cluster206,1.0
Area of Cluster207,1.0
Area of Cluster208,1.0
Area of Cluster209,1.0
Area of Cluster210,1.0
Area of Cluster211,1.0
Area of Cluster212,1.0
Area of Cluster213,1.0
Area of Cluster214,1.0
Area of Cluster215,1.0
Area of Cluster216,1.0
Area of Cluster217,1.0
Area of Cluster218,1.0
Area of Cluster219,1.0
Area of Cluster220,1.0
Area of Cluster221,1.0
Area of Cluster222,1.0
Area of Cluster223,1.5
Area of Cluster224,1.5
Area of Cluster225,1.5
Area of Cluster226,1.5
Area of Cluster227,1.5
Area of Cluster228,1.5
Area of Cluster229,1.5
Area of Cluster230,1.5
Area of Cluster231,1.5
Area of Cluster232,1.5
Area of Cluster233,1.5
Area of Cluster234,1.5
Area of Cluster235,1.5
Area of Cluster236,1.5
Area of Cluster237,1.5
Area of Cluster238,1.5
Area of Cluster239,1.5
Area of Cluster240,1.5
Area of Cluster241,1.5
Area of Cluster242,1.5
Area of Cluster243,1.5
Area of Cluster244,1.5
Area of Cluster245,1.5
Area of Cluster246,1.5
Area of Cluster247,1.5
Area of Cluster248,1.5
Area of Cluster249,1.5
Area of Cluster250,1.5
Area of Cluster251,1.5
Area of Cluster252,1.5
Area of Cluster253,2.0
Area of Cluster254,2.0
Area of Cluster255,2.0
Area of Cluster256,2.0
Area of Cluster257,2.0
Area of Cluster258,2.0
Area of Cluster259,2.0
Area of Cluster260,2.0
Area of Cluster261,2.0
Area of Cluster262,2.0
Area of Cluster263,2.0
Area of Cluster264,2.0
Area of Cluster265,2.0
Area of Cluster266,2.0
Area of Cluster267,2.0
Area of Cluster268,2.0
Area of Cluster269,2.0
Area of Cluster270,2.0
Area of Cluster271,2.0
Area of Cluster272,2.0
Area of Cluster273,2.0
Area of Cluster274,2.0
Area of Cluster275,2.0
Area of Cluster276,2.0
Area of Cluster277,2.0
Area of Cluster278,2.0
Area of Cluster279,2.0
Area of Cluster280,2.0
Area of Cluster281,2.0
Area of Cluster282,2.0
Area of Cluster283,2.0
Area of Cluster284,2.0
Area of Cluster285,2.0
Area of Cluster286,2.0
Area of Cluster287,2.0
Area of Cluster288,2.0
Area of Cluster289,2.0
Area of Cluster290,2.0
Area of Cluster291,2.0
Area of Cluster292,2.0
Area of Cluster293,2.0
Area of Cluster294,2.0
Area of Cluster295,2.0
Area of Cluster296,2.0
Area of Cluster297,2.0
Area of Cluster298,2.0
Area of Cluster299,2.0
Area of Cluster300,2.0
Area of Cluster301,2.5
Area of Cluster302,2.5
Area of Cluster303,2.5
Area of Cluster304,2.5
Area of Cluster305,2.5
Area of Cluster306,2.5
Area of Cluster307,2.5
Area of Cluster308,2.5
Area of Cluster309,2.5
Area of Cluster310,2.5
Area of Cluster311,2.5
Area of Cluster312,2.5
Area of Cluster313,2.5
Area of Cluster314,2.5
Area of Cluster315,2.5
Area of Cluster316,3.0
Area of Cluster317,3.0
Area of Cluster318,3.0
Area of Cluster319,3.0
Area of Cluster320,3.0
Area of Cluster321,3.0
Area of Cluster322,3.0
Area of Cluster323,3.0
Area of Cluster324,3.0
Area of Cluster325,3.0
Area of Cluster326,3.0
Area of Cluster327,3.0
Area of Cluster328,3.0
Area of Cluster329,3.5
Area of Cluster330,3.5
Area of Cluster331,3.5
Area of Cluster332,3.5
Area of Cluster333,3.5
Area of Cluster334,3.5
Area of Cluster335,3.5
Area of Cluster336,3.5
Area of Cluster337,3.5
Area of Cluster338,3.5
Area of Cluster339,3.5
Area of Cluster340,3.5
Area of Cluster341,3.5
Area of Cluster342,3.5
Area of Cluster343,3.5
Area of Cluster344,4.0
Area of Cluster345,4.0
Area of Cluster346,4.0
Area of Cluster347,4.0
Area of Cluster348,4.0
Area of Cluster349,4.0
Area of Cluster350,4.0
Area of Cluster351,4.0
Area of Cluster352,4.0
Area of Cluster353,4.0
Area of Cluster354,4.0
Area of Cluster355,4.0
Area of Cluster356,4.0
Area of Cluster357,4.0
Area of Cluster358,4.0
Area of Cluster359,4.0
Area of Cluster360,4.0
Area of Cluster361,4.0
Area of Cluster362,4.5
Area of Cluster363,4.5
Area of Cluster364,4.5
Area of Cluster365,4.5
Area of Cluster366,4.5
Area of Cluster367,4.5
Area of Cluster368,4.5
Area of Cluster369,4.5
Area of Cluster370,4.5
Area of Cluster371,4.5
Area of Cluster372,4.5
Area of Cluster373,5.0
Area of Cluster374,5.0
Area of Cluster375,5.0
Area of Cluster376,5.0
Area of Cluster377,5.0
Area of Cluster378,5.0
Area of Cluster379,5.0
Area of Cluster380,5.0
Area of Cluster381,5.0
Area of Cluster382,5.0
Area of Cluster383,5.0
Area of Cluster384,5.0
Area of Cluster385,5.5
Area of Cluster386,5.5
Area of Cluster387,5.5
Area of Cluster388,5.5
Area of Cluster389,5.5
Area of Cluster390,5.5
Area of Cluster391,5.5
Area of Cluster392,5.5
Area of Cluster393,5.5
Area of Cluster394,5.5
Area of Cluster395,5.5
Area of Cluster396,5.5
Area of Cluster397,5.5
Area of Cluster398,5.5
Area of Cluster399,5.5
Area of Cluster400,5.5
Area of Cluster401,6.0
Area of Cluster402,6.0
Area of Cluster403,6.0
Area of Cluster404,6.0
Area of Cluster405,6.0
Area of Cluster406,6.0
Area of Cluster407,6.0
Area of Cluster408,6.0
Area of Cluster409,6.5
Area of Cluster410,6.5
Area of Cluster411,6.5
Area of Cluster412,6.5
Area of Cluster413,6.5
Area of Cluster414,6.5
Area of Cluster415,6.5
Area of Cluster416,6.5
Area of Cluster417,6.5
Area of Cluster418,6.5
Area of Cluster419,6.5
Area of Cluster420,6.5
Area of Cluster421,6.5
Area of Cluster422,7.0
Area of Cluster423,7.0
Area of Cluster424,7.0
Area of Cluster425,7.0
Area of Cluster426,7.0
Area of Cluster427,7.0
Area of Cluster428,7.0
Area of Cluster429,7.0
Area of Cluster430,7.0
Area of Cluster431,7.0
Area of Cluster432,7.0
Area of Cluster433,7.0
Area of Cluster434,7.0
Area of Cluster435,7.0
Area of Cluster436,7.0
Area of Cluster437,7.0
Area of Cluster438,7.5
Area of Cluster439,7.5
Area of Cluster440,7.5
Area of Cluster441,7.5
Area of Cluster442,7.5
Area of Cluster443,8.0
Area of Cluster444,8.0
Area of Cluster445,8.0
Area of Cluster446,8.0
Area of Cluster447,8.0
Area of Cluster448,8.0
Area of Cluster449,8.0
Area of Cluster450,8.0
Area of Cluster451,8.0
Area of Cluster452,8.0
Area of Cluster453,8.0
Area of Cluster454,8.5
Area of Cluster455,8.5
Area of Cluster456,8.5
Area of Cluster457,8.5
Area of Cluster458,8.5
Area of Cluster459,8.5
Area of Cluster460,9.0
Area of Cluster461,9.0
Area of Cluster462,9.0
Area of Cluster463,9.0
Area of Cluster464,9.0
Area of Cluster465,9.0
Area of Cluster466,9.0
Area of Cluster467,9.0
Area of Cluster468,9.5
Area of Cluster469,9.5
Area of Cluster470,9.5
Area of Cluster471,10.0
Area of Cluster472,10.0
Area of Cluster473,10.0
Area of Cluster474,10.0
Area of Cluster475,10.0
Area of Cluster476,10.0
Area of Cluster477,10.0
Area of Cluster478,10.0
Area of Cluster479,10.0
Area of Cluster480,10.0
Area of Cluster481,10.5
Area of Cluster482,10.5
Area of Cluster483,10.5
Area of Cluster484,10.5
Area of Cluster485,10.5
Area of Cluster486,10.5
Area of Cluster487,10.5
Area of Cluster488,11.0
Area of Cluster489,11.0
Area of Cluster490,11.0
Area of Cluster491,11.0
Area of Cluster492,11.0
Area of Cluster493,11.0
Area of Cluster494,11.0
Area of Cluster495,11.0
Area of Cluster496,11.0
Area of Cluster497,11.0
Area of Cluster498,11.0
Area of Cluster499,11.0
Area of Cluster500,11.5
Area of Cluster501,11.5
Area of Cluster502,11.5
Area of Cluster503,11.5
Area of Cluster504,11.5
Area of Cluster505,12.0
Area of Cluster506,12.0
Area of Cluster507,12.0
Area of Cluster508,12.0
Area of Cluster509,12.0
Area of Cluster510,12.0
Area of Cluster511,12.5
Area of Cluster512,12.5
Area of Cluster513,12.5
Area of Cluster514,12.5
Area of Cluster515,12.5
Area of Cluster516,12.5
Area of Cluster517,12.5
Area of Cluster518,13.0
Area of Cluster519,13.0
Area of Cluster520,13.0
Area of Cluster521,13.5
Area of Cluster522,13.5
Area of Cluster523,13.5
Area of Cluster524,13.5
Area of Cluster525,13.5
Area of Cluster526,13.5
Area of Cluster527,14.0
Area of Cluster528,14.0
Area of Cluster529,14.0
Area of Cluster530,14.0
Area of Cluster531,14.0
Area of Cluster532,14.0
Area of Cluster533,14.0
Area of Cluster534,14.5
Area of Cluster535,14.5
Area of Cluster536,14.5
Area of Cluster537,14.5
Area of Cluster538,14.5
Area of Cluster539,15.0
Area of Cluster540,15.0
Area of Cluster541,15.0
Area of Cluster542,15.0
Area of Cluster543,15.0
Area of Cluster544,15.0
Area of Cluster545,15.0
Area of Cluster546,15.5
Area of Cluster547,15.5
Area of Cluster548,15.5
Area of Cluster549,16.0
Area of Cluster550,16.0
Area of Cluster551,16.0
Area of Cluster552,16.0
Area of Cluster553,16.0
Area of Cluster554,16.0
Area of Cluster555,16.0
Area of Cluster556,16.5
Area of Cluster557,16.5
Area of Cluster558,16.5
Area of Cluster559,17.0
Area of Cluster560,17.0
Area of Cluster561,17.0
Area of Cluster562,17.0
Area of Cluster563,17.5
Area of Cluster564,17.5
Area of Cluster565,17.5
Area of Cluster566,18.0
Area of Cluster567,18.0
Area of Cluster568,18.0
Area of Cluster569,18.0
Area of Cluster570,18.5
Area of Cluster571,18.5
Area of Cluster572,18.5
Area of Cluster573,19.0
Area of Cluster574,19.0
Area of Cluster575,19.5
Area of Cluster576,19.5
Area of Cluster577,19.5
Area of Cluster578,19.5
Area of Cluster579,20.0
Area of Cluster580,20.0
Area of Cluster581,20.5
Area of Cluster582,20.5
Area of Cluster583,20.5
Area of Cluster584,20.5
Area of Cluster585,20.5
Area of Cluster586,21.0
Area of Cluster587,21.5
Area of Cluster588,21.5
Area of Cluster589,21.5
Area of Cluster590,21.5
Area of Cluster591,22.0
Area of Cluster592,22.0
Area of Cluster593,22.0
Area of Cluster594,22.0
Area of Cluster595,22.5
Area of Cluster596,22.5
Area of Cluster597,23.0
Area of Cluster598,23.0
Area of Cluster599,23.0
Area of Cluster600,23.0
Area of Cluster601,23.0
Area of Cluster602,23.0
Area of Cluster603,23.5
Area of Cluster604,24.0
Area of Cluster605,24.0
Area of Cluster606,24.0
Area of Cluster607,24.0
Area of Cluster608,24.0
Area of Cluster609,24.5
Area of Cluster610,25.0
Area of Cluster611,25.0
Area of Cluster612,25.0
Area of Cluster613,25.0
Area of Cluster614,25.0
Area of Cluster615,25.0
Area of Cluster616,25.5
Area of Cluster617,25.5
Area of Cluster618,25.5
Area of Cluster619,25.5
Area of Cluster620,25.5
Area of Cluster621,26.0
Area of Cluster622,26.0
Area of Cluster623,26.0
Area of Cluster624,26.5
Area of Cluster625,26.5
Area of Cluster626,26.5
Area of Cluster627,26.5
Area of Cluster628,26.5
Area of Cluster629,27.0
Area of Cluster630,27.0
Area of Cluster631,27.0
Area of Cluster632,27.5
Area of Cluster633,27.5
Area of Cluster634,27.5
Area of Cluster635,27.5
Area of Cluster636,27.5
Area of Cluster637,27.5
Area of Cluster638,28.0
Area of Cluster639,28.0
Area of Cluster640,28.0
Area of Cluster641,28.0
Area of Cluster642,28.5
Area of Cluster643,28.5
Area of Cluster644,28.5
Area of Cluster645,29.0
Area of Cluster646,29.0
Area of Cluster647,29.5
Area of Cluster648,29.5
Area of Cluster649,30.0
Area of Cluster650,30.5
Area of Cluster651,30.5
Area of Cluster652,30.5
Area of Cluster653,31.0
Area of Cluster654,31.0
Area of Cluster655,31.0
Area of Cluster656,31.0
Area of Cluster657,31.5
Area of Cluster658,31.5
Area of Cluster659,31.5
Area of Cluster660,32.0
Area of Cluster661,32.0
Area of Cluster662,32.5
Area of Cluster663,32.5
Area of Cluster664,32.5
Area of Cluster665,32.5
Area of Cluster666,33.0
Area of Cluster667,33.5
Area of Cluster668,33.5
Area of Cluster669,33.5
Area of Cluster670,34.0
Area of Cluster671,34.5
Area of Cluster672,34.5
Area of Cluster673,34.5
Area of Cluster674,35.0
Area of Cluster675,35.0
Area of Cluster676,35.0
Area of Cluster677,36.0
Area of Cluster678,36.0
Area of Cluster679,36.0
Area of Cluster680,36.0
Area of Cluster681,36.0
Area of Cluster682,36.5
Area of Cluster683,37.5
Area of Cluster684,38.0
Area of Cluster685,39.5
Area of Cluster686,39.5
Area of Cluster687,40.0
Area of Cluster688,40.5
Area of Cluster689,40.5
Area of Cluster690,41.0
Area of Cluster691,41.0
Area of Cluster692,42.0
Area of Cluster693,42.0
Area of Cluster694,42.0
Area of Cluster695,42.0
Area of Cluster696,42.0
Area of Cluster697,42.5
Area of Cluster698,44.0
Area of Cluster699,45.0
Area of Cluster700,45.0
Area of Cluster701,45.0
Area of Cluster702,45.0
Area of Cluster703,45.0
Area of Cluster704,46.0
Area of Cluster705,46.5
Area of Cluster706,46.5
Area of Cluster707,47.0
Area of Cluster708,47.0
Area of Cluster709,48.0
Area of Cluster710,48.0
Area of Cluster711,48.5
Area of Cluster712,49.0
Area of Cluster713,49.0
Area of Cluster714,49.5
Area of Cluster715,49.5
Area of Cluster716,49.5
Area of Cluster717,50.0
Area of Cluster718,50.5
Area of Cluster719,50.5
Area of Cluster720,51.0
Area of Cluster721,52.0
Area of Cluster722,52.5
Area of Cluster723,52.5
Area of Cluster724,53.0
Area of Cluster725,53.0
Area of Cluster726,53.0
Area of Cluster727,54.0
Area of Cluster728,54.0
Area of Cluster729,54.0
Area of Cluster730,54.0
Area of Cluster731,54.5
Area of Cluster732,54.5
Area of Cluster733,55.0
Area of Cluster734,56.0
Area of Cluster735,56.5
Area of Cluster736,56.5
Area of Cluster737,57.0
Area of Cluster738,57.5
Area of Cluster739,58.5
Area of Cluster740,59.5
Area of Cluster741,59.5
Area of Cluster742,60.0
Area of Cluster743,60.0
Area of Cluster744,60.5
Area of Cluster745,61.0
Area of Cluster746,61.0
Area of Cluster747,62.0
Area of Cluster748,63.5
Area of Cluster749,64.0
Area of Cluster750,64.5
Area of Cluster751,64.5
Area of Cluster752,65.0
Area of Cluster753,65.0
Area of Cluster754,66.0
Area of Cluster755,66.5
Area of Cluster756,66.5
Area of Cluster757,69.0
Area of Cluster758,69.5
Area of Cluster759,69.5
Area of Cluster760,70.0
Area of Cluster761,71.5
Area of Cluster762,72.0
Area of Cluster763,72.5
Area of Cluster764,72.5
Area of Cluster765,72.5
Area of Cluster766,73.0
Area of Cluster767,75.0
Area of Cluster768,76.0
Area of Cluster769,77.0
Area of Cluster770,77.5
Area of Cluster771,80.5
Area of Cluster772,81.0
Area of Cluster773,81.0
Area of Cluster774,82.5
Area of Cluster775,82.5
Area of Cluster776,83.5
Area of Cluster777,84.0
Area of Cluster778,84.5
Area of Cluster779,84.5
Area of Cluster780,85.0
Area of Cluster781,86.5
Area of Cluster782,86.5
Area of Cluster783,87.0
Area of Cluster784,87.0
Area of Cluster785,87.5
Area of Cluster786,88.0
Area of Cluster787,88.5
Area of Cluster788,89.0
Area of Cluster789,90.0
Area of Cluster790,90.5
Area of Cluster791,91.0
Area of Cluster792,91.0
Area of Cluster793,92.5
Area of Cluster794,93.0
Area of Cluster795,94.5
Area of Cluster796,94.5
Area of Cluster797,95.5
Area of Cluster798,95.5
Area of Cluster799,97.0
Area of Cluster800,97.0
Area of Cluster801,97.5
Area of Cluster802,98.5
Area of Cluster803,99.0
Area of Cluster804,99.5
Area of Cluster805,99.5
Area of Cluster806,99.5
Area of Cluster807,100.0
Area of Cluster808,100.5
Area of Cluster809,100.5
Area of Cluster810,101.0
Area of Cluster811,102.5
Area of Cluster812,103.0
Area of Cluster813,104.0
Area of Cluster814,104.5
Area of Cluster815,107.0
Area of Cluster816,107.5
Area of Cluster817,107.5
Area of Cluster818,108.0
Area of Cluster819,108.5
Area of Cluster820,109.0
Area of Cluster821,111.0
Area of Cluster822,112.0
Area of Cluster823,112.5
Area of Cluster824,112.5
Area of Cluster825,112.5
Area of Cluster826,113.0
Area of Cluster827,114.0
Area of Cluster828,114.5
Area of Cluster829,115.5
Area of Cluster830,120.0
Area of Cluster831,120.0
Area of Cluster832,123.0
Area of Cluster833,123.0
Area of Cluster834,125.5
Area of Cluster835,125.5
Area of Cluster836,126.0
Area of Cluster837,126.0
Area of Cluster838,126.5
Area of Cluster839,127.0
Area of Cluster840,129.0
Area of Cluster841,130.0
Area of Cluster842,130.5
Area of Cluster843,132.5
Area of Cluster844,135.0
Area of Cluster845,135.0
Area of Cluster846,136.0
Area of Cluster847,137.5
Area of Cluster848,137.5
Area of Cluster849,141.5
Area of Cluster850,142.5
Area of Cluster851,143.5
Area of Cluster852,145.5
Area of Cluster853,146.0
Area of Cluster854,146.5
Area of Cluster855,146.5
Area of Cluster856,147.5
Area of Cluster857,149.0
Area of Cluster858,149.0
Area of Cluster859,150.5
Area of Cluster860,150.5
Area of Cluster861,151.5
Area of Cluster862,153.5
Area of Cluster863,154.5
Area of Cluster864,155.5
Area of Cluster865,156.0
Area of Cluster866,157.5
Area of Cluster867,159.0
Area of Cluster868,159.5
Area of Cluster869,161.5
Area of Cluster870,164.5
Area of Cluster871,165.0
Area of Cluster872,168.5
Area of Cluster873,174.0
Area of Cluster874,178.0
Area of Cluster875,178.0
Area of Cluster876,178.5
Area of Cluster877,193.5
Area of Cluster878,194.0
Area of Cluster879,197.0
Area of Cluster880,197.0
Area of Cluster881,199.0
Area of Cluster882,199.5
Area of Cluster883,199.5
Area of Cluster884,210.0
Area of Cluster885,211.0
Area of Cluster886,212.5
Area of Cluster887,212.5
Area of Cluster888,213.0
Area of Cluster889,213.5
Area of Cluster890,214.5
Area of Cluster891,215.5
Area of Cluster892,226.5
Area of Cluster893,230.0
Area of Cluster894,231.0
Area of Cluster895,233.0
Area of Cluster896,235.0
Area of Cluster897,239.5
Area of Cluster898,240.0
Area of Cluster899,243.5
Area of Cluster900,244.5
Area of Cluster901,247.5
Area of Cluster902,249.0
Area of Cluster903,249.5
Area of Cluster904,251.5
Area of Cluster905,253.5
Area of Cluster906,256.5
Area of Cluster907,257.5
Area of Cluster908,258.5
Area of Cluster909,260.0
Area of Cluster910,261.5
Area of Cluster911,262.5
Area of Cluster912,265.0
Area of Cluster913,265.5
Area of Cluster914,266.5
Area of Cluster915,267.0
Area of Cluster916,277.0
Area of Cluster917,277.0
Area of Cluster918,278.0
Area of Cluster919,280.0
Area of Cluster920,286.0
Area of Cluster921,294.0
Area of Cluster922,294.0
Area of Cluster923,297.0
Area of Cluster924,299.5
Area of Cluster925,305.5
Area of Cluster926,306.0
Area of Cluster927,318.0
Area of Cluster928,318.0
Area of Cluster929,318.5
Area of Cluster930,327.0
Area of Cluster931,335.0
Area of Cluster932,339.0
Area of Cluster933,343.0
Area of Cluster934,346.5
Area of Cluster935,352.5
Area of Cluster936,361.5
Area of Cluster937,363.5
Area of Cluster938,370.5
Area of Cluster939,370.5
Area of Cluster940,373.5
Area of Cluster941,378.5
Area of Cluster942,379.0
Area of Cluster943,385.0
Area of Cluster944,385.5
Area of Cluster945,395.5
Area of Cluster946,401.0
Area of Cluster947,404.5
Area of Cluster948,414.5
Area of Cluster949,416.0
Area of Cluster950,419.0
Area of Cluster951,419.5
Area of Cluster952,420.0
Area of Cluster953,431.0
Area of Cluster954,434.5
Area of Cluster955,434.5
Area of Cluster956,436.0
Area of Cluster957,437.5
Area of Cluster958,464.5
Area of Cluster959,466.0
Area of Cluster960,470.0
Area of Cluster961,480.0
Area of Cluster962,511.5
Area of Cluster963,511.5
Area of Cluster964,522.5
Area of Cluster965,538.5
Area of Cluster966,545.0
Area of Cluster967,545.0
Area of Cluster968,555.5
Area of Cluster969,560.5
Area of Cluster970,564.0
Area of Cluster971,577.5
Area of Cluster972,601.5
Area of Cluster973,602.5
Area of Cluster974,604.5
Area of Cluster975,605.5
Area of Cluster976,616.0
Area of Cluster977,643.5
Area of Cluster978,644.0
Area of Cluster979,666.0
Area of Cluster980,676.5
Area of Cluster981,685.0
Area of Cluster982,692.0
Area of Cluster983,735.0
Area of Cluster984,737.0
Area of Cluster985,740.0
Area of Cluster986,767.5
Area of Cluster987,839.0
Area of Cluster988,904.5
Area of Cluster989,1017.0
Area of Cluster990,1027.5
Area of Cluster991,1060.0
Area of Cluster992,1295.5
Area of Cluster993,1485.0
Area of Cluster994,1633.5
Area of Cluster995,1761.5
Area of Cluster996,1926.5
Area of Cluster997,3248.0
