exp1_1_2,Number of Total Clusters
Area of Cluster116,0.0
Area of Cluster117,0.0
Area of Cluster118,0.0
Area of Cluster119,0.0
Area of Cluster120,0.0
Area of Cluster121,0.0
Area of Cluster122,0.0
Area of Cluster123,0.0
Area of Cluster124,0.0
Area of Cluster125,0.0
Area of Cluster126,0.0
Area of Cluster127,0.0
Area of Cluster128,0.0
Area of Cluster129,0.0
Area of Cluster130,0.0
Area of Cluster131,0.0
Area of Cluster132,0.0
Area of Cluster133,0.0
Area of Cluster134,0.0
Area of Cluster135,0.0
Area of Cluster136,0.0
Area of Cluster137,0.0
Area of Cluster138,0.0
Area of Cluster139,0.0
Area of Cluster140,0.0
Area of Cluster141,0.0
Area of Cluster142,0.0
Area of Cluster143,0.0
Area of Cluster144,0.0
Area of Cluster145,0.0
Area of Cluster146,0.0
Area of Cluster147,0.0
Area of Cluster148,0.0
Area of Cluster149,0.0
Area of Cluster150,0.0
Area of Cluster151,0.0
Area of Cluster152,0.0
Area of Cluster153,0.0
Area of Cluster154,0.0
Area of Cluster155,0.0
Area of Cluster156,0.0
Area of Cluster157,0.0
Area of Cluster158,0.0
Area of Cluster159,0.0
Area of Cluster160,0.0
Area of Cluster161,0.0
Area of Cluster162,0.0
Area of Cluster163,0.0
Area of Cluster164,0.0
Area of Cluster165,0.0
Area of Cluster166,0.0
Area of Cluster167,0.0
Area of Cluster168,0.0
Area of Cluster169,0.0
Area of Cluster170,0.0
Area of Cluster171,0.0
Area of Cluster172,0.0
Area of Cluster173,0.0
Area of Cluster174,0.0
Area of Cluster175,0.0
Area of Cluster176,0.0
Area of Cluster177,0.0
Area of Cluster178,0.0
Area of Cluster179,0.0
Area of Cluster180,0.0
Area of Cluster181,0.0
Area of Cluster182,0.0
Area of Cluster183,0.0
Area of Cluster184,0.0
Area of Cluster185,0.0
Area of Cluster186,0.0
Area of Cluster187,0.0
Area of Cluster188,0.0
Area of Cluster189,0.0
Area of Cluster190,0.0
Area of Cluster191,0.0
Area of Cluster192,0.0
Area of Cluster193,0.0
Area of Cluster194,0.0
Area of Cluster195,0.0
Area of Cluster196,0.0
Area of Cluster197,0.0
Area of Cluster198,0.0
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.0
Area of Cluster212,0.0
Area of Cluster213,0.0
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.0
Area of Cluster232,0.0
Area of Cluster233,0.0
Area of Cluster234,0.0
Area of Cluster235,0.0
Area of Cluster236,0.0
Area of Cluster237,0.0
Area of Cluster238,0.0
Area of Cluster239,0.0
Area of Cluster240,0.0
Area of Cluster241,0.0
Area of Cluster242,0.0
Area of Cluster243,0.0
Area of Cluster244,0.0
Area of Cluster245,0.0
Area of Cluster246,0.0
Area of Cluster247,0.0
Area of Cluster248,0.0
Area of Cluster249,0.0
Area of Cluster250,0.0
Area of Cluster251,0.0
Area of Cluster252,0.0
Area of Cluster253,0.0
Area of Cluster254,0.0
Area of Cluster255,0.0
Area of Cluster256,0.0
Area of Cluster257,0.0
Area of Cluster258,0.0
Area of Cluster259,0.0
Area of Cluster260,0.0
Area of Cluster261,0.0
Area of Cluster262,0.0
Area of Cluster263,0.0
Area of Cluster264,0.0
Area of Cluster265,0.0
Area of Cluster266,0.0
Area of Cluster267,0.0
Area of Cluster268,0.5
Area of Cluster269,0.5
Area of Cluster270,0.5
Area of Cluster271,0.5
Area of Cluster272,0.5
Area of Cluster273,0.5
Area of Cluster274,0.5
Area of Cluster275,0.5
Area of Cluster276,0.5
Area of Cluster277,0.5
Area of Cluster278,0.5
Area of Cluster279,0.5
Area of Cluster280,0.5
Area of Cluster281,0.5
Area of Cluster282,0.5
Area of Cluster283,0.5
Area of Cluster284,0.5
Area of Cluster285,0.5
Area of Cluster286,0.5
Area of Cluster287,0.5
Area of Cluster288,0.5
Area of Cluster289,0.5
Area of Cluster290,0.5
Area of Cluster291,0.5
Area of Cluster292,0.5
Area of Cluster293,0.5
Area of Cluster294,0.5
Area of Cluster295,0.5
Area of Cluster296,0.5
Area of Cluster297,0.5
Area of Cluster298,0.5
Area of Cluster299,0.5
Area of Cluster300,0.5
Area of Cluster301,0.5
Area of Cluster302,0.5
Area of Cluster303,0.5
Area of Cluster304,0.5
Area of Cluster305,0.5
Area of Cluster306,0.5
Area of Cluster307,0.5
Area of Cluster308,0.5
Area of Cluster309,0.5
Area of Cluster310,0.5
Area of Cluster311,0.5
Area of Cluster312,1.0
Area of Cluster313,1.0
Area of Cluster314,1.0
Area of Cluster315,1.0
Area of Cluster316,1.0
Area of Cluster317,1.0
Area of Cluster318,1.0
Area of Cluster319,1.0
Area of Cluster320,1.0
Area of Cluster321,1.0
Area of Cluster322,1.0
Area of Cluster323,1.0
Area of Cluster324,1.0
Area of Cluster325,1.0
Area of Cluster326,1.0
Area of Cluster327,1.0
Area of Cluster328,1.0
Area of Cluster329,1.0
Area of Cluster330,1.0
Area of Cluster331,1.0
Area of Cluster332,1.0
Area of Cluster333,1.0
Area of Cluster334,1.0
Area of Cluster335,1.0
Area of Cluster336,1.0
Area of Cluster337,1.0
Area of Cluster338,1.0
Area of Cluster339,1.0
Area of Cluster340,1.0
Area of Cluster341,1.0
Area of Cluster342,1.0
Area of Cluster343,1.0
Area of Cluster344,1.0
Area of Cluster345,1.0
Area of Cluster346,1.0
Area of Cluster347,1.0
Area of Cluster348,1.0
Area of Cluster349,1.0
Area of Cluster350,1.0
Area of Cluster351,1.0
Area of Cluster352,1.0
Area of Cluster353,1.0
Area of Cluster354,1.0
Area of Cluster355,1.0
Area of Cluster356,1.0
Area of Cluster357,1.0
Area of Cluster358,1.0
Area of Cluster359,1.0
Area of Cluster360,1.0
Area of Cluster361,1.5
Area of Cluster362,1.5
Area of Cluster363,1.5
Area of Cluster364,1.5
Area of Cluster365,1.5
Area of Cluster366,1.5
Area of Cluster367,1.5
Area of Cluster368,1.5
Area of Cluster369,1.5
Area of Cluster370,1.5
Area of Cluster371,1.5
Area of Cluster372,1.5
Area of Cluster373,1.5
Area of Cluster374,1.5
Area of Cluster375,1.5
Area of Cluster376,1.5
Area of Cluster377,1.5
Area of Cluster378,1.5
Area of Cluster379,1.5
Area of Cluster380,1.5
Area of Cluster381,1.5
Area of Cluster382,1.5
Area of Cluster383,1.5
Area of Cluster384,1.5
Area of Cluster385,1.5
Area of Cluster386,1.5
Area of Cluster387,1.5
Area of Cluster388,1.5
Area of Cluster389,1.5
Area of Cluster390,1.5
Area of Cluster391,1.5
Area of Cluster392,1.5
Area of Cluster393,2.0
Area of Cluster394,2.0
Area of Cluster395,2.0
Area of Cluster396,2.0
Area of Cluster397,2.0
Area of Cluster398,2.0
Area of Cluster399,2.0
Area of Cluster400,2.0
Area of Cluster401,2.0
Area of Cluster402,2.0
Area of Cluster403,2.0
Area of Cluster404,2.0
Area of Cluster405,2.0
Area of Cluster406,2.0
Area of Cluster407,2.0
Area of Cluster408,2.0
Area of Cluster409,2.0
Area of Cluster410,2.0
Area of Cluster411,2.0
Area of Cluster412,2.0
Area of Cluster413,2.0
Area of Cluster414,2.0
Area of Cluster415,2.0
Area of Cluster416,2.0
Area of Cluster417,2.0
Area of Cluster418,2.0
Area of Cluster419,2.0
Area of Cluster420,2.0
Area of Cluster421,2.0
Area of Cluster422,2.0
Area of Cluster423,2.0
Area of Cluster424,2.0
Area of Cluster425,2.0
Area of Cluster426,2.0
Area of Cluster427,2.0
Area of Cluster428,2.5
Area of Cluster429,2.5
Area of Cluster430,2.5
Area of Cluster431,2.5
Area of Cluster432,2.5
Area of Cluster433,2.5
Area of Cluster434,2.5
Area of Cluster435,2.5
Area of Cluster436,2.5
Area of Cluster437,2.5
Area of Cluster438,2.5
Area of Cluster439,2.5
Area of Cluster440,2.5
Area of Cluster441,2.5
Area of Cluster442,2.5
Area of Cluster443,2.5
Area of Cluster444,2.5
Area of Cluster445,2.5
Area of Cluster446,2.5
Area of Cluster447,2.5
Area of Cluster448,3.0
Area of Cluster449,3.0
Area of Cluster450,3.0
Area of Cluster451,3.0
Area of Cluster452,3.0
Area of Cluster453,3.0
Area of Cluster454,3.0
Area of Cluster455,3.0
Area of Cluster456,3.0
Area of Cluster457,3.0
Area of Cluster458,3.0
Area of Cluster459,3.0
Area of Cluster460,3.0
Area of Cluster461,3.0
Area of Cluster462,3.0
Area of Cluster463,3.5
Area of Cluster464,3.5
Area of Cluster465,3.5
Area of Cluster466,3.5
Area of Cluster467,3.5
Area of Cluster468,3.5
Area of Cluster469,3.5
Area of Cluster470,3.5
Area of Cluster471,3.5
Area of Cluster472,3.5
Area of Cluster473,3.5
Area of Cluster474,3.5
Area of Cluster475,3.5
Area of Cluster476,3.5
Area of Cluster477,3.5
Area of Cluster478,3.5
Area of Cluster479,3.5
Area of Cluster480,3.5
Area of Cluster481,3.5
Area of Cluster482,4.0
Area of Cluster483,4.0
Area of Cluster484,4.0
Area of Cluster485,4.0
Area of Cluster486,4.0
Area of Cluster487,4.0
Area of Cluster488,4.0
Area of Cluster489,4.0
Area of Cluster490,4.0
Area of Cluster491,4.0
Area of Cluster492,4.0
Area of Cluster493,4.0
Area of Cluster494,4.0
Area of Cluster495,4.0
Area of Cluster496,4.0
Area of Cluster497,4.0
Area of Cluster498,4.0
Area of Cluster499,4.0
Area of Cluster500,4.0
Area of Cluster501,4.5
Area of Cluster502,4.5
Area of Cluster503,4.5
Area of Cluster504,4.5
Area of Cluster505,4.5
Area of Cluster506,4.5
Area of Cluster507,4.5
Area of Cluster508,4.5
Area of Cluster509,4.5
Area of Cluster510,4.5
Area of Cluster511,5.0
Area of Cluster512,5.0
Area of Cluster513,5.0
Area of Cluster514,5.0
Area of Cluster515,5.0
Area of Cluster516,5.0
Area of Cluster517,5.0
Area of Cluster518,5.0
Area of Cluster519,5.0
Area of Cluster520,5.0
Area of Cluster521,5.0
Area of Cluster522,5.0
Area of Cluster523,5.5
Area of Cluster524,5.5
Area of Cluster525,5.5
Area of Cluster526,5.5
Area of Cluster527,5.5
Area of Cluster528,5.5
Area of Cluster529,5.5
Area of Cluster530,5.5
Area of Cluster531,5.5
Area of Cluster532,6.0
Area of Cluster533,6.0
Area of Cluster534,6.0
Area of Cluster535,6.0
Area of Cluster536,6.0
Area of Cluster537,6.0
Area of Cluster538,6.0
Area of Cluster539,6.0
Area of Cluster540,6.0
Area of Cluster541,6.0
Area of Cluster542,6.0
Area of Cluster543,6.0
Area of Cluster544,6.0
Area of Cluster545,6.0
Area of Cluster546,6.0
Area of Cluster547,6.5
Area of Cluster548,6.5
Area of Cluster549,6.5
Area of Cluster550,6.5
Area of Cluster551,6.5
Area of Cluster552,6.5
Area of Cluster553,6.5
Area of Cluster554,6.5
Area of Cluster555,6.5
Area of Cluster556,6.5
Area of Cluster557,7.0
Area of Cluster558,7.0
Area of Cluster559,7.0
Area of Cluster560,7.0
Area of Cluster561,7.0
Area of Cluster562,7.0
Area of Cluster563,7.0
Area of Cluster564,7.0
Area of Cluster565,7.5
Area of Cluster566,7.5
Area of Cluster567,7.5
Area of Cluster568,7.5
Area of Cluster569,7.5
Area of Cluster570,7.5
Area of Cluster571,7.5
Area of Cluster572,7.5
Area of Cluster573,7.5
Area of Cluster574,8.0
Area of Cluster575,8.0
Area of Cluster576,8.0
Area of Cluster577,8.0
Area of Cluster578,8.0
Area of Cluster579,8.0
Area of Cluster580,8.0
Area of Cluster581,8.0
Area of Cluster582,8.5
Area of Cluster583,8.5
Area of Cluster584,8.5
Area of Cluster585,8.5
Area of Cluster586,8.5
Area of Cluster587,8.5
Area of Cluster588,8.5
Area of Cluster589,8.5
Area of Cluster590,8.5
Area of Cluster591,8.5
Area of Cluster592,8.5
Area of Cluster593,8.5
Area of Cluster594,8.5
Area of Cluster595,8.5
Area of Cluster596,8.5
Area of Cluster597,8.5
Area of Cluster598,8.5
Area of Cluster599,8.5
Area of Cluster600,8.5
Area of Cluster601,8.5
Area of Cluster602,9.0
Area of Cluster603,9.0
Area of Cluster604,9.0
Area of Cluster605,9.0
Area of Cluster606,9.0
Area of Cluster607,9.0
Area of Cluster608,9.0
Area of Cluster609,9.0
Area of Cluster610,9.0
Area of Cluster611,9.0
Area of Cluster612,9.0
Area of Cluster613,9.0
Area of Cluster614,9.0
Area of Cluster615,9.0
Area of Cluster616,9.5
Area of Cluster617,9.5
Area of Cluster618,9.5
Area of Cluster619,9.5
Area of Cluster620,9.5
Area of Cluster621,9.5
Area of Cluster622,9.5
Area of Cluster623,9.5
Area of Cluster624,9.5
Area of Cluster625,10.0
Area of Cluster626,10.0
Area of Cluster627,10.0
Area of Cluster628,10.0
Area of Cluster629,10.0
Area of Cluster630,10.0
Area of Cluster631,10.0
Area of Cluster632,10.0
Area of Cluster633,10.0
Area of Cluster634,10.0
Area of Cluster635,10.0
Area of Cluster636,10.5
Area of Cluster637,10.5
Area of Cluster638,10.5
Area of Cluster639,10.5
Area of Cluster640,10.5
Area of Cluster641,10.5
Area of Cluster642,10.5
Area of Cluster643,10.5
Area of Cluster644,10.5
Area of Cluster645,10.5
Area of Cluster646,11.0
Area of Cluster647,11.0
Area of Cluster648,11.0
Area of Cluster649,11.0
Area of Cluster650,11.0
Area of Cluster651,11.0
Area of Cluster652,11.0
Area of Cluster653,11.0
Area of Cluster654,11.5
Area of Cluster655,11.5
Area of Cluster656,11.5
Area of Cluster657,11.5
Area of Cluster658,11.5
Area of Cluster659,11.5
Area of Cluster660,11.5
Area of Cluster661,12.0
Area of Cluster662,12.0
Area of Cluster663,12.0
Area of Cluster664,12.0
Area of Cluster665,12.0
Area of Cluster666,12.0
Area of Cluster667,12.5
Area of Cluster668,12.5
Area of Cluster669,12.5
Area of Cluster670,12.5
Area of Cluster671,12.5
Area of Cluster672,12.5
Area of Cluster673,12.5
Area of Cluster674,13.0
Area of Cluster675,13.0
Area of Cluster676,13.0
Area of Cluster677,13.0
Area of Cluster678,13.0
Area of Cluster679,13.0
Area of Cluster680,13.0
Area of Cluster681,13.0
Area of Cluster682,13.5
Area of Cluster683,13.5
Area of Cluster684,13.5
Area of Cluster685,13.5
Area of Cluster686,13.5
Area of Cluster687,13.5
Area of Cluster688,13.5
Area of Cluster689,13.5
Area of Cluster690,14.0
Area of Cluster691,14.0
Area of Cluster692,14.0
Area of Cluster693,14.0
Area of Cluster694,14.0
Area of Cluster695,14.0
Area of Cluster696,14.0
Area of Cluster697,14.0
Area of Cluster698,14.5
Area of Cluster699,14.5
Area of Cluster700,14.5
Area of Cluster701,14.5
Area of Cluster702,14.5
Area of Cluster703,14.5
Area of Cluster704,14.5
Area of Cluster705,14.5
Area of Cluster706,14.5
Area of Cluster707,15.0
Area of Cluster708,15.0
Area of Cluster709,15.0
Area of Cluster710,15.5
Area of Cluster711,15.5
Area of Cluster712,15.5
Area of Cluster713,15.5
Area of Cluster714,15.5
Area of Cluster715,15.5
Area of Cluster716,15.5
Area of Cluster717,15.5
Area of Cluster718,15.5
Area of Cluster719,15.5
Area of Cluster720,16.0
Area of Cluster721,16.0
Area of Cluster722,16.0
Area of Cluster723,16.0
Area of Cluster724,16.0
Area of Cluster725,16.0
Area of Cluster726,16.5
Area of Cluster727,16.5
Area of Cluster728,16.5
Area of Cluster729,17.0
Area of Cluster730,17.0
Area of Cluster731,17.0
Area of Cluster732,17.0
Area of Cluster733,17.0
Area of Cluster734,17.5
Area of Cluster735,17.5
Area of Cluster736,17.5
Area of Cluster737,17.5
Area of Cluster738,17.5
Area of Cluster739,17.5
Area of Cluster740,17.5
Area of Cluster741,17.5
Area of Cluster742,18.0
Area of Cluster743,18.0
Area of Cluster744,18.0
Area of Cluster745,18.0
Area of Cluster746,18.0
Area of Cluster747,18.0
Area of Cluster748,18.5
Area of Cluster749,18.5
Area of Cluster750,18.5
Area of Cluster751,18.5
Area of Cluster752,19.0
Area of Cluster753,19.0
Area of Cluster754,19.0
Area of Cluster755,19.0
Area of Cluster756,19.5
Area of Cluster757,19.5
Area of Cluster758,19.5
Area of Cluster759,19.5
Area of Cluster760,19.5
Area of Cluster761,20.0
Area of Cluster762,20.0
Area of Cluster763,20.0
Area of Cluster764,20.5
Area of Cluster765,20.5
Area of Cluster766,20.5
Area of Cluster767,20.5
Area of Cluster768,20.5
Area of Cluster769,20.5
Area of Cluster770,21.0
Area of Cluster771,21.0
Area of Cluster772,21.0
Area of Cluster773,21.0
Area of Cluster774,21.0
Area of Cluster775,21.0
Area of Cluster776,21.0
Area of Cluster777,21.5
Area of Cluster778,21.5
Area of Cluster779,21.5
Area of Cluster780,21.5
Area of Cluster781,21.5
Area of Cluster782,21.5
Area of Cluster783,22.0
Area of Cluster784,22.0
Area of Cluster785,22.0
Area of Cluster786,22.0
Area of Cluster787,22.0
Area of Cluster788,22.5
Area of Cluster789,22.5
Area of Cluster790,22.5
Area of Cluster791,22.5
Area of Cluster792,22.5
Area of Cluster793,22.5
Area of Cluster794,23.0
Area of Cluster795,23.0
Area of Cluster796,23.5
Area of Cluster797,23.5
Area of Cluster798,23.5
Area of Cluster799,23.5
Area of Cluster800,23.5
Area of Cluster801,23.5
Area of Cluster802,23.5
Area of Cluster803,24.0
Area of Cluster804,24.0
Area of Cluster805,24.0
Area of Cluster806,24.0
Area of Cluster807,24.5
Area of Cluster808,24.5
Area of Cluster809,25.0
Area of Cluster810,25.0
Area of Cluster811,25.0
Area of Cluster812,25.0
Area of Cluster813,25.0
Area of Cluster814,25.0
Area of Cluster815,25.0
Area of Cluster816,25.0
Area of Cluster817,25.0
Area of Cluster818,25.5
Area of Cluster819,25.5
Area of Cluster820,25.5
Area of Cluster821,25.5
Area of Cluster822,26.0
Area of Cluster823,26.0
Area of Cluster824,26.5
Area of Cluster825,26.5
Area of Cluster826,26.5
Area of Cluster827,26.5
Area of Cluster828,27.0
Area of Cluster829,27.0
Area of Cluster830,27.0
Area of Cluster831,27.0
Area of Cluster832,27.0
Area of Cluster833,27.5
Area of Cluster834,27.5
Area of Cluster835,28.0
Area of Cluster836,28.0
Area of Cluster837,28.0
Area of Cluster838,28.5
Area of Cluster839,28.5
Area of Cluster840,28.5
Area of Cluster841,28.5
Area of Cluster842,29.0
Area of Cluster843,29.0
Area of Cluster844,29.0
Area of Cluster845,29.0
Area of Cluster846,29.0
Area of Cluster847,29.0
Area of Cluster848,29.0
Area of Cluster849,29.0
Area of Cluster850,29.0
Area of Cluster851,29.0
Area of Cluster852,29.5
Area of Cluster853,29.5
Area of Cluster854,29.5
Area of Cluster855,29.5
Area of Cluster856,30.0
Area of Cluster857,30.0
Area of Cluster858,30.0
Area of Cluster859,30.0
Area of Cluster860,30.0
Area of Cluster861,30.5
Area of Cluster862,31.0
Area of Cluster863,31.0
Area of Cluster864,31.0
Area of Cluster865,31.0
Area of Cluster866,31.0
Area of Cluster867,31.0
Area of Cluster868,31.0
Area of Cluster869,31.5
Area of Cluster870,31.5
Area of Cluster871,31.5
Area of Cluster872,31.5
Area of Cluster873,31.5
Area of Cluster874,31.5
Area of Cluster875,32.0
Area of Cluster876,32.0
Area of Cluster877,32.0
Area of Cluster878,32.0
Area of Cluster879,32.0
Area of Cluster880,32.0
Area of Cluster881,32.5
Area of Cluster882,32.5
Area of Cluster883,32.5
Area of Cluster884,33.0
Area of Cluster885,33.0
Area of Cluster886,33.0
Area of Cluster887,33.0
Area of Cluster888,33.0
Area of Cluster889,33.0
Area of Cluster890,33.0
Area of Cluster891,33.0
Area of Cluster892,33.5
Area of Cluster893,33.5
Area of Cluster894,34.0
Area of Cluster895,34.0
Area of Cluster896,34.0
Area of Cluster897,34.0
Area of Cluster898,34.5
Area of Cluster899,34.5
Area of Cluster900,34.5
Area of Cluster901,35.5
Area of Cluster902,35.5
Area of Cluster903,35.5
Area of Cluster904,36.0
Area of Cluster905,36.0
Area of Cluster906,36.0
Area of Cluster907,36.0
Area of Cluster908,36.5
Area of Cluster909,36.5
Area of Cluster910,37.0
Area of Cluster911,37.0
Area of Cluster912,37.0
Area of Cluster913,37.0
Area of Cluster914,37.0
Area of Cluster915,37.5
Area of Cluster916,37.5
Area of Cluster917,37.5
Area of Cluster918,37.5
Area of Cluster919,37.5
Area of Cluster920,38.0
Area of Cluster921,38.0
Area of Cluster922,38.0
Area of Cluster923,38.5
Area of Cluster924,39.0
Area of Cluster925,39.0
Area of Cluster926,39.0
Area of Cluster927,39.0
Area of Cluster928,39.5
Area of Cluster929,39.5
Area of Cluster930,39.5
Area of Cluster931,39.5
Area of Cluster932,39.5
Area of Cluster933,39.5
Area of Cluster934,40.0
Area of Cluster935,40.0
Area of Cluster936,40.0
Area of Cluster937,40.5
Area of Cluster938,40.5
Area of Cluster939,41.0
Area of Cluster940,41.0
Area of Cluster941,41.0
Area of Cluster942,41.0
Area of Cluster943,41.0
Area of Cluster944,41.5
Area of Cluster945,41.5
Area of Cluster946,42.0
Area of Cluster947,42.0
Area of Cluster948,42.5
Area of Cluster949,42.5
Area of Cluster950,43.0
Area of Cluster951,43.0
Area of Cluster952,43.0
Area of Cluster953,43.5
Area of Cluster954,43.5
Area of Cluster955,43.5
Area of Cluster956,43.5
Area of Cluster957,44.0
Area of Cluster958,44.5
Area of Cluster959,44.5
Area of Cluster960,44.5
Area of Cluster961,44.5
Area of Cluster962,44.5
Area of Cluster963,45.5
Area of Cluster964,46.0
Area of Cluster965,46.0
Area of Cluster966,46.0
Area of Cluster967,46.0
Area of Cluster968,46.5
Area of Cluster969,47.0
Area of Cluster970,47.0
Area of Cluster971,47.0
Area of Cluster972,47.5
Area of Cluster973,47.5
Area of Cluster974,48.0
Area of Cluster975,48.0
Area of Cluster976,48.0
Area of Cluster977,48.0
Area of Cluster978,48.0
Area of Cluster979,48.0
Area of Cluster980,48.0
Area of Cluster981,48.0
Area of Cluster982,49.0
Area of Cluster983,49.0
Area of Cluster984,49.0
Area of Cluster985,49.0
Area of Cluster986,49.0
Area of Cluster987,49.0
Area of Cluster988,49.5
Area of Cluster989,49.5
Area of Cluster990,49.5
Area of Cluster991,50.0
Area of Cluster992,50.0
Area of Cluster993,50.5
Area of Cluster994,50.5
Area of Cluster995,51.0
Area of Cluster996,51.0
Area of Cluster997,51.5
Area of Cluster998,51.5
Area of Cluster999,51.5
Area of Cluster1000,52.0
Area of Cluster1001,52.0
Area of Cluster1002,52.0
Area of Cluster1003,52.5
Area of Cluster1004,52.5
Area of Cluster1005,52.5
Area of Cluster1006,53.0
Area of Cluster1007,53.0
Area of Cluster1008,53.0
Area of Cluster1009,53.0
Area of Cluster1010,53.5
Area of Cluster1011,53.5
Area of Cluster1012,53.5
Area of Cluster1013,53.5
Area of Cluster1014,53.5
Area of Cluster1015,54.0
Area of Cluster1016,54.5
Area of Cluster1017,55.5
Area of Cluster1018,55.5
Area of Cluster1019,55.5
Area of Cluster1020,56.0
Area of Cluster1021,56.5
Area of Cluster1022,56.5
Area of Cluster1023,57.0
Area of Cluster1024,57.5
Area of Cluster1025,58.5
Area of Cluster1026,59.5
Area of Cluster1027,60.5
Area of Cluster1028,61.0
Area of Cluster1029,61.0
Area of Cluster1030,61.5
Area of Cluster1031,62.0
Area of Cluster1032,62.0
Area of Cluster1033,62.0
Area of Cluster1034,62.5
Area of Cluster1035,62.5
Area of Cluster1036,62.5
Area of Cluster1037,63.5
Area of Cluster1038,63.5
Area of Cluster1039,63.5
Area of Cluster1040,64.0
Area of Cluster1041,64.0
Area of Cluster1042,64.5
Area of Cluster1043,64.5
Area of Cluster1044,64.5
Area of Cluster1045,65.0
Area of Cluster1046,65.5
Area of Cluster1047,65.5
Area of Cluster1048,65.5
Area of Cluster1049,66.0
Area of Cluster1050,66.5
Area of Cluster1051,67.0
Area of Cluster1052,67.5
Area of Cluster1053,69.0
Area of Cluster1054,69.0
Area of Cluster1055,69.5
Area of Cluster1056,69.5
Area of Cluster1057,70.5
Area of Cluster1058,72.0
Area of Cluster1059,72.0
Area of Cluster1060,72.0
Area of Cluster1061,72.5
Area of Cluster1062,72.5
Area of Cluster1063,72.5
Area of Cluster1064,73.0
Area of Cluster1065,73.5
Area of Cluster1066,73.5
Area of Cluster1067,74.0
Area of Cluster1068,74.5
