exp9_9_1,Number of Total Clusters
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.0
Area of Cluster232,0.0
Area of Cluster233,0.0
Area of Cluster234,0.5
Area of Cluster235,0.5
Area of Cluster236,0.5
Area of Cluster237,0.5
Area of Cluster238,0.5
Area of Cluster239,0.5
Area of Cluster240,0.5
Area of Cluster241,0.5
Area of Cluster242,0.5
Area of Cluster243,0.5
Area of Cluster244,0.5
Area of Cluster245,0.5
Area of Cluster246,0.5
Area of Cluster247,0.5
Area of Cluster248,0.5
Area of Cluster249,0.5
Area of Cluster250,0.5
Area of Cluster251,0.5
Area of Cluster252,0.5
Area of Cluster253,0.5
Area of Cluster254,0.5
Area of Cluster255,0.5
Area of Cluster256,0.5
Area of Cluster257,0.5
Area of Cluster258,0.5
Area of Cluster259,0.5
Area of Cluster260,0.5
Area of Cluster261,0.5
Area of Cluster262,0.5
Area of Cluster263,0.5
Area of Cluster264,0.5
Area of Cluster265,0.5
Area of Cluster266,0.5
Area of Cluster267,0.5
Area of Cluster268,1.0
Area of Cluster269,1.0
Area of Cluster270,1.0
Area of Cluster271,1.0
Area of Cluster272,1.0
Area of Cluster273,1.0
Area of Cluster274,1.0
Area of Cluster275,1.0
Area of Cluster276,1.0
Area of Cluster277,1.0
Area of Cluster278,1.0
Area of Cluster279,1.0
Area of Cluster280,1.0
Area of Cluster281,1.0
Area of Cluster282,1.0
Area of Cluster283,1.0
Area of Cluster284,1.0
Area of Cluster285,1.0
Area of Cluster286,1.0
Area of Cluster287,1.0
Area of Cluster288,1.0
Area of Cluster289,1.0
Area of Cluster290,1.0
Area of Cluster291,1.0
Area of Cluster292,1.0
Area of Cluster293,1.0
Area of Cluster294,1.0
Area of Cluster295,1.0
Area of Cluster296,1.0
Area of Cluster297,1.0
Area of Cluster298,1.0
Area of Cluster299,1.0
Area of Cluster300,1.0
Area of Cluster301,1.0
Area of Cluster302,1.0
Area of Cluster303,1.0
Area of Cluster304,1.0
Area of Cluster305,1.0
Area of Cluster306,1.0
Area of Cluster307,1.0
Area of Cluster308,1.0
Area of Cluster309,1.0
Area of Cluster310,1.0
Area of Cluster311,1.0
Area of Cluster312,1.0
Area of Cluster313,1.0
Area of Cluster314,1.0
Area of Cluster315,1.0
Area of Cluster316,1.0
Area of Cluster317,1.0
Area of Cluster318,1.0
Area of Cluster319,1.0
Area of Cluster320,1.5
Area of Cluster321,1.5
Area of Cluster322,1.5
Area of Cluster323,1.5
Area of Cluster324,1.5
Area of Cluster325,1.5
Area of Cluster326,1.5
Area of Cluster327,1.5
Area of Cluster328,1.5
Area of Cluster329,1.5
Area of Cluster330,1.5
Area of Cluster331,1.5
Area of Cluster332,1.5
Area of Cluster333,1.5
Area of Cluster334,1.5
Area of Cluster335,1.5
Area of Cluster336,1.5
Area of Cluster337,1.5
Area of Cluster338,1.5
Area of Cluster339,1.5
Area of Cluster340,1.5
Area of Cluster341,1.5
Area of Cluster342,1.5
Area of Cluster343,1.5
Area of Cluster344,1.5
Area of Cluster345,1.5
Area of Cluster346,1.5
Area of Cluster347,1.5
Area of Cluster348,1.5
Area of Cluster349,1.5
Area of Cluster350,2.0
Area of Cluster351,2.0
Area of Cluster352,2.0
Area of Cluster353,2.0
Area of Cluster354,2.0
Area of Cluster355,2.0
Area of Cluster356,2.0
Area of Cluster357,2.0
Area of Cluster358,2.0
Area of Cluster359,2.0
Area of Cluster360,2.0
Area of Cluster361,2.0
Area of Cluster362,2.0
Area of Cluster363,2.0
Area of Cluster364,2.0
Area of Cluster365,2.0
Area of Cluster366,2.0
Area of Cluster367,2.0
Area of Cluster368,2.0
Area of Cluster369,2.0
Area of Cluster370,2.0
Area of Cluster371,2.0
Area of Cluster372,2.0
Area of Cluster373,2.0
Area of Cluster374,2.0
Area of Cluster375,2.0
Area of Cluster376,2.0
Area of Cluster377,2.0
Area of Cluster378,2.0
Area of Cluster379,2.0
Area of Cluster380,2.0
Area of Cluster381,2.0
Area of Cluster382,2.0
Area of Cluster383,2.0
Area of Cluster384,2.0
Area of Cluster385,2.0
Area of Cluster386,2.5
Area of Cluster387,2.5
Area of Cluster388,2.5
Area of Cluster389,2.5
Area of Cluster390,2.5
Area of Cluster391,2.5
Area of Cluster392,2.5
Area of Cluster393,2.5
Area of Cluster394,2.5
Area of Cluster395,2.5
Area of Cluster396,2.5
Area of Cluster397,2.5
Area of Cluster398,2.5
Area of Cluster399,2.5
Area of Cluster400,2.5
Area of Cluster401,2.5
Area of Cluster402,2.5
Area of Cluster403,2.5
Area of Cluster404,3.0
Area of Cluster405,3.0
Area of Cluster406,3.0
Area of Cluster407,3.0
Area of Cluster408,3.0
Area of Cluster409,3.0
Area of Cluster410,3.0
Area of Cluster411,3.0
Area of Cluster412,3.0
Area of Cluster413,3.0
Area of Cluster414,3.0
Area of Cluster415,3.0
Area of Cluster416,3.0
Area of Cluster417,3.0
Area of Cluster418,3.0
Area of Cluster419,3.0
Area of Cluster420,3.0
Area of Cluster421,3.0
Area of Cluster422,3.0
Area of Cluster423,3.0
Area of Cluster424,3.0
Area of Cluster425,3.0
Area of Cluster426,3.0
Area of Cluster427,3.0
Area of Cluster428,3.0
Area of Cluster429,3.5
Area of Cluster430,3.5
Area of Cluster431,3.5
Area of Cluster432,3.5
Area of Cluster433,3.5
Area of Cluster434,3.5
Area of Cluster435,3.5
Area of Cluster436,3.5
Area of Cluster437,3.5
Area of Cluster438,3.5
Area of Cluster439,3.5
Area of Cluster440,3.5
Area of Cluster441,3.5
Area of Cluster442,3.5
Area of Cluster443,3.5
Area of Cluster444,3.5
Area of Cluster445,3.5
Area of Cluster446,3.5
Area of Cluster447,4.0
Area of Cluster448,4.0
Area of Cluster449,4.0
Area of Cluster450,4.0
Area of Cluster451,4.0
Area of Cluster452,4.0
Area of Cluster453,4.0
Area of Cluster454,4.0
Area of Cluster455,4.0
Area of Cluster456,4.0
Area of Cluster457,4.0
Area of Cluster458,4.0
Area of Cluster459,4.0
Area of Cluster460,4.0
Area of Cluster461,4.0
Area of Cluster462,4.0
Area of Cluster463,4.0
Area of Cluster464,4.0
Area of Cluster465,4.0
Area of Cluster466,4.0
Area of Cluster467,4.5
Area of Cluster468,4.5
Area of Cluster469,4.5
Area of Cluster470,4.5
Area of Cluster471,4.5
Area of Cluster472,4.5
Area of Cluster473,4.5
Area of Cluster474,4.5
Area of Cluster475,5.0
Area of Cluster476,5.0
Area of Cluster477,5.0
Area of Cluster478,5.0
Area of Cluster479,5.0
Area of Cluster480,5.0
Area of Cluster481,5.0
Area of Cluster482,5.0
Area of Cluster483,5.0
Area of Cluster484,5.0
Area of Cluster485,5.0
Area of Cluster486,5.5
Area of Cluster487,5.5
Area of Cluster488,5.5
Area of Cluster489,5.5
Area of Cluster490,5.5
Area of Cluster491,5.5
Area of Cluster492,5.5
Area of Cluster493,5.5
Area of Cluster494,5.5
Area of Cluster495,5.5
Area of Cluster496,5.5
Area of Cluster497,5.5
Area of Cluster498,6.0
Area of Cluster499,6.0
Area of Cluster500,6.0
Area of Cluster501,6.0
Area of Cluster502,6.0
Area of Cluster503,6.0
Area of Cluster504,6.0
Area of Cluster505,6.0
Area of Cluster506,6.0
Area of Cluster507,6.0
Area of Cluster508,6.5
Area of Cluster509,6.5
Area of Cluster510,6.5
Area of Cluster511,6.5
Area of Cluster512,6.5
Area of Cluster513,6.5
Area of Cluster514,7.0
Area of Cluster515,7.0
Area of Cluster516,7.0
Area of Cluster517,7.0
Area of Cluster518,7.0
Area of Cluster519,7.0
Area of Cluster520,7.5
Area of Cluster521,7.5
Area of Cluster522,7.5
Area of Cluster523,8.0
Area of Cluster524,8.0
Area of Cluster525,8.0
Area of Cluster526,8.0
Area of Cluster527,8.0
Area of Cluster528,8.5
Area of Cluster529,8.5
Area of Cluster530,8.5
Area of Cluster531,8.5
Area of Cluster532,8.5
Area of Cluster533,8.5
Area of Cluster534,8.5
Area of Cluster535,8.5
Area of Cluster536,9.0
Area of Cluster537,9.0
Area of Cluster538,9.0
Area of Cluster539,9.0
Area of Cluster540,9.0
Area of Cluster541,9.0
Area of Cluster542,9.5
Area of Cluster543,9.5
Area of Cluster544,9.5
Area of Cluster545,9.5
Area of Cluster546,9.5
Area of Cluster547,10.0
Area of Cluster548,10.0
Area of Cluster549,10.0
Area of Cluster550,10.0
Area of Cluster551,10.0
Area of Cluster552,10.0
Area of Cluster553,10.5
Area of Cluster554,10.5
Area of Cluster555,10.5
Area of Cluster556,10.5
Area of Cluster557,10.5
Area of Cluster558,10.5
Area of Cluster559,11.0
Area of Cluster560,11.0
Area of Cluster561,11.0
Area of Cluster562,11.0
Area of Cluster563,11.0
Area of Cluster564,11.5
Area of Cluster565,11.5
Area of Cluster566,11.5
Area of Cluster567,11.5
Area of Cluster568,11.5
Area of Cluster569,11.5
Area of Cluster570,11.5
Area of Cluster571,11.5
Area of Cluster572,12.0
Area of Cluster573,12.0
Area of Cluster574,12.0
Area of Cluster575,12.0
Area of Cluster576,12.0
Area of Cluster577,12.0
Area of Cluster578,12.5
Area of Cluster579,12.5
Area of Cluster580,12.5
Area of Cluster581,12.5
Area of Cluster582,12.5
Area of Cluster583,12.5
Area of Cluster584,12.5
Area of Cluster585,12.5
Area of Cluster586,13.0
Area of Cluster587,13.0
Area of Cluster588,13.0
Area of Cluster589,13.0
Area of Cluster590,13.0
Area of Cluster591,13.0
Area of Cluster592,13.5
Area of Cluster593,13.5
Area of Cluster594,13.5
Area of Cluster595,13.5
Area of Cluster596,13.5
Area of Cluster597,13.5
Area of Cluster598,13.5
Area of Cluster599,13.5
Area of Cluster600,13.5
Area of Cluster601,14.0
Area of Cluster602,14.0
Area of Cluster603,14.0
Area of Cluster604,14.0
Area of Cluster605,14.0
Area of Cluster606,14.5
Area of Cluster607,14.5
Area of Cluster608,14.5
Area of Cluster609,14.5
Area of Cluster610,14.5
Area of Cluster611,14.5
Area of Cluster612,15.5
Area of Cluster613,15.5
Area of Cluster614,15.5
Area of Cluster615,15.5
Area of Cluster616,15.5
Area of Cluster617,16.0
Area of Cluster618,16.0
Area of Cluster619,16.0
Area of Cluster620,16.0
Area of Cluster621,16.0
Area of Cluster622,16.0
Area of Cluster623,16.5
Area of Cluster624,16.5
Area of Cluster625,16.5
Area of Cluster626,16.5
Area of Cluster627,17.0
Area of Cluster628,17.0
Area of Cluster629,17.0
Area of Cluster630,17.0
Area of Cluster631,17.0
Area of Cluster632,17.5
Area of Cluster633,17.5
Area of Cluster634,17.5
Area of Cluster635,17.5
Area of Cluster636,18.0
Area of Cluster637,18.5
Area of Cluster638,18.5
Area of Cluster639,18.5
Area of Cluster640,18.5
Area of Cluster641,19.0
Area of Cluster642,19.0
Area of Cluster643,19.0
Area of Cluster644,19.5
Area of Cluster645,19.5
Area of Cluster646,19.5
Area of Cluster647,20.0
Area of Cluster648,20.0
Area of Cluster649,20.0
Area of Cluster650,20.0
Area of Cluster651,20.5
Area of Cluster652,20.5
Area of Cluster653,20.5
Area of Cluster654,21.0
Area of Cluster655,21.5
Area of Cluster656,21.5
Area of Cluster657,21.5
Area of Cluster658,21.5
Area of Cluster659,21.5
Area of Cluster660,22.0
Area of Cluster661,22.0
Area of Cluster662,22.0
Area of Cluster663,22.5
Area of Cluster664,23.0
Area of Cluster665,23.0
Area of Cluster666,23.0
Area of Cluster667,23.0
Area of Cluster668,23.5
Area of Cluster669,23.5
Area of Cluster670,23.5
Area of Cluster671,24.0
Area of Cluster672,24.0
Area of Cluster673,24.5
Area of Cluster674,24.5
Area of Cluster675,24.5
Area of Cluster676,24.5
Area of Cluster677,24.5
Area of Cluster678,24.5
Area of Cluster679,25.0
Area of Cluster680,25.0
Area of Cluster681,25.0
Area of Cluster682,25.5
Area of Cluster683,26.5
Area of Cluster684,27.0
Area of Cluster685,27.0
Area of Cluster686,27.0
Area of Cluster687,27.0
Area of Cluster688,27.5
Area of Cluster689,27.5
Area of Cluster690,27.5
Area of Cluster691,27.5
Area of Cluster692,28.0
Area of Cluster693,28.0
Area of Cluster694,28.0
Area of Cluster695,28.0
Area of Cluster696,28.0
Area of Cluster697,28.5
Area of Cluster698,28.5
Area of Cluster699,28.5
Area of Cluster700,28.5
Area of Cluster701,28.5
Area of Cluster702,29.0
Area of Cluster703,29.0
Area of Cluster704,30.0
Area of Cluster705,30.0
Area of Cluster706,30.0
Area of Cluster707,30.0
Area of Cluster708,30.0
Area of Cluster709,30.5
Area of Cluster710,30.5
Area of Cluster711,30.5
Area of Cluster712,31.0
Area of Cluster713,31.0
Area of Cluster714,31.5
Area of Cluster715,32.0
Area of Cluster716,32.0
Area of Cluster717,32.5
Area of Cluster718,32.5
Area of Cluster719,32.5
Area of Cluster720,33.0
Area of Cluster721,33.0
Area of Cluster722,33.5
Area of Cluster723,34.0
Area of Cluster724,34.0
Area of Cluster725,34.0
Area of Cluster726,34.0
Area of Cluster727,34.5
Area of Cluster728,35.0
Area of Cluster729,35.0
Area of Cluster730,35.0
Area of Cluster731,35.5
Area of Cluster732,35.5
Area of Cluster733,35.5
Area of Cluster734,35.5
Area of Cluster735,36.0
Area of Cluster736,37.0
Area of Cluster737,37.0
Area of Cluster738,37.5
Area of Cluster739,37.5
Area of Cluster740,38.0
Area of Cluster741,38.0
Area of Cluster742,38.5
Area of Cluster743,39.0
Area of Cluster744,39.0
Area of Cluster745,40.0
Area of Cluster746,40.0
Area of Cluster747,40.5
Area of Cluster748,40.5
Area of Cluster749,41.0
Area of Cluster750,41.0
Area of Cluster751,41.5
Area of Cluster752,41.5
Area of Cluster753,42.0
Area of Cluster754,42.0
Area of Cluster755,42.0
Area of Cluster756,42.0
Area of Cluster757,42.5
Area of Cluster758,42.5
Area of Cluster759,43.0
Area of Cluster760,43.0
Area of Cluster761,44.0
Area of Cluster762,44.0
Area of Cluster763,44.0
Area of Cluster764,44.5
Area of Cluster765,45.0
Area of Cluster766,45.5
Area of Cluster767,45.5
Area of Cluster768,45.5
Area of Cluster769,45.5
Area of Cluster770,46.0
Area of Cluster771,46.5
Area of Cluster772,46.5
Area of Cluster773,46.5
Area of Cluster774,47.5
Area of Cluster775,48.0
Area of Cluster776,48.5
Area of Cluster777,49.0
Area of Cluster778,49.0
Area of Cluster779,49.0
Area of Cluster780,49.5
Area of Cluster781,49.5
Area of Cluster782,49.5
Area of Cluster783,49.5
Area of Cluster784,50.0
Area of Cluster785,50.0
Area of Cluster786,50.0
Area of Cluster787,50.5
Area of Cluster788,50.5
Area of Cluster789,51.5
Area of Cluster790,51.5
Area of Cluster791,52.0
Area of Cluster792,52.0
Area of Cluster793,52.5
Area of Cluster794,52.5
Area of Cluster795,52.5
Area of Cluster796,52.5
Area of Cluster797,53.5
Area of Cluster798,53.5
Area of Cluster799,53.5
Area of Cluster800,54.0
Area of Cluster801,54.0
Area of Cluster802,54.0
Area of Cluster803,55.0
Area of Cluster804,55.0
Area of Cluster805,55.5
Area of Cluster806,55.5
Area of Cluster807,56.0
Area of Cluster808,56.0
Area of Cluster809,56.0
Area of Cluster810,56.5
Area of Cluster811,56.5
Area of Cluster812,57.0
Area of Cluster813,57.5
Area of Cluster814,57.5
Area of Cluster815,57.5
Area of Cluster816,57.5
Area of Cluster817,58.0
Area of Cluster818,59.0
Area of Cluster819,59.0
Area of Cluster820,59.0
Area of Cluster821,59.0
Area of Cluster822,59.5
Area of Cluster823,59.5
Area of Cluster824,59.5
Area of Cluster825,59.5
Area of Cluster826,60.0
Area of Cluster827,60.5
Area of Cluster828,61.0
Area of Cluster829,61.5
Area of Cluster830,61.5
Area of Cluster831,62.0
Area of Cluster832,62.0
Area of Cluster833,62.0
Area of Cluster834,62.0
Area of Cluster835,62.5
Area of Cluster836,62.5
Area of Cluster837,65.0
Area of Cluster838,65.5
Area of Cluster839,67.0
Area of Cluster840,67.5
Area of Cluster841,68.0
Area of Cluster842,68.0
Area of Cluster843,68.5
Area of Cluster844,69.0
Area of Cluster845,69.0
Area of Cluster846,69.5
Area of Cluster847,70.0
Area of Cluster848,70.5
Area of Cluster849,70.5
Area of Cluster850,72.0
Area of Cluster851,72.5
Area of Cluster852,72.5
Area of Cluster853,73.0
Area of Cluster854,73.5
Area of Cluster855,74.5
Area of Cluster856,74.5
Area of Cluster857,75.0
Area of Cluster858,76.0
Area of Cluster859,76.0
Area of Cluster860,76.5
Area of Cluster861,77.0
Area of Cluster862,77.0
Area of Cluster863,77.0
Area of Cluster864,77.0
Area of Cluster865,77.0
Area of Cluster866,77.0
Area of Cluster867,78.0
Area of Cluster868,78.0
Area of Cluster869,78.5
Area of Cluster870,79.0
Area of Cluster871,79.5
Area of Cluster872,79.5
Area of Cluster873,79.5
Area of Cluster874,80.0
Area of Cluster875,80.5
Area of Cluster876,80.5
Area of Cluster877,80.5
Area of Cluster878,81.0
Area of Cluster879,81.0
Area of Cluster880,81.5
Area of Cluster881,82.0
Area of Cluster882,82.0
Area of Cluster883,83.0
Area of Cluster884,84.5
Area of Cluster885,86.0
Area of Cluster886,86.5
Area of Cluster887,87.0
Area of Cluster888,87.0
Area of Cluster889,87.5
Area of Cluster890,88.0
Area of Cluster891,88.5
Area of Cluster892,88.5
Area of Cluster893,91.0
Area of Cluster894,91.5
Area of Cluster895,91.5
Area of Cluster896,92.0
Area of Cluster897,92.0
Area of Cluster898,92.0
Area of Cluster899,93.0
Area of Cluster900,94.0
Area of Cluster901,95.5
Area of Cluster902,95.5
Area of Cluster903,96.0
Area of Cluster904,99.0
Area of Cluster905,99.5
Area of Cluster906,99.5
Area of Cluster907,100.0
Area of Cluster908,101.5
Area of Cluster909,102.0
Area of Cluster910,104.5
Area of Cluster911,105.0
Area of Cluster912,105.0
Area of Cluster913,106.0
Area of Cluster914,106.0
Area of Cluster915,107.0
Area of Cluster916,107.5
Area of Cluster917,108.0
Area of Cluster918,108.0
Area of Cluster919,108.0
Area of Cluster920,108.5
Area of Cluster921,108.5
Area of Cluster922,109.0
Area of Cluster923,109.5
Area of Cluster924,109.5
Area of Cluster925,110.0
Area of Cluster926,111.5
Area of Cluster927,112.0
Area of Cluster928,112.0
Area of Cluster929,112.0
Area of Cluster930,112.5
Area of Cluster931,113.5
Area of Cluster932,114.0
Area of Cluster933,114.5
Area of Cluster934,114.5
Area of Cluster935,115.0
Area of Cluster936,115.5
Area of Cluster937,116.5
Area of Cluster938,120.5
Area of Cluster939,120.5
Area of Cluster940,123.0
Area of Cluster941,123.5
Area of Cluster942,124.0
Area of Cluster943,125.5
Area of Cluster944,125.5
Area of Cluster945,127.0
Area of Cluster946,127.5
Area of Cluster947,129.0
Area of Cluster948,130.5
Area of Cluster949,131.0
Area of Cluster950,131.5
Area of Cluster951,131.5
Area of Cluster952,132.0
Area of Cluster953,133.0
Area of Cluster954,134.5
Area of Cluster955,135.0
Area of Cluster956,135.5
Area of Cluster957,135.5
Area of Cluster958,135.5
Area of Cluster959,136.5
Area of Cluster960,138.5
Area of Cluster961,142.5
Area of Cluster962,143.5
Area of Cluster963,145.0
Area of Cluster964,145.5
Area of Cluster965,145.5
Area of Cluster966,149.0
Area of Cluster967,150.0
Area of Cluster968,152.5
Area of Cluster969,154.5
Area of Cluster970,156.0
Area of Cluster971,157.5
Area of Cluster972,159.5
Area of Cluster973,159.5
Area of Cluster974,160.0
Area of Cluster975,161.5
Area of Cluster976,164.5
Area of Cluster977,167.0
Area of Cluster978,167.5
Area of Cluster979,170.0
Area of Cluster980,170.5
Area of Cluster981,171.5
Area of Cluster982,172.0
Area of Cluster983,174.0
Area of Cluster984,174.0
Area of Cluster985,176.5
Area of Cluster986,178.0
Area of Cluster987,178.0
Area of Cluster988,179.0
Area of Cluster989,180.5
Area of Cluster990,180.5
Area of Cluster991,182.0
Area of Cluster992,182.5
Area of Cluster993,182.5
Area of Cluster994,185.5
Area of Cluster995,186.5
Area of Cluster996,192.5
Area of Cluster997,193.0
Area of Cluster998,200.5
Area of Cluster999,201.5
Area of Cluster1000,202.0
Area of Cluster1001,205.0
Area of Cluster1002,206.5
Area of Cluster1003,207.5
Area of Cluster1004,208.0
Area of Cluster1005,209.0
Area of Cluster1006,213.0
Area of Cluster1007,213.0
Area of Cluster1008,215.5
Area of Cluster1009,215.5
Area of Cluster1010,223.5
Area of Cluster1011,224.5
Area of Cluster1012,224.5
Area of Cluster1013,244.0
Area of Cluster1014,252.5
Area of Cluster1015,261.0
Area of Cluster1016,262.5
Area of Cluster1017,265.5
Area of Cluster1018,273.0
Area of Cluster1019,275.0
Area of Cluster1020,275.5
Area of Cluster1021,277.0
Area of Cluster1022,282.5
Area of Cluster1023,284.0
Area of Cluster1024,286.5
Area of Cluster1025,294.0
Area of Cluster1026,295.0
Area of Cluster1027,295.5
Area of Cluster1028,297.0
Area of Cluster1029,302.5
Area of Cluster1030,303.5
Area of Cluster1031,304.0
Area of Cluster1032,310.0
Area of Cluster1033,310.0
Area of Cluster1034,314.0
Area of Cluster1035,316.0
Area of Cluster1036,326.5
Area of Cluster1037,328.5
Area of Cluster1038,332.5
Area of Cluster1039,335.0
Area of Cluster1040,337.5
Area of Cluster1041,338.0
Area of Cluster1042,341.0
Area of Cluster1043,341.5
Area of Cluster1044,357.0
Area of Cluster1045,361.0
Area of Cluster1046,367.0
Area of Cluster1047,372.0
Area of Cluster1048,374.0
Area of Cluster1049,379.0
Area of Cluster1050,380.0
Area of Cluster1051,386.5
Area of Cluster1052,389.5
Area of Cluster1053,392.5
Area of Cluster1054,413.0
Area of Cluster1055,422.0
Area of Cluster1056,425.0
Area of Cluster1057,428.0
Area of Cluster1058,434.0
Area of Cluster1059,450.0
Area of Cluster1060,465.5
Area of Cluster1061,484.0
Area of Cluster1062,533.0
Area of Cluster1063,541.5
Area of Cluster1064,623.5
Area of Cluster1065,661.0
Area of Cluster1066,663.0
Area of Cluster1067,688.5
Area of Cluster1068,786.5
