exp5_5_2,Number of Total Clusters
Area of Cluster297,1.5
Area of Cluster298,1.5
Area of Cluster299,1.5
Area of Cluster300,1.5
Area of Cluster301,1.5
Area of Cluster302,1.5
Area of Cluster303,1.5
Area of Cluster304,1.5
Area of Cluster305,1.5
Area of Cluster306,1.5
Area of Cluster307,1.5
Area of Cluster308,1.5
Area of Cluster309,1.5
Area of Cluster310,1.5
Area of Cluster311,2.0
Area of Cluster312,2.0
Area of Cluster313,2.0
Area of Cluster314,2.0
Area of Cluster315,2.0
Area of Cluster316,2.0
Area of Cluster317,2.0
Area of Cluster318,2.0
Area of Cluster319,2.0
Area of Cluster320,2.0
Area of Cluster321,2.0
Area of Cluster322,2.0
Area of Cluster323,2.0
Area of Cluster324,2.0
Area of Cluster325,2.0
Area of Cluster326,2.0
Area of Cluster327,2.0
Area of Cluster328,2.0
Area of Cluster329,2.0
Area of Cluster330,2.0
Area of Cluster331,2.0
Area of Cluster332,2.0
Area of Cluster333,2.0
Area of Cluster334,2.0
Area of Cluster335,2.0
Area of Cluster336,2.0
Area of Cluster337,2.5
Area of Cluster338,2.5
Area of Cluster339,2.5
Area of Cluster340,2.5
Area of Cluster341,2.5
Area of Cluster342,2.5
Area of Cluster343,2.5
Area of Cluster344,2.5
Area of Cluster345,2.5
Area of Cluster346,2.5
Area of Cluster347,2.5
Area of Cluster348,2.5
Area of Cluster349,2.5
Area of Cluster350,2.5
Area of Cluster351,2.5
Area of Cluster352,2.5
Area of Cluster353,2.5
Area of Cluster354,2.5
Area of Cluster355,3.0
Area of Cluster356,3.0
Area of Cluster357,3.0
Area of Cluster358,3.0
Area of Cluster359,3.0
Area of Cluster360,3.0
Area of Cluster361,3.0
Area of Cluster362,3.0
Area of Cluster363,3.0
Area of Cluster364,3.0
Area of Cluster365,3.0
Area of Cluster366,3.0
Area of Cluster367,3.0
Area of Cluster368,3.0
Area of Cluster369,3.0
Area of Cluster370,3.0
Area of Cluster371,3.0
Area of Cluster372,3.0
Area of Cluster373,3.0
Area of Cluster374,3.0
Area of Cluster375,3.0
Area of Cluster376,3.5
Area of Cluster377,3.5
Area of Cluster378,3.5
Area of Cluster379,3.5
Area of Cluster380,3.5
Area of Cluster381,3.5
Area of Cluster382,3.5
Area of Cluster383,3.5
Area of Cluster384,3.5
Area of Cluster385,3.5
Area of Cluster386,3.5
Area of Cluster387,3.5
Area of Cluster388,3.5
Area of Cluster389,3.5
Area of Cluster390,3.5
Area of Cluster391,4.0
Area of Cluster392,4.0
Area of Cluster393,4.0
Area of Cluster394,4.0
Area of Cluster395,4.0
Area of Cluster396,4.0
Area of Cluster397,4.0
Area of Cluster398,4.0
Area of Cluster399,4.0
Area of Cluster400,4.0
Area of Cluster401,4.0
Area of Cluster402,4.0
Area of Cluster403,4.0
Area of Cluster404,4.0
Area of Cluster405,4.0
Area of Cluster406,4.0
Area of Cluster407,4.0
Area of Cluster408,4.0
Area of Cluster409,4.0
Area of Cluster410,4.0
Area of Cluster411,4.0
Area of Cluster412,4.0
Area of Cluster413,4.0
Area of Cluster414,4.0
Area of Cluster415,4.0
Area of Cluster416,4.0
Area of Cluster417,4.5
Area of Cluster418,4.5
Area of Cluster419,4.5
Area of Cluster420,4.5
Area of Cluster421,4.5
Area of Cluster422,4.5
Area of Cluster423,4.5
Area of Cluster424,4.5
Area of Cluster425,4.5
Area of Cluster426,4.5
Area of Cluster427,4.5
Area of Cluster428,4.5
Area of Cluster429,4.5
Area of Cluster430,4.5
Area of Cluster431,4.5
Area of Cluster432,4.5
Area of Cluster433,4.5
Area of Cluster434,4.5
Area of Cluster435,5.0
Area of Cluster436,5.0
Area of Cluster437,5.0
Area of Cluster438,5.0
Area of Cluster439,5.0
Area of Cluster440,5.0
Area of Cluster441,5.0
Area of Cluster442,5.0
Area of Cluster443,5.0
Area of Cluster444,5.0
Area of Cluster445,5.0
Area of Cluster446,5.0
Area of Cluster447,5.0
Area of Cluster448,5.0
Area of Cluster449,5.0
Area of Cluster450,5.0
Area of Cluster451,5.5
Area of Cluster452,5.5
Area of Cluster453,5.5
Area of Cluster454,5.5
Area of Cluster455,5.5
Area of Cluster456,5.5
Area of Cluster457,5.5
Area of Cluster458,5.5
Area of Cluster459,5.5
Area of Cluster460,5.5
Area of Cluster461,5.5
Area of Cluster462,5.5
Area of Cluster463,5.5
Area of Cluster464,5.5
Area of Cluster465,5.5
Area of Cluster466,5.5
Area of Cluster467,5.5
Area of Cluster468,6.0
Area of Cluster469,6.0
Area of Cluster470,6.0
Area of Cluster471,6.0
Area of Cluster472,6.0
Area of Cluster473,6.0
Area of Cluster474,6.0
Area of Cluster475,6.0
Area of Cluster476,6.0
Area of Cluster477,6.0
Area of Cluster478,6.0
Area of Cluster479,6.5
Area of Cluster480,6.5
Area of Cluster481,6.5
Area of Cluster482,6.5
Area of Cluster483,6.5
Area of Cluster484,6.5
Area of Cluster485,6.5
Area of Cluster486,6.5
Area of Cluster487,6.5
Area of Cluster488,6.5
Area of Cluster489,6.5
Area of Cluster490,6.5
Area of Cluster491,6.5
Area of Cluster492,6.5
Area of Cluster493,7.0
Area of Cluster494,7.0
Area of Cluster495,7.0
Area of Cluster496,7.0
Area of Cluster497,7.0
Area of Cluster498,7.0
Area of Cluster499,7.0
Area of Cluster500,7.0
Area of Cluster501,7.0
Area of Cluster502,7.5
Area of Cluster503,7.5
Area of Cluster504,7.5
Area of Cluster505,7.5
Area of Cluster506,7.5
Area of Cluster507,7.5
Area of Cluster508,7.5
Area of Cluster509,7.5
Area of Cluster510,8.0
Area of Cluster511,8.0
Area of Cluster512,8.0
Area of Cluster513,8.0
Area of Cluster514,8.0
Area of Cluster515,8.0
Area of Cluster516,8.0
Area of Cluster517,8.0
Area of Cluster518,8.0
Area of Cluster519,8.0
Area of Cluster520,8.0
Area of Cluster521,8.5
Area of Cluster522,8.5
Area of Cluster523,8.5
Area of Cluster524,8.5
Area of Cluster525,8.5
Area of Cluster526,8.5
Area of Cluster527,8.5
Area of Cluster528,8.5
Area of Cluster529,8.5
Area of Cluster530,8.5
Area of Cluster531,8.5
Area of Cluster532,9.0
Area of Cluster533,9.0
Area of Cluster534,9.0
Area of Cluster535,9.0
Area of Cluster536,9.0
Area of Cluster537,9.0
Area of Cluster538,9.0
Area of Cluster539,9.0
Area of Cluster540,9.0
Area of Cluster541,9.0
Area of Cluster542,9.0
Area of Cluster543,9.0
Area of Cluster544,9.5
Area of Cluster545,9.5
Area of Cluster546,9.5
Area of Cluster547,9.5
Area of Cluster548,9.5
Area of Cluster549,9.5
Area of Cluster550,9.5
Area of Cluster551,9.5
Area of Cluster552,9.5
Area of Cluster553,10.0
Area of Cluster554,10.0
Area of Cluster555,10.0
Area of Cluster556,10.0
Area of Cluster557,10.0
Area of Cluster558,10.0
Area of Cluster559,10.0
Area of Cluster560,10.0
Area of Cluster561,10.0
Area of Cluster562,10.5
Area of Cluster563,10.5
Area of Cluster564,10.5
Area of Cluster565,10.5
Area of Cluster566,10.5
Area of Cluster567,10.5
Area of Cluster568,10.5
Area of Cluster569,11.0
Area of Cluster570,11.0
Area of Cluster571,11.0
Area of Cluster572,11.0
Area of Cluster573,11.5
Area of Cluster574,11.5
Area of Cluster575,11.5
Area of Cluster576,11.5
Area of Cluster577,11.5
Area of Cluster578,11.5
Area of Cluster579,11.5
Area of Cluster580,11.5
Area of Cluster581,11.5
Area of Cluster582,11.5
Area of Cluster583,11.5
Area of Cluster584,11.5
Area of Cluster585,11.5
Area of Cluster586,12.0
Area of Cluster587,12.0
Area of Cluster588,12.0
Area of Cluster589,12.5
Area of Cluster590,12.5
Area of Cluster591,12.5
Area of Cluster592,12.5
Area of Cluster593,13.0
Area of Cluster594,13.0
Area of Cluster595,13.0
Area of Cluster596,13.0
Area of Cluster597,13.0
Area of Cluster598,13.0
Area of Cluster599,13.0
Area of Cluster600,13.5
Area of Cluster601,13.5
Area of Cluster602,13.5
Area of Cluster603,13.5
Area of Cluster604,13.5
Area of Cluster605,13.5
Area of Cluster606,13.5
Area of Cluster607,13.5
Area of Cluster608,13.5
Area of Cluster609,14.0
Area of Cluster610,14.0
Area of Cluster611,14.0
Area of Cluster612,14.0
Area of Cluster613,14.0
Area of Cluster614,14.0
Area of Cluster615,14.0
Area of Cluster616,14.0
Area of Cluster617,14.5
Area of Cluster618,14.5
Area of Cluster619,14.5
Area of Cluster620,14.5
Area of Cluster621,14.5
Area of Cluster622,14.5
Area of Cluster623,14.5
Area of Cluster624,14.5
Area of Cluster625,15.0
Area of Cluster626,15.0
Area of Cluster627,15.0
Area of Cluster628,15.5
Area of Cluster629,15.5
Area of Cluster630,16.0
Area of Cluster631,16.0
Area of Cluster632,16.0
Area of Cluster633,16.0
Area of Cluster634,16.0
Area of Cluster635,16.5
Area of Cluster636,16.5
Area of Cluster637,16.5
Area of Cluster638,16.5
Area of Cluster639,16.5
Area of Cluster640,16.5
Area of Cluster641,17.0
Area of Cluster642,17.5
Area of Cluster643,17.5
Area of Cluster644,17.5
Area of Cluster645,17.5
Area of Cluster646,17.5
Area of Cluster647,18.0
Area of Cluster648,18.0
Area of Cluster649,18.0
Area of Cluster650,18.0
Area of Cluster651,18.0
Area of Cluster652,18.5
Area of Cluster653,18.5
Area of Cluster654,18.5
Area of Cluster655,18.5
Area of Cluster656,18.5
Area of Cluster657,19.0
Area of Cluster658,19.0
Area of Cluster659,19.0
Area of Cluster660,19.0
Area of Cluster661,19.0
Area of Cluster662,19.5
Area of Cluster663,19.5
Area of Cluster664,19.5
Area of Cluster665,19.5
Area of Cluster666,20.0
Area of Cluster667,20.0
Area of Cluster668,20.0
Area of Cluster669,20.0
Area of Cluster670,20.0
Area of Cluster671,20.0
Area of Cluster672,20.0
Area of Cluster673,20.5
Area of Cluster674,20.5
Area of Cluster675,20.5
Area of Cluster676,20.5
Area of Cluster677,21.0
Area of Cluster678,21.0
Area of Cluster679,21.0
Area of Cluster680,21.0
Area of Cluster681,21.0
Area of Cluster682,21.0
Area of Cluster683,21.0
Area of Cluster684,21.0
Area of Cluster685,21.5
Area of Cluster686,21.5
Area of Cluster687,21.5
Area of Cluster688,22.0
Area of Cluster689,22.5
Area of Cluster690,22.5
Area of Cluster691,22.5
Area of Cluster692,22.5
Area of Cluster693,22.5
Area of Cluster694,23.0
Area of Cluster695,23.0
Area of Cluster696,23.0
Area of Cluster697,23.0
Area of Cluster698,23.0
Area of Cluster699,23.5
Area of Cluster700,23.5
Area of Cluster701,23.5
Area of Cluster702,23.5
Area of Cluster703,23.5
Area of Cluster704,24.0
Area of Cluster705,24.0
Area of Cluster706,24.0
Area of Cluster707,24.0
Area of Cluster708,24.0
Area of Cluster709,24.0
Area of Cluster710,24.5
Area of Cluster711,24.5
Area of Cluster712,24.5
Area of Cluster713,25.0
Area of Cluster714,25.0
Area of Cluster715,25.0
Area of Cluster716,25.0
Area of Cluster717,25.0
Area of Cluster718,25.0
Area of Cluster719,25.5
Area of Cluster720,25.5
Area of Cluster721,25.5
Area of Cluster722,25.5
Area of Cluster723,26.0
Area of Cluster724,26.0
Area of Cluster725,26.0
Area of Cluster726,26.0
Area of Cluster727,26.0
Area of Cluster728,26.0
Area of Cluster729,26.5
Area of Cluster730,26.5
Area of Cluster731,26.5
Area of Cluster732,26.5
Area of Cluster733,27.0
Area of Cluster734,27.0
Area of Cluster735,27.5
Area of Cluster736,27.5
Area of Cluster737,27.5
Area of Cluster738,28.0
Area of Cluster739,28.0
Area of Cluster740,28.5
Area of Cluster741,28.5
Area of Cluster742,28.5
Area of Cluster743,28.5
Area of Cluster744,29.0
Area of Cluster745,29.0
Area of Cluster746,29.5
Area of Cluster747,29.5
Area of Cluster748,29.5
Area of Cluster749,29.5
Area of Cluster750,29.5
Area of Cluster751,30.0
Area of Cluster752,30.0
Area of Cluster753,30.5
Area of Cluster754,30.5
Area of Cluster755,30.5
Area of Cluster756,30.5
Area of Cluster757,30.5
Area of Cluster758,30.5
Area of Cluster759,30.5
Area of Cluster760,31.0
Area of Cluster761,31.0
Area of Cluster762,31.5
Area of Cluster763,31.5
Area of Cluster764,31.5
Area of Cluster765,31.5
Area of Cluster766,31.5
Area of Cluster767,32.0
Area of Cluster768,32.0
Area of Cluster769,32.0
Area of Cluster770,32.5
Area of Cluster771,32.5
Area of Cluster772,32.5
Area of Cluster773,33.0
Area of Cluster774,33.0
Area of Cluster775,33.5
Area of Cluster776,33.5
Area of Cluster777,33.5
Area of Cluster778,33.5
Area of Cluster779,33.5
Area of Cluster780,33.5
Area of Cluster781,33.5
Area of Cluster782,34.0
Area of Cluster783,34.0
Area of Cluster784,34.0
Area of Cluster785,34.0
Area of Cluster786,34.5
Area of Cluster787,34.5
Area of Cluster788,34.5
Area of Cluster789,34.5
Area of Cluster790,35.0
Area of Cluster791,35.0
Area of Cluster792,35.0
Area of Cluster793,35.5
Area of Cluster794,35.5
Area of Cluster795,35.5
Area of Cluster796,35.5
Area of Cluster797,36.0
Area of Cluster798,36.0
Area of Cluster799,36.0
Area of Cluster800,36.5
Area of Cluster801,36.5
Area of Cluster802,36.5
Area of Cluster803,37.0
Area of Cluster804,37.5
Area of Cluster805,37.5
Area of Cluster806,37.5
Area of Cluster807,38.0
Area of Cluster808,38.0
Area of Cluster809,38.0
Area of Cluster810,38.5
Area of Cluster811,38.5
Area of Cluster812,38.5
Area of Cluster813,38.5
Area of Cluster814,39.0
Area of Cluster815,39.0
Area of Cluster816,39.5
Area of Cluster817,39.5
Area of Cluster818,40.0
Area of Cluster819,40.0
Area of Cluster820,40.0
Area of Cluster821,40.5
Area of Cluster822,40.5
Area of Cluster823,41.0
Area of Cluster824,41.5
Area of Cluster825,42.0
Area of Cluster826,42.0
Area of Cluster827,42.0
Area of Cluster828,42.0
Area of Cluster829,42.0
Area of Cluster830,42.0
Area of Cluster831,42.5
Area of Cluster832,42.5
Area of Cluster833,43.5
Area of Cluster834,43.5
Area of Cluster835,43.5
Area of Cluster836,43.5
Area of Cluster837,43.5
Area of Cluster838,44.0
Area of Cluster839,44.0
Area of Cluster840,44.5
Area of Cluster841,44.5
Area of Cluster842,44.5
Area of Cluster843,45.0
Area of Cluster844,45.0
Area of Cluster845,45.5
Area of Cluster846,45.5
Area of Cluster847,46.0
Area of Cluster848,46.0
Area of Cluster849,46.0
Area of Cluster850,46.5
Area of Cluster851,46.5
Area of Cluster852,46.5
Area of Cluster853,47.0
Area of Cluster854,47.0
Area of Cluster855,47.5
Area of Cluster856,47.5
Area of Cluster857,48.0
Area of Cluster858,48.5
Area of Cluster859,48.5
Area of Cluster860,48.5
Area of Cluster861,48.5
Area of Cluster862,48.5
Area of Cluster863,48.5
Area of Cluster864,49.0
Area of Cluster865,49.0
Area of Cluster866,49.5
Area of Cluster867,49.5
Area of Cluster868,50.0
Area of Cluster869,50.5
Area of Cluster870,51.0
Area of Cluster871,52.0
Area of Cluster872,52.0
Area of Cluster873,52.5
Area of Cluster874,52.5
Area of Cluster875,52.5
Area of Cluster876,53.5
Area of Cluster877,54.0
Area of Cluster878,54.5
Area of Cluster879,54.5
Area of Cluster880,55.0
Area of Cluster881,55.0
Area of Cluster882,55.0
Area of Cluster883,55.0
Area of Cluster884,56.0
Area of Cluster885,56.0
Area of Cluster886,56.5
Area of Cluster887,57.0
Area of Cluster888,57.0
Area of Cluster889,57.0
Area of Cluster890,57.5
Area of Cluster891,57.5
Area of Cluster892,58.0
Area of Cluster893,58.0
Area of Cluster894,58.5
Area of Cluster895,59.0
Area of Cluster896,59.0
Area of Cluster897,60.0
Area of Cluster898,60.0
Area of Cluster899,60.5
Area of Cluster900,60.5
Area of Cluster901,61.0
Area of Cluster902,61.0
Area of Cluster903,61.5
Area of Cluster904,62.5
Area of Cluster905,62.5
Area of Cluster906,62.5
Area of Cluster907,62.5
Area of Cluster908,62.5
Area of Cluster909,63.0
Area of Cluster910,63.5
Area of Cluster911,65.0
Area of Cluster912,65.5
Area of Cluster913,66.5
Area of Cluster914,67.0
Area of Cluster915,67.0
Area of Cluster916,67.5
Area of Cluster917,67.5
Area of Cluster918,68.0
Area of Cluster919,68.0
Area of Cluster920,68.0
Area of Cluster921,68.5
Area of Cluster922,68.5
Area of Cluster923,68.5
Area of Cluster924,69.0
Area of Cluster925,69.5
Area of Cluster926,69.5
Area of Cluster927,70.0
Area of Cluster928,70.0
Area of Cluster929,70.5
Area of Cluster930,71.5
Area of Cluster931,71.5
Area of Cluster932,71.5
Area of Cluster933,72.5
Area of Cluster934,73.0
Area of Cluster935,73.5
Area of Cluster936,74.0
Area of Cluster937,74.0
Area of Cluster938,74.0
Area of Cluster939,74.0
Area of Cluster940,74.0
Area of Cluster941,74.0
Area of Cluster942,74.5
Area of Cluster943,74.5
Area of Cluster944,76.0
Area of Cluster945,76.0
Area of Cluster946,76.0
Area of Cluster947,76.0
Area of Cluster948,76.5
Area of Cluster949,76.5
Area of Cluster950,76.5
Area of Cluster951,78.5
Area of Cluster952,79.0
Area of Cluster953,79.0
Area of Cluster954,79.0
Area of Cluster955,79.5
Area of Cluster956,79.5
Area of Cluster957,80.0
Area of Cluster958,81.0
Area of Cluster959,81.5
Area of Cluster960,82.0
Area of Cluster961,82.5
Area of Cluster962,83.0
Area of Cluster963,83.5
Area of Cluster964,85.5
Area of Cluster965,86.0
Area of Cluster966,86.5
Area of Cluster967,87.0
Area of Cluster968,88.5
Area of Cluster969,90.0
Area of Cluster970,90.0
Area of Cluster971,90.5
Area of Cluster972,91.0
Area of Cluster973,91.0
Area of Cluster974,91.5
Area of Cluster975,92.0
Area of Cluster976,92.5
Area of Cluster977,92.5
Area of Cluster978,93.5
Area of Cluster979,94.0
Area of Cluster980,94.5
Area of Cluster981,94.5
Area of Cluster982,95.5
Area of Cluster983,96.0
Area of Cluster984,97.0
Area of Cluster985,98.0
Area of Cluster986,98.5
Area of Cluster987,99.0
Area of Cluster988,99.0
Area of Cluster989,99.5
Area of Cluster990,99.5
Area of Cluster991,100.5
Area of Cluster992,100.5
Area of Cluster993,100.5
Area of Cluster994,100.5
Area of Cluster995,101.0
Area of Cluster996,101.0
Area of Cluster997,103.5
Area of Cluster998,104.5
Area of Cluster999,105.0
Area of Cluster1000,106.0
Area of Cluster1001,106.5
Area of Cluster1002,107.5
Area of Cluster1003,108.5
Area of Cluster1004,109.5
Area of Cluster1005,110.5
Area of Cluster1006,110.5
Area of Cluster1007,112.5
Area of Cluster1008,112.5
Area of Cluster1009,112.5
Area of Cluster1010,113.0
Area of Cluster1011,114.0
Area of Cluster1012,114.5
Area of Cluster1013,115.0
Area of Cluster1014,115.0
Area of Cluster1015,117.0
Area of Cluster1016,118.0
Area of Cluster1017,119.5
Area of Cluster1018,119.5
Area of Cluster1019,121.5
Area of Cluster1020,121.5
Area of Cluster1021,122.0
Area of Cluster1022,122.0
Area of Cluster1023,122.0
Area of Cluster1024,124.0
Area of Cluster1025,127.5
Area of Cluster1026,128.0
Area of Cluster1027,128.5
Area of Cluster1028,129.5
Area of Cluster1029,129.5
Area of Cluster1030,131.5
Area of Cluster1031,132.0
Area of Cluster1032,133.5
Area of Cluster1033,133.5
Area of Cluster1034,134.0
Area of Cluster1035,134.0
Area of Cluster1036,134.0
Area of Cluster1037,134.5
Area of Cluster1038,137.0
Area of Cluster1039,139.0
Area of Cluster1040,140.0
Area of Cluster1041,140.0
Area of Cluster1042,142.0
Area of Cluster1043,146.0
Area of Cluster1044,146.0
Area of Cluster1045,147.5
Area of Cluster1046,151.0
Area of Cluster1047,155.0
Area of Cluster1048,161.5
Area of Cluster1049,162.0
Area of Cluster1050,166.5
Area of Cluster1051,167.0
Area of Cluster1052,168.5
Area of Cluster1053,169.0
Area of Cluster1054,175.5
Area of Cluster1055,177.5
Area of Cluster1056,177.5
Area of Cluster1057,180.5
Area of Cluster1058,184.0
Area of Cluster1059,187.0
Area of Cluster1060,187.5
Area of Cluster1061,191.0
Area of Cluster1062,192.0
Area of Cluster1063,196.0
Area of Cluster1064,202.5
Area of Cluster1065,202.5
Area of Cluster1066,209.0
Area of Cluster1067,209.5
Area of Cluster1068,210.5
