exp5_5_1,Number of Total Clusters
Area of Cluster83,0.0
Area of Cluster84,0.0
Area of Cluster85,0.0
Area of Cluster86,0.0
Area of Cluster87,0.0
Area of Cluster88,0.0
Area of Cluster89,0.0
Area of Cluster90,0.0
Area of Cluster91,0.0
Area of Cluster92,0.0
Area of Cluster93,0.0
Area of Cluster94,0.0
Area of Cluster95,0.0
Area of Cluster96,0.0
Area of Cluster97,0.0
Area of Cluster98,0.0
Area of Cluster99,0.0
Area of Cluster100,0.0
Area of Cluster101,0.0
Area of Cluster102,0.0
Area of Cluster103,0.0
Area of Cluster104,0.0
Area of Cluster105,0.0
Area of Cluster106,0.0
Area of Cluster107,0.0
Area of Cluster108,0.0
Area of Cluster109,0.0
Area of Cluster110,0.0
Area of Cluster111,0.0
Area of Cluster112,0.0
Area of Cluster113,0.0
Area of Cluster114,0.0
Area of Cluster115,0.0
Area of Cluster116,0.0
Area of Cluster117,0.0
Area of Cluster118,0.0
Area of Cluster119,0.0
Area of Cluster120,0.0
Area of Cluster121,0.0
Area of Cluster122,0.0
Area of Cluster123,0.0
Area of Cluster124,0.0
Area of Cluster125,0.0
Area of Cluster126,0.0
Area of Cluster127,0.0
Area of Cluster128,0.0
Area of Cluster129,0.0
Area of Cluster130,0.0
Area of Cluster131,0.0
Area of Cluster132,0.0
Area of Cluster133,0.0
Area of Cluster134,0.0
Area of Cluster135,0.0
Area of Cluster136,0.0
Area of Cluster137,0.0
Area of Cluster138,0.0
Area of Cluster139,0.0
Area of Cluster140,0.0
Area of Cluster141,0.0
Area of Cluster142,0.0
Area of Cluster143,0.0
Area of Cluster144,0.0
Area of Cluster145,0.0
Area of Cluster146,0.0
Area of Cluster147,0.0
Area of Cluster148,0.0
Area of Cluster149,0.0
Area of Cluster150,0.0
Area of Cluster151,0.0
Area of Cluster152,0.0
Area of Cluster153,0.0
Area of Cluster154,0.0
Area of Cluster155,0.0
Area of Cluster156,0.0
Area of Cluster157,0.0
Area of Cluster158,0.0
Area of Cluster159,0.0
Area of Cluster160,0.0
Area of Cluster161,0.0
Area of Cluster162,0.0
Area of Cluster163,0.0
Area of Cluster164,0.0
Area of Cluster165,0.0
Area of Cluster166,0.0
Area of Cluster167,0.0
Area of Cluster168,0.0
Area of Cluster169,0.0
Area of Cluster170,0.0
Area of Cluster171,0.0
Area of Cluster172,0.0
Area of Cluster173,0.0
Area of Cluster174,0.0
Area of Cluster175,0.0
Area of Cluster176,0.0
Area of Cluster177,0.0
Area of Cluster178,0.0
Area of Cluster179,0.0
Area of Cluster180,0.0
Area of Cluster181,0.0
Area of Cluster182,0.0
Area of Cluster183,0.0
Area of Cluster184,0.0
Area of Cluster185,0.0
Area of Cluster186,0.0
Area of Cluster187,0.0
Area of Cluster188,0.0
Area of Cluster189,0.0
Area of Cluster190,0.0
Area of Cluster191,0.0
Area of Cluster192,0.0
Area of Cluster193,0.0
Area of Cluster194,0.0
Area of Cluster195,0.0
Area of Cluster196,0.0
Area of Cluster197,0.0
Area of Cluster198,0.0
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.0
Area of Cluster212,0.0
Area of Cluster213,0.0
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.5
Area of Cluster232,0.5
Area of Cluster233,0.5
Area of Cluster234,0.5
Area of Cluster235,0.5
Area of Cluster236,0.5
Area of Cluster237,0.5
Area of Cluster238,0.5
Area of Cluster239,0.5
Area of Cluster240,0.5
Area of Cluster241,0.5
Area of Cluster242,0.5
Area of Cluster243,0.5
Area of Cluster244,0.5
Area of Cluster245,0.5
Area of Cluster246,0.5
Area of Cluster247,0.5
Area of Cluster248,0.5
Area of Cluster249,0.5
Area of Cluster250,0.5
Area of Cluster251,0.5
Area of Cluster252,0.5
Area of Cluster253,0.5
Area of Cluster254,0.5
Area of Cluster255,0.5
Area of Cluster256,0.5
Area of Cluster257,0.5
Area of Cluster258,0.5
Area of Cluster259,0.5
Area of Cluster260,0.5
Area of Cluster261,0.5
Area of Cluster262,0.5
Area of Cluster263,0.5
Area of Cluster264,0.5
Area of Cluster265,1.0
Area of Cluster266,1.0
Area of Cluster267,1.0
Area of Cluster268,1.0
Area of Cluster269,1.0
Area of Cluster270,1.0
Area of Cluster271,1.0
Area of Cluster272,1.0
Area of Cluster273,1.0
Area of Cluster274,1.0
Area of Cluster275,1.0
Area of Cluster276,1.0
Area of Cluster277,1.0
Area of Cluster278,1.0
Area of Cluster279,1.0
Area of Cluster280,1.0
Area of Cluster281,1.0
Area of Cluster282,1.0
Area of Cluster283,1.0
Area of Cluster284,1.0
Area of Cluster285,1.0
Area of Cluster286,1.0
Area of Cluster287,1.0
Area of Cluster288,1.0
Area of Cluster289,1.0
Area of Cluster290,1.0
Area of Cluster291,1.0
Area of Cluster292,1.0
Area of Cluster293,1.0
Area of Cluster294,1.0
Area of Cluster295,1.0
Area of Cluster296,1.0
Area of Cluster297,1.0
Area of Cluster298,1.0
Area of Cluster299,1.0
Area of Cluster300,1.5
Area of Cluster301,1.5
Area of Cluster302,1.5
Area of Cluster303,1.5
Area of Cluster304,1.5
Area of Cluster305,1.5
Area of Cluster306,1.5
Area of Cluster307,1.5
Area of Cluster308,1.5
Area of Cluster309,1.5
Area of Cluster310,1.5
Area of Cluster311,1.5
Area of Cluster312,1.5
Area of Cluster313,1.5
Area of Cluster314,1.5
Area of Cluster315,1.5
Area of Cluster316,1.5
Area of Cluster317,1.5
Area of Cluster318,1.5
Area of Cluster319,1.5
Area of Cluster320,1.5
Area of Cluster321,1.5
Area of Cluster322,1.5
Area of Cluster323,1.5
Area of Cluster324,1.5
Area of Cluster325,2.0
Area of Cluster326,2.0
Area of Cluster327,2.0
Area of Cluster328,2.0
Area of Cluster329,2.0
Area of Cluster330,2.0
Area of Cluster331,2.0
Area of Cluster332,2.0
Area of Cluster333,2.0
Area of Cluster334,2.0
Area of Cluster335,2.0
Area of Cluster336,2.0
Area of Cluster337,2.0
Area of Cluster338,2.0
Area of Cluster339,2.0
Area of Cluster340,2.0
Area of Cluster341,2.0
Area of Cluster342,2.0
Area of Cluster343,2.0
Area of Cluster344,2.0
Area of Cluster345,2.0
Area of Cluster346,2.0
Area of Cluster347,2.0
Area of Cluster348,2.0
Area of Cluster349,2.0
Area of Cluster350,2.0
Area of Cluster351,2.0
Area of Cluster352,2.0
Area of Cluster353,2.0
Area of Cluster354,2.0
Area of Cluster355,2.0
Area of Cluster356,2.0
Area of Cluster357,2.0
Area of Cluster358,2.0
Area of Cluster359,2.5
Area of Cluster360,2.5
Area of Cluster361,2.5
Area of Cluster362,2.5
Area of Cluster363,2.5
Area of Cluster364,2.5
Area of Cluster365,2.5
Area of Cluster366,2.5
Area of Cluster367,2.5
Area of Cluster368,2.5
Area of Cluster369,3.0
Area of Cluster370,3.0
Area of Cluster371,3.0
Area of Cluster372,3.0
Area of Cluster373,3.0
Area of Cluster374,3.0
Area of Cluster375,3.0
Area of Cluster376,3.0
Area of Cluster377,3.0
Area of Cluster378,3.0
Area of Cluster379,3.0
Area of Cluster380,3.0
Area of Cluster381,3.0
Area of Cluster382,3.0
Area of Cluster383,3.0
Area of Cluster384,3.5
Area of Cluster385,3.5
Area of Cluster386,3.5
Area of Cluster387,3.5
Area of Cluster388,3.5
Area of Cluster389,3.5
Area of Cluster390,3.5
Area of Cluster391,3.5
Area of Cluster392,3.5
Area of Cluster393,3.5
Area of Cluster394,3.5
Area of Cluster395,3.5
Area of Cluster396,3.5
Area of Cluster397,3.5
Area of Cluster398,3.5
Area of Cluster399,3.5
Area of Cluster400,4.0
Area of Cluster401,4.0
Area of Cluster402,4.0
Area of Cluster403,4.0
Area of Cluster404,4.0
Area of Cluster405,4.0
Area of Cluster406,4.0
Area of Cluster407,4.0
Area of Cluster408,4.0
Area of Cluster409,4.0
Area of Cluster410,4.0
Area of Cluster411,4.0
Area of Cluster412,4.0
Area of Cluster413,4.0
Area of Cluster414,4.0
Area of Cluster415,4.0
Area of Cluster416,4.0
Area of Cluster417,4.0
Area of Cluster418,4.0
Area of Cluster419,4.0
Area of Cluster420,4.5
Area of Cluster421,4.5
Area of Cluster422,4.5
Area of Cluster423,4.5
Area of Cluster424,4.5
Area of Cluster425,4.5
Area of Cluster426,4.5
Area of Cluster427,5.0
Area of Cluster428,5.0
Area of Cluster429,5.0
Area of Cluster430,5.0
Area of Cluster431,5.0
Area of Cluster432,5.0
Area of Cluster433,5.0
Area of Cluster434,5.0
Area of Cluster435,5.0
Area of Cluster436,5.0
Area of Cluster437,5.0
Area of Cluster438,5.0
Area of Cluster439,5.0
Area of Cluster440,5.0
Area of Cluster441,5.0
Area of Cluster442,5.5
Area of Cluster443,5.5
Area of Cluster444,5.5
Area of Cluster445,5.5
Area of Cluster446,5.5
Area of Cluster447,5.5
Area of Cluster448,5.5
Area of Cluster449,5.5
Area of Cluster450,5.5
Area of Cluster451,5.5
Area of Cluster452,5.5
Area of Cluster453,5.5
Area of Cluster454,5.5
Area of Cluster455,5.5
Area of Cluster456,5.5
Area of Cluster457,5.5
Area of Cluster458,6.0
Area of Cluster459,6.0
Area of Cluster460,6.0
Area of Cluster461,6.0
Area of Cluster462,6.0
Area of Cluster463,6.0
Area of Cluster464,6.0
Area of Cluster465,6.5
Area of Cluster466,6.5
Area of Cluster467,6.5
Area of Cluster468,7.0
Area of Cluster469,7.0
Area of Cluster470,7.0
Area of Cluster471,7.0
Area of Cluster472,7.0
Area of Cluster473,7.0
Area of Cluster474,7.0
Area of Cluster475,7.5
Area of Cluster476,7.5
Area of Cluster477,7.5
Area of Cluster478,7.5
Area of Cluster479,7.5
Area of Cluster480,7.5
Area of Cluster481,7.5
Area of Cluster482,7.5
Area of Cluster483,7.5
Area of Cluster484,7.5
Area of Cluster485,7.5
Area of Cluster486,8.0
Area of Cluster487,8.0
Area of Cluster488,8.5
Area of Cluster489,8.5
Area of Cluster490,8.5
Area of Cluster491,8.5
Area of Cluster492,8.5
Area of Cluster493,8.5
Area of Cluster494,8.5
Area of Cluster495,8.5
Area of Cluster496,8.5
Area of Cluster497,8.5
Area of Cluster498,8.5
Area of Cluster499,8.5
Area of Cluster500,8.5
Area of Cluster501,9.0
Area of Cluster502,9.0
Area of Cluster503,9.0
Area of Cluster504,9.0
Area of Cluster505,9.5
Area of Cluster506,9.5
Area of Cluster507,10.0
Area of Cluster508,10.0
Area of Cluster509,10.0
Area of Cluster510,10.0
Area of Cluster511,10.0
Area of Cluster512,10.0
Area of Cluster513,10.0
Area of Cluster514,10.5
Area of Cluster515,10.5
Area of Cluster516,10.5
Area of Cluster517,11.0
Area of Cluster518,11.0
Area of Cluster519,11.0
Area of Cluster520,11.0
Area of Cluster521,11.0
Area of Cluster522,11.0
Area of Cluster523,11.0
Area of Cluster524,11.0
Area of Cluster525,11.0
Area of Cluster526,11.0
Area of Cluster527,11.0
Area of Cluster528,11.0
Area of Cluster529,11.0
Area of Cluster530,11.5
Area of Cluster531,11.5
Area of Cluster532,11.5
Area of Cluster533,11.5
Area of Cluster534,11.5
Area of Cluster535,11.5
Area of Cluster536,12.0
Area of Cluster537,12.0
Area of Cluster538,12.0
Area of Cluster539,12.5
Area of Cluster540,12.5
Area of Cluster541,12.5
Area of Cluster542,12.5
Area of Cluster543,12.5
Area of Cluster544,12.5
Area of Cluster545,12.5
Area of Cluster546,12.5
Area of Cluster547,12.5
Area of Cluster548,12.5
Area of Cluster549,12.5
Area of Cluster550,13.0
Area of Cluster551,13.0
Area of Cluster552,13.0
Area of Cluster553,13.0
Area of Cluster554,13.0
Area of Cluster555,14.0
Area of Cluster556,14.0
Area of Cluster557,14.0
Area of Cluster558,14.0
Area of Cluster559,14.0
Area of Cluster560,14.0
Area of Cluster561,14.0
Area of Cluster562,14.0
Area of Cluster563,14.5
Area of Cluster564,14.5
Area of Cluster565,14.5
Area of Cluster566,14.5
Area of Cluster567,14.5
Area of Cluster568,14.5
Area of Cluster569,15.0
Area of Cluster570,15.0
Area of Cluster571,15.0
Area of Cluster572,15.0
Area of Cluster573,15.5
Area of Cluster574,15.5
Area of Cluster575,15.5
Area of Cluster576,15.5
Area of Cluster577,16.0
Area of Cluster578,16.0
Area of Cluster579,16.0
Area of Cluster580,16.5
Area of Cluster581,16.5
Area of Cluster582,16.5
Area of Cluster583,16.5
Area of Cluster584,16.5
Area of Cluster585,17.5
Area of Cluster586,17.5
Area of Cluster587,17.5
Area of Cluster588,18.0
Area of Cluster589,18.0
Area of Cluster590,18.0
Area of Cluster591,18.0
Area of Cluster592,18.0
Area of Cluster593,18.0
Area of Cluster594,18.5
Area of Cluster595,18.5
Area of Cluster596,18.5
Area of Cluster597,18.5
Area of Cluster598,18.5
Area of Cluster599,18.5
Area of Cluster600,19.0
Area of Cluster601,19.0
Area of Cluster602,19.0
Area of Cluster603,19.0
Area of Cluster604,19.0
Area of Cluster605,19.5
Area of Cluster606,19.5
Area of Cluster607,19.5
Area of Cluster608,19.5
Area of Cluster609,19.5
Area of Cluster610,20.0
Area of Cluster611,20.0
Area of Cluster612,20.0
Area of Cluster613,20.0
Area of Cluster614,20.0
Area of Cluster615,20.5
Area of Cluster616,20.5
Area of Cluster617,20.5
Area of Cluster618,20.5
Area of Cluster619,21.0
Area of Cluster620,21.0
Area of Cluster621,21.0
Area of Cluster622,21.5
Area of Cluster623,21.5
Area of Cluster624,21.5
Area of Cluster625,22.0
Area of Cluster626,22.0
Area of Cluster627,22.0
Area of Cluster628,22.0
Area of Cluster629,22.0
Area of Cluster630,22.5
Area of Cluster631,22.5
Area of Cluster632,23.0
Area of Cluster633,23.0
Area of Cluster634,23.5
Area of Cluster635,23.5
Area of Cluster636,23.5
Area of Cluster637,23.5
Area of Cluster638,24.0
Area of Cluster639,24.5
Area of Cluster640,24.5
Area of Cluster641,24.5
Area of Cluster642,24.5
Area of Cluster643,24.5
Area of Cluster644,25.5
Area of Cluster645,25.5
Area of Cluster646,25.5
Area of Cluster647,26.5
Area of Cluster648,26.5
Area of Cluster649,26.5
Area of Cluster650,26.5
Area of Cluster651,26.5
Area of Cluster652,27.0
Area of Cluster653,27.0
Area of Cluster654,28.0
Area of Cluster655,28.0
Area of Cluster656,28.5
Area of Cluster657,28.5
Area of Cluster658,29.0
Area of Cluster659,29.0
Area of Cluster660,29.5
Area of Cluster661,29.5
Area of Cluster662,29.5
Area of Cluster663,30.0
Area of Cluster664,30.0
Area of Cluster665,30.0
Area of Cluster666,30.5
Area of Cluster667,30.5
Area of Cluster668,31.0
Area of Cluster669,31.0
Area of Cluster670,31.0
Area of Cluster671,31.5
Area of Cluster672,31.5
Area of Cluster673,31.5
Area of Cluster674,32.0
Area of Cluster675,32.0
Area of Cluster676,32.5
Area of Cluster677,32.5
Area of Cluster678,32.5
Area of Cluster679,33.0
Area of Cluster680,33.0
Area of Cluster681,33.5
Area of Cluster682,33.5
Area of Cluster683,33.5
Area of Cluster684,34.0
Area of Cluster685,34.5
Area of Cluster686,35.0
Area of Cluster687,35.0
Area of Cluster688,35.0
Area of Cluster689,35.0
Area of Cluster690,35.0
Area of Cluster691,35.5
Area of Cluster692,36.0
Area of Cluster693,36.0
Area of Cluster694,36.5
Area of Cluster695,36.5
Area of Cluster696,36.5
Area of Cluster697,37.0
Area of Cluster698,38.0
Area of Cluster699,38.0
Area of Cluster700,38.0
Area of Cluster701,39.0
Area of Cluster702,39.5
Area of Cluster703,40.0
Area of Cluster704,40.0
Area of Cluster705,40.5
Area of Cluster706,40.5
Area of Cluster707,40.5
Area of Cluster708,41.0
Area of Cluster709,41.0
Area of Cluster710,41.0
Area of Cluster711,41.0
Area of Cluster712,42.0
Area of Cluster713,42.5
Area of Cluster714,42.5
Area of Cluster715,42.5
Area of Cluster716,43.0
Area of Cluster717,43.0
Area of Cluster718,43.0
Area of Cluster719,43.5
Area of Cluster720,44.0
Area of Cluster721,44.5
Area of Cluster722,44.5
Area of Cluster723,44.5
Area of Cluster724,44.5
Area of Cluster725,45.0
Area of Cluster726,45.0
Area of Cluster727,45.0
Area of Cluster728,45.5
Area of Cluster729,46.0
Area of Cluster730,46.0
Area of Cluster731,46.5
Area of Cluster732,47.0
Area of Cluster733,47.5
Area of Cluster734,47.5
Area of Cluster735,48.0
Area of Cluster736,48.0
Area of Cluster737,48.0
Area of Cluster738,48.0
Area of Cluster739,48.5
Area of Cluster740,48.5
Area of Cluster741,49.0
Area of Cluster742,49.5
Area of Cluster743,49.5
Area of Cluster744,51.5
Area of Cluster745,52.5
Area of Cluster746,53.0
Area of Cluster747,53.0
Area of Cluster748,53.5
Area of Cluster749,53.5
Area of Cluster750,54.0
Area of Cluster751,54.0
Area of Cluster752,54.0
Area of Cluster753,54.0
Area of Cluster754,54.5
Area of Cluster755,54.5
Area of Cluster756,54.5
Area of Cluster757,55.0
Area of Cluster758,55.0
Area of Cluster759,55.5
Area of Cluster760,55.5
Area of Cluster761,56.0
Area of Cluster762,56.0
Area of Cluster763,57.0
Area of Cluster764,57.5
Area of Cluster765,57.5
Area of Cluster766,57.5
Area of Cluster767,58.0
Area of Cluster768,58.0
Area of Cluster769,58.5
Area of Cluster770,58.5
Area of Cluster771,58.5
Area of Cluster772,58.5
Area of Cluster773,58.5
Area of Cluster774,58.5
Area of Cluster775,59.0
Area of Cluster776,59.5
Area of Cluster777,60.0
Area of Cluster778,60.0
Area of Cluster779,60.0
Area of Cluster780,60.5
Area of Cluster781,60.5
Area of Cluster782,60.5
Area of Cluster783,61.0
Area of Cluster784,61.0
Area of Cluster785,61.5
Area of Cluster786,62.0
Area of Cluster787,62.5
Area of Cluster788,62.5
Area of Cluster789,62.5
Area of Cluster790,63.0
Area of Cluster791,63.0
Area of Cluster792,63.0
Area of Cluster793,63.0
Area of Cluster794,63.5
Area of Cluster795,63.5
Area of Cluster796,64.0
Area of Cluster797,64.5
Area of Cluster798,64.5
Area of Cluster799,65.0
Area of Cluster800,65.5
Area of Cluster801,65.5
Area of Cluster802,65.5
Area of Cluster803,66.0
Area of Cluster804,66.0
Area of Cluster805,66.0
Area of Cluster806,66.0
Area of Cluster807,66.5
Area of Cluster808,66.5
Area of Cluster809,67.0
Area of Cluster810,67.5
Area of Cluster811,68.0
Area of Cluster812,68.0
Area of Cluster813,68.0
Area of Cluster814,68.0
Area of Cluster815,68.5
Area of Cluster816,69.0
Area of Cluster817,69.5
Area of Cluster818,69.5
Area of Cluster819,69.5
Area of Cluster820,70.0
Area of Cluster821,70.5
Area of Cluster822,71.0
Area of Cluster823,71.5
Area of Cluster824,71.5
Area of Cluster825,72.5
Area of Cluster826,73.5
Area of Cluster827,74.5
Area of Cluster828,75.5
Area of Cluster829,75.5
Area of Cluster830,75.5
Area of Cluster831,75.5
Area of Cluster832,76.5
Area of Cluster833,77.5
Area of Cluster834,77.5
Area of Cluster835,77.5
Area of Cluster836,78.0
Area of Cluster837,78.0
Area of Cluster838,78.0
Area of Cluster839,79.0
Area of Cluster840,79.0
Area of Cluster841,80.0
Area of Cluster842,80.0
Area of Cluster843,81.0
Area of Cluster844,82.0
Area of Cluster845,82.0
Area of Cluster846,82.5
Area of Cluster847,82.5
Area of Cluster848,83.0
Area of Cluster849,84.5
Area of Cluster850,85.5
Area of Cluster851,86.0
Area of Cluster852,86.5
Area of Cluster853,86.5
Area of Cluster854,87.5
Area of Cluster855,87.5
Area of Cluster856,90.5
Area of Cluster857,91.0
Area of Cluster858,91.5
Area of Cluster859,91.5
Area of Cluster860,92.0
Area of Cluster861,93.0
Area of Cluster862,94.0
Area of Cluster863,95.0
Area of Cluster864,95.0
Area of Cluster865,96.5
Area of Cluster866,97.0
Area of Cluster867,97.5
Area of Cluster868,98.0
Area of Cluster869,98.0
Area of Cluster870,98.5
Area of Cluster871,99.0
Area of Cluster872,100.5
Area of Cluster873,101.0
Area of Cluster874,101.0
Area of Cluster875,101.5
Area of Cluster876,102.0
Area of Cluster877,102.0
Area of Cluster878,102.0
Area of Cluster879,104.5
Area of Cluster880,105.0
Area of Cluster881,106.0
Area of Cluster882,106.5
Area of Cluster883,107.5
Area of Cluster884,108.0
Area of Cluster885,109.0
Area of Cluster886,109.0
Area of Cluster887,114.5
Area of Cluster888,114.5
Area of Cluster889,115.0
Area of Cluster890,116.5
Area of Cluster891,120.0
Area of Cluster892,120.5
Area of Cluster893,122.5
Area of Cluster894,124.5
Area of Cluster895,124.5
Area of Cluster896,125.0
Area of Cluster897,125.0
Area of Cluster898,125.0
Area of Cluster899,126.0
Area of Cluster900,129.0
Area of Cluster901,129.5
Area of Cluster902,131.0
Area of Cluster903,134.0
Area of Cluster904,134.0
Area of Cluster905,134.5
Area of Cluster906,136.5
Area of Cluster907,138.5
Area of Cluster908,139.0
Area of Cluster909,139.0
Area of Cluster910,139.5
Area of Cluster911,140.0
Area of Cluster912,140.0
Area of Cluster913,141.0
Area of Cluster914,142.5
Area of Cluster915,142.5
Area of Cluster916,143.5
Area of Cluster917,143.5
Area of Cluster918,145.0
Area of Cluster919,146.0
Area of Cluster920,146.5
Area of Cluster921,147.5
Area of Cluster922,148.0
Area of Cluster923,149.0
Area of Cluster924,149.5
Area of Cluster925,151.0
Area of Cluster926,152.0
Area of Cluster927,152.0
Area of Cluster928,153.0
Area of Cluster929,154.5
Area of Cluster930,155.0
Area of Cluster931,157.0
Area of Cluster932,157.5
Area of Cluster933,160.5
Area of Cluster934,164.0
Area of Cluster935,165.0
Area of Cluster936,165.0
Area of Cluster937,165.5
Area of Cluster938,165.5
Area of Cluster939,167.5
Area of Cluster940,168.5
Area of Cluster941,168.5
Area of Cluster942,170.5
Area of Cluster943,172.0
Area of Cluster944,172.0
Area of Cluster945,172.5
Area of Cluster946,173.0
Area of Cluster947,174.0
Area of Cluster948,174.5
Area of Cluster949,175.0
Area of Cluster950,176.0
Area of Cluster951,176.5
Area of Cluster952,177.5
Area of Cluster953,182.5
Area of Cluster954,183.0
Area of Cluster955,184.0
Area of Cluster956,185.5
Area of Cluster957,189.0
Area of Cluster958,189.5
Area of Cluster959,191.5
Area of Cluster960,194.5
Area of Cluster961,196.0
Area of Cluster962,196.5
Area of Cluster963,196.5
Area of Cluster964,199.5
Area of Cluster965,199.5
Area of Cluster966,201.0
Area of Cluster967,201.5
Area of Cluster968,201.5
Area of Cluster969,203.5
Area of Cluster970,204.0
Area of Cluster971,206.5
Area of Cluster972,209.0
Area of Cluster973,210.0
Area of Cluster974,210.5
Area of Cluster975,212.0
Area of Cluster976,212.5
Area of Cluster977,213.0
Area of Cluster978,216.0
Area of Cluster979,218.5
Area of Cluster980,222.5
Area of Cluster981,223.0
Area of Cluster982,223.5
Area of Cluster983,225.0
Area of Cluster984,226.5
Area of Cluster985,228.0
Area of Cluster986,238.0
Area of Cluster987,241.5
Area of Cluster988,242.5
Area of Cluster989,243.5
Area of Cluster990,244.5
Area of Cluster991,248.0
Area of Cluster992,249.5
Area of Cluster993,250.5
Area of Cluster994,255.5
Area of Cluster995,257.0
Area of Cluster996,264.5
Area of Cluster997,271.0
Area of Cluster998,275.0
Area of Cluster999,278.5
Area of Cluster1000,284.0
Area of Cluster1001,287.0
Area of Cluster1002,287.5
Area of Cluster1003,298.0
Area of Cluster1004,305.0
Area of Cluster1005,313.5
Area of Cluster1006,314.5
Area of Cluster1007,317.0
Area of Cluster1008,318.0
Area of Cluster1009,318.5
Area of Cluster1010,334.0
Area of Cluster1011,334.5
Area of Cluster1012,335.0
Area of Cluster1013,337.0
Area of Cluster1014,346.5
Area of Cluster1015,352.0
Area of Cluster1016,375.5
Area of Cluster1017,378.0
Area of Cluster1018,379.0
Area of Cluster1019,379.0
Area of Cluster1020,383.0
Area of Cluster1021,391.0
Area of Cluster1022,439.5
Area of Cluster1023,472.5
Area of Cluster1024,476.0
Area of Cluster1025,486.0
Area of Cluster1026,498.5
Area of Cluster1027,507.5
Area of Cluster1028,532.5
Area of Cluster1029,542.5
Area of Cluster1030,558.0
Area of Cluster1031,565.0
Area of Cluster1032,579.0
Area of Cluster1033,618.5
Area of Cluster1034,630.0
Area of Cluster1035,642.5
Area of Cluster1036,646.0
Area of Cluster1037,684.5
Area of Cluster1038,686.5
Area of Cluster1039,788.5
Area of Cluster1040,849.0
Area of Cluster1041,854.5
Area of Cluster1042,1044.0
Area of Cluster1043,1047.0
Area of Cluster1044,1835.5
Area of Cluster1045,2727.5
