exp7_7_1,Number of Total Clusters
Area of Cluster412,3.5
Area of Cluster413,3.5
Area of Cluster414,3.5
Area of Cluster415,3.5
Area of Cluster416,3.5
Area of Cluster417,3.5
Area of Cluster418,3.5
Area of Cluster419,3.5
Area of Cluster420,3.5
Area of Cluster421,3.5
Area of Cluster422,3.5
Area of Cluster423,3.5
Area of Cluster424,3.5
Area of Cluster425,3.5
Area of Cluster426,3.5
Area of Cluster427,4.0
Area of Cluster428,4.0
Area of Cluster429,4.0
Area of Cluster430,4.0
Area of Cluster431,4.0
Area of Cluster432,4.0
Area of Cluster433,4.0
Area of Cluster434,4.0
Area of Cluster435,4.0
Area of Cluster436,4.0
Area of Cluster437,4.0
Area of Cluster438,4.0
Area of Cluster439,4.0
Area of Cluster440,4.0
Area of Cluster441,4.0
Area of Cluster442,4.5
Area of Cluster443,4.5
Area of Cluster444,4.5
Area of Cluster445,4.5
Area of Cluster446,4.5
Area of Cluster447,4.5
Area of Cluster448,4.5
Area of Cluster449,4.5
Area of Cluster450,4.5
Area of Cluster451,4.5
Area of Cluster452,5.0
Area of Cluster453,5.0
Area of Cluster454,5.0
Area of Cluster455,5.0
Area of Cluster456,5.0
Area of Cluster457,5.0
Area of Cluster458,5.0
Area of Cluster459,5.0
Area of Cluster460,5.0
Area of Cluster461,5.0
Area of Cluster462,5.0
Area of Cluster463,5.0
Area of Cluster464,5.0
Area of Cluster465,5.0
Area of Cluster466,5.0
Area of Cluster467,5.0
Area of Cluster468,5.0
Area of Cluster469,5.0
Area of Cluster470,5.0
Area of Cluster471,5.0
Area of Cluster472,5.0
Area of Cluster473,5.0
Area of Cluster474,5.5
Area of Cluster475,5.5
Area of Cluster476,5.5
Area of Cluster477,5.5
Area of Cluster478,5.5
Area of Cluster479,5.5
Area of Cluster480,5.5
Area of Cluster481,5.5
Area of Cluster482,5.5
Area of Cluster483,5.5
Area of Cluster484,5.5
Area of Cluster485,5.5
Area of Cluster486,5.5
Area of Cluster487,5.5
Area of Cluster488,5.5
Area of Cluster489,6.0
Area of Cluster490,6.0
Area of Cluster491,6.0
Area of Cluster492,6.0
Area of Cluster493,6.0
Area of Cluster494,6.0
Area of Cluster495,6.0
Area of Cluster496,6.0
Area of Cluster497,6.0
Area of Cluster498,6.5
Area of Cluster499,6.5
Area of Cluster500,6.5
Area of Cluster501,6.5
Area of Cluster502,6.5
Area of Cluster503,6.5
Area of Cluster504,6.5
Area of Cluster505,7.0
Area of Cluster506,7.0
Area of Cluster507,7.0
Area of Cluster508,7.0
Area of Cluster509,7.0
Area of Cluster510,7.0
Area of Cluster511,7.0
Area of Cluster512,7.0
Area of Cluster513,7.0
Area of Cluster514,7.0
Area of Cluster515,7.0
Area of Cluster516,7.0
Area of Cluster517,7.0
Area of Cluster518,7.0
Area of Cluster519,7.0
Area of Cluster520,7.0
Area of Cluster521,7.5
Area of Cluster522,7.5
Area of Cluster523,7.5
Area of Cluster524,7.5
Area of Cluster525,7.5
Area of Cluster526,7.5
Area of Cluster527,7.5
Area of Cluster528,7.5
Area of Cluster529,7.5
Area of Cluster530,7.5
Area of Cluster531,7.5
Area of Cluster532,7.5
Area of Cluster533,7.5
Area of Cluster534,7.5
Area of Cluster535,7.5
Area of Cluster536,8.0
Area of Cluster537,8.0
Area of Cluster538,8.0
Area of Cluster539,8.0
Area of Cluster540,8.0
Area of Cluster541,8.0
Area of Cluster542,8.0
Area of Cluster543,8.0
Area of Cluster544,8.0
Area of Cluster545,8.0
Area of Cluster546,8.0
Area of Cluster547,8.0
Area of Cluster548,8.0
Area of Cluster549,8.0
Area of Cluster550,8.5
Area of Cluster551,8.5
Area of Cluster552,8.5
Area of Cluster553,8.5
Area of Cluster554,8.5
Area of Cluster555,8.5
Area of Cluster556,8.5
Area of Cluster557,8.5
Area of Cluster558,8.5
Area of Cluster559,8.5
Area of Cluster560,8.5
Area of Cluster561,9.0
Area of Cluster562,9.0
Area of Cluster563,9.0
Area of Cluster564,9.0
Area of Cluster565,9.0
Area of Cluster566,9.5
Area of Cluster567,9.5
Area of Cluster568,9.5
Area of Cluster569,9.5
Area of Cluster570,9.5
Area of Cluster571,9.5
Area of Cluster572,9.5
Area of Cluster573,9.5
Area of Cluster574,9.5
Area of Cluster575,9.5
Area of Cluster576,10.0
Area of Cluster577,10.0
Area of Cluster578,10.0
Area of Cluster579,10.0
Area of Cluster580,10.0
Area of Cluster581,10.5
Area of Cluster582,10.5
Area of Cluster583,10.5
Area of Cluster584,10.5
Area of Cluster585,10.5
Area of Cluster586,10.5
Area of Cluster587,11.0
Area of Cluster588,11.0
Area of Cluster589,11.0
Area of Cluster590,11.0
Area of Cluster591,11.0
Area of Cluster592,11.0
Area of Cluster593,11.0
Area of Cluster594,11.0
Area of Cluster595,11.0
Area of Cluster596,11.0
Area of Cluster597,11.0
Area of Cluster598,11.5
Area of Cluster599,11.5
Area of Cluster600,11.5
Area of Cluster601,11.5
Area of Cluster602,11.5
Area of Cluster603,11.5
Area of Cluster604,11.5
Area of Cluster605,11.5
Area of Cluster606,11.5
Area of Cluster607,12.0
Area of Cluster608,12.0
Area of Cluster609,12.0
Area of Cluster610,12.0
Area of Cluster611,12.0
Area of Cluster612,12.0
Area of Cluster613,12.0
Area of Cluster614,12.5
Area of Cluster615,12.5
Area of Cluster616,12.5
Area of Cluster617,12.5
Area of Cluster618,13.0
Area of Cluster619,13.0
Area of Cluster620,13.0
Area of Cluster621,13.0
Area of Cluster622,13.0
Area of Cluster623,13.0
Area of Cluster624,13.0
Area of Cluster625,13.0
Area of Cluster626,13.0
Area of Cluster627,13.0
Area of Cluster628,13.5
Area of Cluster629,13.5
Area of Cluster630,13.5
Area of Cluster631,13.5
Area of Cluster632,13.5
Area of Cluster633,14.0
Area of Cluster634,14.0
Area of Cluster635,14.0
Area of Cluster636,14.0
Area of Cluster637,14.5
Area of Cluster638,14.5
Area of Cluster639,14.5
Area of Cluster640,14.5
Area of Cluster641,14.5
Area of Cluster642,14.5
Area of Cluster643,15.0
Area of Cluster644,15.0
Area of Cluster645,15.0
Area of Cluster646,15.0
Area of Cluster647,15.0
Area of Cluster648,15.0
Area of Cluster649,15.0
Area of Cluster650,15.5
Area of Cluster651,15.5
Area of Cluster652,15.5
Area of Cluster653,15.5
Area of Cluster654,15.5
Area of Cluster655,16.0
Area of Cluster656,16.0
Area of Cluster657,16.0
Area of Cluster658,16.0
Area of Cluster659,16.5
Area of Cluster660,16.5
Area of Cluster661,16.5
Area of Cluster662,17.0
Area of Cluster663,17.0
Area of Cluster664,17.0
Area of Cluster665,17.0
Area of Cluster666,17.0
Area of Cluster667,17.5
Area of Cluster668,17.5
Area of Cluster669,17.5
Area of Cluster670,17.5
Area of Cluster671,18.0
Area of Cluster672,18.0
Area of Cluster673,18.0
Area of Cluster674,18.0
Area of Cluster675,18.0
Area of Cluster676,18.0
Area of Cluster677,18.0
Area of Cluster678,18.0
Area of Cluster679,18.0
Area of Cluster680,18.5
Area of Cluster681,18.5
Area of Cluster682,18.5
Area of Cluster683,18.5
Area of Cluster684,18.5
Area of Cluster685,19.0
Area of Cluster686,19.0
Area of Cluster687,19.0
Area of Cluster688,19.0
Area of Cluster689,19.0
Area of Cluster690,19.5
Area of Cluster691,19.5
Area of Cluster692,19.5
Area of Cluster693,19.5
Area of Cluster694,19.5
Area of Cluster695,20.0
Area of Cluster696,20.0
Area of Cluster697,20.0
Area of Cluster698,20.5
Area of Cluster699,20.5
Area of Cluster700,21.0
Area of Cluster701,21.0
Area of Cluster702,21.0
Area of Cluster703,21.0
Area of Cluster704,21.0
Area of Cluster705,21.0
Area of Cluster706,21.0
Area of Cluster707,21.5
Area of Cluster708,21.5
Area of Cluster709,21.5
Area of Cluster710,22.0
Area of Cluster711,22.0
Area of Cluster712,22.0
Area of Cluster713,22.0
Area of Cluster714,22.0
Area of Cluster715,22.0
Area of Cluster716,22.5
Area of Cluster717,22.5
Area of Cluster718,22.5
Area of Cluster719,22.5
Area of Cluster720,23.0
Area of Cluster721,23.0
Area of Cluster722,23.0
Area of Cluster723,23.0
Area of Cluster724,23.0
Area of Cluster725,23.5
Area of Cluster726,23.5
Area of Cluster727,23.5
Area of Cluster728,24.0
Area of Cluster729,24.5
Area of Cluster730,24.5
Area of Cluster731,24.5
Area of Cluster732,24.5
Area of Cluster733,25.0
Area of Cluster734,25.0
Area of Cluster735,25.5
Area of Cluster736,26.0
Area of Cluster737,26.0
Area of Cluster738,26.0
Area of Cluster739,26.0
Area of Cluster740,26.0
Area of Cluster741,26.0
Area of Cluster742,26.0
Area of Cluster743,26.0
Area of Cluster744,26.0
Area of Cluster745,26.5
Area of Cluster746,26.5
Area of Cluster747,27.0
Area of Cluster748,27.0
Area of Cluster749,27.0
Area of Cluster750,27.0
Area of Cluster751,27.0
Area of Cluster752,27.5
Area of Cluster753,27.5
Area of Cluster754,27.5
Area of Cluster755,27.5
Area of Cluster756,27.5
Area of Cluster757,27.5
Area of Cluster758,27.5
Area of Cluster759,28.0
Area of Cluster760,28.0
Area of Cluster761,28.0
Area of Cluster762,28.0
Area of Cluster763,28.0
Area of Cluster764,28.5
Area of Cluster765,28.5
Area of Cluster766,28.5
Area of Cluster767,28.5
Area of Cluster768,29.0
Area of Cluster769,29.0
Area of Cluster770,29.0
Area of Cluster771,29.5
Area of Cluster772,29.5
Area of Cluster773,29.5
Area of Cluster774,30.0
Area of Cluster775,30.0
Area of Cluster776,30.0
Area of Cluster777,30.0
Area of Cluster778,30.5
Area of Cluster779,30.5
Area of Cluster780,30.5
Area of Cluster781,31.0
Area of Cluster782,31.0
Area of Cluster783,31.5
Area of Cluster784,31.5
Area of Cluster785,31.5
Area of Cluster786,31.5
Area of Cluster787,31.5
Area of Cluster788,32.0
Area of Cluster789,32.0
Area of Cluster790,32.0
Area of Cluster791,32.0
Area of Cluster792,32.5
Area of Cluster793,32.5
Area of Cluster794,32.5
Area of Cluster795,32.5
Area of Cluster796,33.0
Area of Cluster797,33.0
Area of Cluster798,33.5
Area of Cluster799,33.5
Area of Cluster800,33.5
Area of Cluster801,34.0
Area of Cluster802,34.0
Area of Cluster803,34.0
Area of Cluster804,34.5
Area of Cluster805,34.5
Area of Cluster806,35.0
Area of Cluster807,35.0
Area of Cluster808,35.0
Area of Cluster809,35.5
Area of Cluster810,35.5
Area of Cluster811,35.5
Area of Cluster812,36.5
Area of Cluster813,36.5
Area of Cluster814,36.5
Area of Cluster815,37.5
Area of Cluster816,37.5
Area of Cluster817,38.0
Area of Cluster818,38.0
Area of Cluster819,39.0
Area of Cluster820,39.5
Area of Cluster821,40.0
Area of Cluster822,40.5
Area of Cluster823,40.5
Area of Cluster824,41.0
Area of Cluster825,41.0
Area of Cluster826,41.0
Area of Cluster827,41.0
Area of Cluster828,41.0
Area of Cluster829,41.5
Area of Cluster830,41.5
Area of Cluster831,42.0
Area of Cluster832,42.0
Area of Cluster833,42.5
Area of Cluster834,42.5
Area of Cluster835,42.5
Area of Cluster836,42.5
Area of Cluster837,42.5
Area of Cluster838,42.5
Area of Cluster839,43.0
Area of Cluster840,43.0
Area of Cluster841,43.0
Area of Cluster842,44.0
Area of Cluster843,44.0
Area of Cluster844,44.5
Area of Cluster845,44.5
Area of Cluster846,45.0
Area of Cluster847,45.5
Area of Cluster848,45.5
Area of Cluster849,46.5
Area of Cluster850,46.5
Area of Cluster851,46.5
Area of Cluster852,46.5
Area of Cluster853,46.5
Area of Cluster854,47.0
Area of Cluster855,47.0
Area of Cluster856,47.5
Area of Cluster857,48.0
Area of Cluster858,48.0
Area of Cluster859,48.5
Area of Cluster860,48.5
Area of Cluster861,48.5
Area of Cluster862,49.0
Area of Cluster863,49.0
Area of Cluster864,49.0
Area of Cluster865,49.0
Area of Cluster866,49.0
Area of Cluster867,49.5
Area of Cluster868,49.5
Area of Cluster869,49.5
Area of Cluster870,49.5
Area of Cluster871,49.5
Area of Cluster872,50.0
Area of Cluster873,50.5
Area of Cluster874,50.5
Area of Cluster875,50.5
Area of Cluster876,51.0
Area of Cluster877,51.5
Area of Cluster878,51.5
Area of Cluster879,53.5
Area of Cluster880,53.5
Area of Cluster881,54.0
Area of Cluster882,54.0
Area of Cluster883,54.0
Area of Cluster884,55.0
Area of Cluster885,55.5
Area of Cluster886,55.5
Area of Cluster887,56.0
Area of Cluster888,56.5
Area of Cluster889,57.0
Area of Cluster890,57.0
Area of Cluster891,57.5
Area of Cluster892,58.0
Area of Cluster893,58.0
Area of Cluster894,58.0
Area of Cluster895,59.0
Area of Cluster896,59.0
Area of Cluster897,59.5
Area of Cluster898,60.0
Area of Cluster899,60.0
Area of Cluster900,60.0
Area of Cluster901,60.5
Area of Cluster902,60.5
Area of Cluster903,60.5
Area of Cluster904,60.5
Area of Cluster905,61.0
Area of Cluster906,61.0
Area of Cluster907,61.5
Area of Cluster908,61.5
Area of Cluster909,61.5
Area of Cluster910,62.0
Area of Cluster911,62.0
Area of Cluster912,62.5
Area of Cluster913,63.0
Area of Cluster914,63.5
Area of Cluster915,63.5
Area of Cluster916,64.0
Area of Cluster917,64.5
Area of Cluster918,65.0
Area of Cluster919,65.5
Area of Cluster920,65.5
Area of Cluster921,65.5
Area of Cluster922,65.5
Area of Cluster923,66.0
Area of Cluster924,66.0
Area of Cluster925,66.5
Area of Cluster926,67.0
Area of Cluster927,68.0
Area of Cluster928,68.0
Area of Cluster929,68.0
Area of Cluster930,68.5
Area of Cluster931,69.0
Area of Cluster932,70.0
Area of Cluster933,70.0
Area of Cluster934,70.5
Area of Cluster935,71.0
Area of Cluster936,71.5
Area of Cluster937,71.5
Area of Cluster938,71.5
Area of Cluster939,72.0
Area of Cluster940,73.5
Area of Cluster941,74.0
Area of Cluster942,74.0
Area of Cluster943,75.5
Area of Cluster944,75.5
Area of Cluster945,76.5
Area of Cluster946,76.5
Area of Cluster947,76.5
Area of Cluster948,76.5
Area of Cluster949,78.5
Area of Cluster950,79.0
Area of Cluster951,81.0
Area of Cluster952,82.0
Area of Cluster953,82.5
Area of Cluster954,82.5
Area of Cluster955,83.0
Area of Cluster956,83.5
Area of Cluster957,84.0
Area of Cluster958,84.0
Area of Cluster959,84.5
Area of Cluster960,84.5
Area of Cluster961,85.5
Area of Cluster962,86.5
Area of Cluster963,87.0
Area of Cluster964,88.5
Area of Cluster965,89.0
Area of Cluster966,90.5
Area of Cluster967,90.5
Area of Cluster968,91.5
Area of Cluster969,92.5
Area of Cluster970,93.0
Area of Cluster971,94.0
Area of Cluster972,95.5
Area of Cluster973,96.0
Area of Cluster974,99.0
Area of Cluster975,99.0
Area of Cluster976,100.0
Area of Cluster977,100.0
Area of Cluster978,100.5
Area of Cluster979,101.5
Area of Cluster980,102.5
Area of Cluster981,102.5
Area of Cluster982,103.0
Area of Cluster983,103.0
Area of Cluster984,103.5
Area of Cluster985,104.0
Area of Cluster986,104.5
Area of Cluster987,105.5
Area of Cluster988,106.5
Area of Cluster989,107.5
Area of Cluster990,108.5
Area of Cluster991,110.5
Area of Cluster992,110.5
Area of Cluster993,113.0
Area of Cluster994,114.0
Area of Cluster995,114.0
Area of Cluster996,114.5
Area of Cluster997,115.5
Area of Cluster998,115.5
Area of Cluster999,116.5
Area of Cluster1000,117.0
Area of Cluster1001,118.0
Area of Cluster1002,119.5
Area of Cluster1003,122.5
Area of Cluster1004,122.5
Area of Cluster1005,124.5
Area of Cluster1006,127.0
Area of Cluster1007,127.5
Area of Cluster1008,128.0
Area of Cluster1009,128.5
Area of Cluster1010,129.0
Area of Cluster1011,129.0
Area of Cluster1012,129.5
Area of Cluster1013,131.5
Area of Cluster1014,132.0
Area of Cluster1015,133.0
Area of Cluster1016,133.0
Area of Cluster1017,135.0
Area of Cluster1018,135.0
Area of Cluster1019,136.0
Area of Cluster1020,136.5
Area of Cluster1021,136.5
Area of Cluster1022,137.0
Area of Cluster1023,138.5
Area of Cluster1024,139.0
Area of Cluster1025,143.0
Area of Cluster1026,144.0
Area of Cluster1027,144.0
Area of Cluster1028,149.5
Area of Cluster1029,150.5
Area of Cluster1030,151.0
Area of Cluster1031,152.5
Area of Cluster1032,152.5
Area of Cluster1033,153.5
Area of Cluster1034,154.0
Area of Cluster1035,155.0
Area of Cluster1036,158.5
Area of Cluster1037,163.0
Area of Cluster1038,164.5
Area of Cluster1039,164.5
Area of Cluster1040,166.5
Area of Cluster1041,166.5
Area of Cluster1042,168.5
Area of Cluster1043,169.0
Area of Cluster1044,169.0
Area of Cluster1045,170.5
Area of Cluster1046,174.5
Area of Cluster1047,175.0
Area of Cluster1048,175.0
Area of Cluster1049,177.0
Area of Cluster1050,177.0
Area of Cluster1051,180.0
Area of Cluster1052,181.0
Area of Cluster1053,183.5
Area of Cluster1054,185.5
Area of Cluster1055,188.5
Area of Cluster1056,189.0
Area of Cluster1057,189.5
Area of Cluster1058,189.5
Area of Cluster1059,192.0
Area of Cluster1060,195.5
Area of Cluster1061,196.5
Area of Cluster1062,196.5
Area of Cluster1063,197.5
Area of Cluster1064,198.5
Area of Cluster1065,201.0
Area of Cluster1066,202.0
Area of Cluster1067,207.0
Area of Cluster1068,208.0
