exp13_13_2,Number of Total Clusters
Area of Cluster194,0.0
Area of Cluster195,0.0
Area of Cluster196,0.0
Area of Cluster197,0.0
Area of Cluster198,0.0
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.0
Area of Cluster212,0.0
Area of Cluster213,0.0
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.0
Area of Cluster232,0.0
Area of Cluster233,0.0
Area of Cluster234,0.0
Area of Cluster235,0.0
Area of Cluster236,0.0
Area of Cluster237,0.0
Area of Cluster238,0.0
Area of Cluster239,0.0
Area of Cluster240,0.0
Area of Cluster241,0.0
Area of Cluster242,0.0
Area of Cluster243,0.0
Area of Cluster244,0.0
Area of Cluster245,0.0
Area of Cluster246,0.0
Area of Cluster247,0.0
Area of Cluster248,0.0
Area of Cluster249,0.0
Area of Cluster250,0.0
Area of Cluster251,0.0
Area of Cluster252,0.0
Area of Cluster253,0.0
Area of Cluster254,0.0
Area of Cluster255,0.0
Area of Cluster256,0.0
Area of Cluster257,0.0
Area of Cluster258,0.0
Area of Cluster259,0.0
Area of Cluster260,0.0
Area of Cluster261,0.0
Area of Cluster262,0.0
Area of Cluster263,0.0
Area of Cluster264,0.0
Area of Cluster265,0.0
Area of Cluster266,0.0
Area of Cluster267,0.0
Area of Cluster268,0.0
Area of Cluster269,0.0
Area of Cluster270,0.0
Area of Cluster271,0.0
Area of Cluster272,0.0
Area of Cluster273,0.0
Area of Cluster274,0.0
Area of Cluster275,0.0
Area of Cluster276,0.0
Area of Cluster277,0.0
Area of Cluster278,0.0
Area of Cluster279,0.0
Area of Cluster280,0.0
Area of Cluster281,0.0
Area of Cluster282,0.0
Area of Cluster283,0.0
Area of Cluster284,0.0
Area of Cluster285,0.0
Area of Cluster286,0.0
Area of Cluster287,0.0
Area of Cluster288,0.0
Area of Cluster289,0.0
Area of Cluster290,0.0
Area of Cluster291,0.0
Area of Cluster292,0.0
Area of Cluster293,0.0
Area of Cluster294,0.0
Area of Cluster295,0.0
Area of Cluster296,0.0
Area of Cluster297,0.0
Area of Cluster298,0.5
Area of Cluster299,0.5
Area of Cluster300,0.5
Area of Cluster301,0.5
Area of Cluster302,0.5
Area of Cluster303,0.5
Area of Cluster304,0.5
Area of Cluster305,0.5
Area of Cluster306,0.5
Area of Cluster307,0.5
Area of Cluster308,0.5
Area of Cluster309,0.5
Area of Cluster310,0.5
Area of Cluster311,0.5
Area of Cluster312,0.5
Area of Cluster313,0.5
Area of Cluster314,0.5
Area of Cluster315,0.5
Area of Cluster316,0.5
Area of Cluster317,0.5
Area of Cluster318,0.5
Area of Cluster319,0.5
Area of Cluster320,0.5
Area of Cluster321,0.5
Area of Cluster322,0.5
Area of Cluster323,0.5
Area of Cluster324,0.5
Area of Cluster325,0.5
Area of Cluster326,0.5
Area of Cluster327,0.5
Area of Cluster328,0.5
Area of Cluster329,0.5
Area of Cluster330,0.5
Area of Cluster331,0.5
Area of Cluster332,0.5
Area of Cluster333,0.5
Area of Cluster334,0.5
Area of Cluster335,0.5
Area of Cluster336,0.5
Area of Cluster337,0.5
Area of Cluster338,0.5
Area of Cluster339,0.5
Area of Cluster340,0.5
Area of Cluster341,0.5
Area of Cluster342,0.5
Area of Cluster343,0.5
Area of Cluster344,0.5
Area of Cluster345,0.5
Area of Cluster346,0.5
Area of Cluster347,0.5
Area of Cluster348,0.5
Area of Cluster349,0.5
Area of Cluster350,0.5
Area of Cluster351,0.5
Area of Cluster352,0.5
Area of Cluster353,0.5
Area of Cluster354,0.5
Area of Cluster355,1.0
Area of Cluster356,1.0
Area of Cluster357,1.0
Area of Cluster358,1.0
Area of Cluster359,1.0
Area of Cluster360,1.0
Area of Cluster361,1.0
Area of Cluster362,1.0
Area of Cluster363,1.0
Area of Cluster364,1.0
Area of Cluster365,1.0
Area of Cluster366,1.0
Area of Cluster367,1.0
Area of Cluster368,1.0
Area of Cluster369,1.0
Area of Cluster370,1.0
Area of Cluster371,1.0
Area of Cluster372,1.0
Area of Cluster373,1.0
Area of Cluster374,1.0
Area of Cluster375,1.0
Area of Cluster376,1.0
Area of Cluster377,1.0
Area of Cluster378,1.0
Area of Cluster379,1.0
Area of Cluster380,1.0
Area of Cluster381,1.0
Area of Cluster382,1.0
Area of Cluster383,1.0
Area of Cluster384,1.0
Area of Cluster385,1.0
Area of Cluster386,1.0
Area of Cluster387,1.0
Area of Cluster388,1.0
Area of Cluster389,1.0
Area of Cluster390,1.0
Area of Cluster391,1.0
Area of Cluster392,1.0
Area of Cluster393,1.0
Area of Cluster394,1.0
Area of Cluster395,1.0
Area of Cluster396,1.0
Area of Cluster397,1.0
Area of Cluster398,1.0
Area of Cluster399,1.0
Area of Cluster400,1.0
Area of Cluster401,1.0
Area of Cluster402,1.0
Area of Cluster403,1.0
Area of Cluster404,1.0
Area of Cluster405,1.0
Area of Cluster406,1.0
Area of Cluster407,1.0
Area of Cluster408,1.0
Area of Cluster409,1.0
Area of Cluster410,1.0
Area of Cluster411,1.0
Area of Cluster412,1.0
Area of Cluster413,1.0
Area of Cluster414,1.0
Area of Cluster415,1.0
Area of Cluster416,1.5
Area of Cluster417,1.5
Area of Cluster418,1.5
Area of Cluster419,1.5
Area of Cluster420,1.5
Area of Cluster421,1.5
Area of Cluster422,1.5
Area of Cluster423,1.5
Area of Cluster424,1.5
Area of Cluster425,1.5
Area of Cluster426,1.5
Area of Cluster427,1.5
Area of Cluster428,1.5
Area of Cluster429,1.5
Area of Cluster430,1.5
Area of Cluster431,1.5
Area of Cluster432,1.5
Area of Cluster433,1.5
Area of Cluster434,1.5
Area of Cluster435,1.5
Area of Cluster436,1.5
Area of Cluster437,1.5
Area of Cluster438,1.5
Area of Cluster439,1.5
Area of Cluster440,1.5
Area of Cluster441,1.5
Area of Cluster442,1.5
Area of Cluster443,1.5
Area of Cluster444,1.5
Area of Cluster445,1.5
Area of Cluster446,1.5
Area of Cluster447,1.5
Area of Cluster448,1.5
Area of Cluster449,1.5
Area of Cluster450,1.5
Area of Cluster451,1.5
Area of Cluster452,1.5
Area of Cluster453,1.5
Area of Cluster454,1.5
Area of Cluster455,1.5
Area of Cluster456,1.5
Area of Cluster457,1.5
Area of Cluster458,1.5
Area of Cluster459,1.5
Area of Cluster460,1.5
Area of Cluster461,1.5
Area of Cluster462,1.5
Area of Cluster463,1.5
Area of Cluster464,1.5
Area of Cluster465,2.0
Area of Cluster466,2.0
Area of Cluster467,2.0
Area of Cluster468,2.0
Area of Cluster469,2.0
Area of Cluster470,2.0
Area of Cluster471,2.0
Area of Cluster472,2.0
Area of Cluster473,2.0
Area of Cluster474,2.0
Area of Cluster475,2.0
Area of Cluster476,2.0
Area of Cluster477,2.0
Area of Cluster478,2.0
Area of Cluster479,2.0
Area of Cluster480,2.0
Area of Cluster481,2.0
Area of Cluster482,2.0
Area of Cluster483,2.0
Area of Cluster484,2.0
Area of Cluster485,2.0
Area of Cluster486,2.0
Area of Cluster487,2.0
Area of Cluster488,2.0
Area of Cluster489,2.0
Area of Cluster490,2.0
Area of Cluster491,2.0
Area of Cluster492,2.0
Area of Cluster493,2.0
Area of Cluster494,2.0
Area of Cluster495,2.0
Area of Cluster496,2.0
Area of Cluster497,2.0
Area of Cluster498,2.0
Area of Cluster499,2.0
Area of Cluster500,2.0
Area of Cluster501,2.0
Area of Cluster502,2.0
Area of Cluster503,2.0
Area of Cluster504,2.0
Area of Cluster505,2.0
Area of Cluster506,2.0
Area of Cluster507,2.0
Area of Cluster508,2.0
Area of Cluster509,2.0
Area of Cluster510,2.0
Area of Cluster511,2.0
Area of Cluster512,2.0
Area of Cluster513,2.0
Area of Cluster514,2.0
Area of Cluster515,2.0
Area of Cluster516,2.0
Area of Cluster517,2.0
Area of Cluster518,2.0
Area of Cluster519,2.0
Area of Cluster520,2.0
Area of Cluster521,2.0
Area of Cluster522,2.0
Area of Cluster523,2.0
Area of Cluster524,2.5
Area of Cluster525,2.5
Area of Cluster526,2.5
Area of Cluster527,2.5
Area of Cluster528,2.5
Area of Cluster529,2.5
Area of Cluster530,2.5
Area of Cluster531,2.5
Area of Cluster532,2.5
Area of Cluster533,2.5
Area of Cluster534,2.5
Area of Cluster535,2.5
Area of Cluster536,2.5
Area of Cluster537,2.5
Area of Cluster538,2.5
Area of Cluster539,2.5
Area of Cluster540,2.5
Area of Cluster541,2.5
Area of Cluster542,2.5
Area of Cluster543,2.5
Area of Cluster544,2.5
Area of Cluster545,3.0
Area of Cluster546,3.0
Area of Cluster547,3.0
Area of Cluster548,3.0
Area of Cluster549,3.0
Area of Cluster550,3.0
Area of Cluster551,3.0
Area of Cluster552,3.0
Area of Cluster553,3.0
Area of Cluster554,3.0
Area of Cluster555,3.0
Area of Cluster556,3.0
Area of Cluster557,3.0
Area of Cluster558,3.0
Area of Cluster559,3.0
Area of Cluster560,3.0
Area of Cluster561,3.0
Area of Cluster562,3.0
Area of Cluster563,3.0
Area of Cluster564,3.0
Area of Cluster565,3.0
Area of Cluster566,3.0
Area of Cluster567,3.0
Area of Cluster568,3.0
Area of Cluster569,3.0
Area of Cluster570,3.5
Area of Cluster571,3.5
Area of Cluster572,3.5
Area of Cluster573,3.5
Area of Cluster574,3.5
Area of Cluster575,3.5
Area of Cluster576,3.5
Area of Cluster577,3.5
Area of Cluster578,3.5
Area of Cluster579,3.5
Area of Cluster580,3.5
Area of Cluster581,3.5
Area of Cluster582,3.5
Area of Cluster583,3.5
Area of Cluster584,3.5
Area of Cluster585,3.5
Area of Cluster586,4.0
Area of Cluster587,4.0
Area of Cluster588,4.0
Area of Cluster589,4.0
Area of Cluster590,4.0
Area of Cluster591,4.0
Area of Cluster592,4.0
Area of Cluster593,4.0
Area of Cluster594,4.0
Area of Cluster595,4.0
Area of Cluster596,4.0
Area of Cluster597,4.0
Area of Cluster598,4.0
Area of Cluster599,4.0
Area of Cluster600,4.0
Area of Cluster601,4.0
Area of Cluster602,4.0
Area of Cluster603,4.0
Area of Cluster604,4.0
Area of Cluster605,4.5
Area of Cluster606,4.5
Area of Cluster607,4.5
Area of Cluster608,4.5
Area of Cluster609,4.5
Area of Cluster610,4.5
Area of Cluster611,4.5
Area of Cluster612,4.5
Area of Cluster613,4.5
Area of Cluster614,4.5
Area of Cluster615,4.5
Area of Cluster616,4.5
Area of Cluster617,4.5
Area of Cluster618,5.0
Area of Cluster619,5.0
Area of Cluster620,5.0
Area of Cluster621,5.0
Area of Cluster622,5.0
Area of Cluster623,5.0
Area of Cluster624,5.0
Area of Cluster625,5.0
Area of Cluster626,5.0
Area of Cluster627,5.0
Area of Cluster628,5.5
Area of Cluster629,5.5
Area of Cluster630,5.5
Area of Cluster631,5.5
Area of Cluster632,5.5
Area of Cluster633,5.5
Area of Cluster634,5.5
Area of Cluster635,5.5
Area of Cluster636,5.5
Area of Cluster637,5.5
Area of Cluster638,5.5
Area of Cluster639,5.5
Area of Cluster640,5.5
Area of Cluster641,5.5
Area of Cluster642,6.0
Area of Cluster643,6.0
Area of Cluster644,6.0
Area of Cluster645,6.0
Area of Cluster646,6.0
Area of Cluster647,6.0
Area of Cluster648,6.0
Area of Cluster649,6.0
Area of Cluster650,6.0
Area of Cluster651,6.0
Area of Cluster652,6.0
Area of Cluster653,6.0
Area of Cluster654,6.0
Area of Cluster655,6.0
Area of Cluster656,6.5
Area of Cluster657,6.5
Area of Cluster658,6.5
Area of Cluster659,6.5
Area of Cluster660,6.5
Area of Cluster661,6.5
Area of Cluster662,6.5
Area of Cluster663,6.5
Area of Cluster664,6.5
Area of Cluster665,6.5
Area of Cluster666,6.5
Area of Cluster667,6.5
Area of Cluster668,6.5
Area of Cluster669,6.5
Area of Cluster670,6.5
Area of Cluster671,6.5
Area of Cluster672,6.5
Area of Cluster673,6.5
Area of Cluster674,6.5
Area of Cluster675,6.5
Area of Cluster676,7.0
Area of Cluster677,7.0
Area of Cluster678,7.0
Area of Cluster679,7.0
Area of Cluster680,7.0
Area of Cluster681,7.0
Area of Cluster682,7.0
Area of Cluster683,7.0
Area of Cluster684,7.0
Area of Cluster685,7.0
Area of Cluster686,7.0
Area of Cluster687,7.0
Area of Cluster688,7.0
Area of Cluster689,7.0
Area of Cluster690,7.5
Area of Cluster691,7.5
Area of Cluster692,7.5
Area of Cluster693,7.5
Area of Cluster694,7.5
Area of Cluster695,7.5
Area of Cluster696,7.5
Area of Cluster697,7.5
Area of Cluster698,7.5
Area of Cluster699,7.5
Area of Cluster700,7.5
Area of Cluster701,7.5
Area of Cluster702,7.5
Area of Cluster703,8.0
Area of Cluster704,8.0
Area of Cluster705,8.0
Area of Cluster706,8.0
Area of Cluster707,8.0
Area of Cluster708,8.0
Area of Cluster709,8.0
Area of Cluster710,8.0
Area of Cluster711,8.0
Area of Cluster712,8.5
Area of Cluster713,8.5
Area of Cluster714,8.5
Area of Cluster715,8.5
Area of Cluster716,8.5
Area of Cluster717,8.5
Area of Cluster718,8.5
Area of Cluster719,8.5
Area of Cluster720,8.5
Area of Cluster721,8.5
Area of Cluster722,8.5
Area of Cluster723,8.5
Area of Cluster724,8.5
Area of Cluster725,8.5
Area of Cluster726,8.5
Area of Cluster727,8.5
Area of Cluster728,8.5
Area of Cluster729,9.0
Area of Cluster730,9.0
Area of Cluster731,9.0
Area of Cluster732,9.0
Area of Cluster733,9.0
Area of Cluster734,9.0
Area of Cluster735,9.0
Area of Cluster736,9.5
Area of Cluster737,9.5
Area of Cluster738,9.5
Area of Cluster739,9.5
Area of Cluster740,9.5
Area of Cluster741,9.5
Area of Cluster742,9.5
Area of Cluster743,9.5
Area of Cluster744,9.5
Area of Cluster745,10.0
Area of Cluster746,10.0
Area of Cluster747,10.0
Area of Cluster748,10.0
Area of Cluster749,10.0
Area of Cluster750,10.0
Area of Cluster751,10.5
Area of Cluster752,10.5
Area of Cluster753,11.0
Area of Cluster754,11.0
Area of Cluster755,11.0
Area of Cluster756,11.0
Area of Cluster757,11.0
Area of Cluster758,11.0
Area of Cluster759,11.0
Area of Cluster760,11.0
Area of Cluster761,11.0
Area of Cluster762,11.0
Area of Cluster763,11.5
Area of Cluster764,11.5
Area of Cluster765,11.5
Area of Cluster766,11.5
Area of Cluster767,11.5
Area of Cluster768,12.0
Area of Cluster769,12.0
Area of Cluster770,12.0
Area of Cluster771,12.0
Area of Cluster772,12.0
Area of Cluster773,12.0
Area of Cluster774,12.0
Area of Cluster775,12.0
Area of Cluster776,12.0
Area of Cluster777,12.0
Area of Cluster778,12.0
Area of Cluster779,12.0
Area of Cluster780,12.5
Area of Cluster781,12.5
Area of Cluster782,12.5
Area of Cluster783,12.5
Area of Cluster784,12.5
Area of Cluster785,12.5
Area of Cluster786,12.5
Area of Cluster787,13.0
Area of Cluster788,13.0
Area of Cluster789,13.0
Area of Cluster790,13.0
Area of Cluster791,13.0
Area of Cluster792,13.0
Area of Cluster793,13.5
Area of Cluster794,13.5
Area of Cluster795,13.5
Area of Cluster796,13.5
Area of Cluster797,13.5
Area of Cluster798,13.5
Area of Cluster799,13.5
Area of Cluster800,13.5
Area of Cluster801,14.0
Area of Cluster802,14.5
Area of Cluster803,14.5
Area of Cluster804,14.5
Area of Cluster805,14.5
Area of Cluster806,14.5
Area of Cluster807,14.5
Area of Cluster808,15.0
Area of Cluster809,15.0
Area of Cluster810,15.0
Area of Cluster811,15.0
Area of Cluster812,15.5
Area of Cluster813,15.5
Area of Cluster814,15.5
Area of Cluster815,15.5
Area of Cluster816,15.5
Area of Cluster817,15.5
Area of Cluster818,16.0
Area of Cluster819,16.0
Area of Cluster820,16.0
Area of Cluster821,16.0
Area of Cluster822,16.0
Area of Cluster823,16.0
Area of Cluster824,16.5
Area of Cluster825,16.5
Area of Cluster826,16.5
Area of Cluster827,16.5
Area of Cluster828,16.5
Area of Cluster829,16.5
Area of Cluster830,16.5
Area of Cluster831,16.5
Area of Cluster832,16.5
Area of Cluster833,16.5
Area of Cluster834,17.0
Area of Cluster835,17.0
Area of Cluster836,17.0
Area of Cluster837,17.0
Area of Cluster838,17.5
Area of Cluster839,17.5
Area of Cluster840,17.5
Area of Cluster841,17.5
Area of Cluster842,17.5
Area of Cluster843,18.0
Area of Cluster844,18.5
Area of Cluster845,19.0
Area of Cluster846,19.0
Area of Cluster847,19.0
Area of Cluster848,19.0
Area of Cluster849,19.5
Area of Cluster850,20.0
Area of Cluster851,20.0
Area of Cluster852,20.0
Area of Cluster853,21.0
Area of Cluster854,21.0
Area of Cluster855,21.5
Area of Cluster856,22.0
Area of Cluster857,22.0
Area of Cluster858,22.5
Area of Cluster859,22.5
Area of Cluster860,23.0
Area of Cluster861,23.0
Area of Cluster862,23.5
Area of Cluster863,23.5
Area of Cluster864,23.5
Area of Cluster865,23.5
Area of Cluster866,23.5
Area of Cluster867,23.5
Area of Cluster868,24.0
Area of Cluster869,24.0
Area of Cluster870,24.0
Area of Cluster871,24.0
Area of Cluster872,24.0
Area of Cluster873,24.5
Area of Cluster874,25.0
Area of Cluster875,25.5
Area of Cluster876,25.5
Area of Cluster877,26.0
Area of Cluster878,26.0
Area of Cluster879,26.0
Area of Cluster880,26.5
Area of Cluster881,26.5
Area of Cluster882,27.0
Area of Cluster883,27.0
Area of Cluster884,27.5
Area of Cluster885,27.5
Area of Cluster886,27.5
Area of Cluster887,27.5
Area of Cluster888,28.5
Area of Cluster889,28.5
Area of Cluster890,28.5
Area of Cluster891,28.5
Area of Cluster892,28.5
Area of Cluster893,29.0
Area of Cluster894,29.0
Area of Cluster895,29.0
Area of Cluster896,29.0
Area of Cluster897,29.0
Area of Cluster898,29.0
Area of Cluster899,29.0
Area of Cluster900,29.5
Area of Cluster901,29.5
Area of Cluster902,30.0
Area of Cluster903,30.0
Area of Cluster904,30.0
Area of Cluster905,30.0
Area of Cluster906,30.0
Area of Cluster907,30.5
Area of Cluster908,30.5
Area of Cluster909,30.5
Area of Cluster910,31.0
Area of Cluster911,31.0
Area of Cluster912,31.5
Area of Cluster913,31.5
Area of Cluster914,31.5
Area of Cluster915,32.0
Area of Cluster916,32.0
Area of Cluster917,32.5
Area of Cluster918,32.5
Area of Cluster919,33.5
Area of Cluster920,33.5
Area of Cluster921,34.0
Area of Cluster922,34.0
Area of Cluster923,34.5
Area of Cluster924,34.5
Area of Cluster925,34.5
Area of Cluster926,35.0
Area of Cluster927,35.0
Area of Cluster928,35.5
Area of Cluster929,35.5
Area of Cluster930,36.0
Area of Cluster931,36.0
Area of Cluster932,36.0
Area of Cluster933,36.5
Area of Cluster934,36.5
Area of Cluster935,36.5
Area of Cluster936,36.5
Area of Cluster937,37.0
Area of Cluster938,37.0
Area of Cluster939,37.0
Area of Cluster940,37.5
Area of Cluster941,37.5
Area of Cluster942,37.5
Area of Cluster943,38.0
Area of Cluster944,38.0
Area of Cluster945,38.0
Area of Cluster946,38.0
Area of Cluster947,38.5
Area of Cluster948,39.0
Area of Cluster949,39.0
Area of Cluster950,39.5
Area of Cluster951,40.0
Area of Cluster952,40.0
Area of Cluster953,40.0
Area of Cluster954,40.5
Area of Cluster955,40.5
Area of Cluster956,40.5
Area of Cluster957,41.0
Area of Cluster958,41.5
Area of Cluster959,41.5
Area of Cluster960,42.5
Area of Cluster961,43.0
Area of Cluster962,43.0
Area of Cluster963,43.5
Area of Cluster964,43.5
Area of Cluster965,44.0
Area of Cluster966,44.0
Area of Cluster967,44.0
Area of Cluster968,44.0
Area of Cluster969,44.0
Area of Cluster970,44.5
Area of Cluster971,45.5
Area of Cluster972,45.5
Area of Cluster973,46.0
Area of Cluster974,46.0
Area of Cluster975,46.5
Area of Cluster976,47.0
Area of Cluster977,47.0
Area of Cluster978,47.5
Area of Cluster979,47.5
Area of Cluster980,48.0
Area of Cluster981,48.5
Area of Cluster982,48.5
Area of Cluster983,49.5
Area of Cluster984,49.5
Area of Cluster985,50.0
Area of Cluster986,50.5
Area of Cluster987,50.5
Area of Cluster988,50.5
Area of Cluster989,51.5
Area of Cluster990,51.5
Area of Cluster991,51.5
Area of Cluster992,52.0
Area of Cluster993,53.0
Area of Cluster994,53.0
Area of Cluster995,53.0
Area of Cluster996,53.5
Area of Cluster997,53.5
Area of Cluster998,54.0
Area of Cluster999,54.0
Area of Cluster1000,54.0
Area of Cluster1001,54.0
Area of Cluster1002,54.5
Area of Cluster1003,54.5
Area of Cluster1004,55.0
Area of Cluster1005,55.5
Area of Cluster1006,56.0
Area of Cluster1007,57.0
Area of Cluster1008,58.0
Area of Cluster1009,59.0
Area of Cluster1010,60.0
Area of Cluster1011,61.0
Area of Cluster1012,61.5
Area of Cluster1013,62.0
Area of Cluster1014,62.0
Area of Cluster1015,62.5
Area of Cluster1016,64.0
Area of Cluster1017,64.0
Area of Cluster1018,64.0
Area of Cluster1019,68.5
Area of Cluster1020,69.0
Area of Cluster1021,69.0
Area of Cluster1022,69.5
Area of Cluster1023,69.5
Area of Cluster1024,70.0
Area of Cluster1025,70.0
Area of Cluster1026,70.5
Area of Cluster1027,71.0
Area of Cluster1028,71.5
Area of Cluster1029,72.0
Area of Cluster1030,72.5
Area of Cluster1031,73.0
Area of Cluster1032,73.0
Area of Cluster1033,73.5
Area of Cluster1034,73.5
Area of Cluster1035,73.5
Area of Cluster1036,73.5
Area of Cluster1037,74.0
Area of Cluster1038,74.0
Area of Cluster1039,74.5
Area of Cluster1040,74.5
Area of Cluster1041,76.0
Area of Cluster1042,78.5
Area of Cluster1043,79.5
Area of Cluster1044,80.5
Area of Cluster1045,82.0
Area of Cluster1046,82.0
Area of Cluster1047,82.0
Area of Cluster1048,83.0
Area of Cluster1049,84.0
Area of Cluster1050,84.5
Area of Cluster1051,85.0
Area of Cluster1052,86.5
Area of Cluster1053,86.5
Area of Cluster1054,86.5
Area of Cluster1055,86.5
Area of Cluster1056,87.0
Area of Cluster1057,87.0
Area of Cluster1058,88.0
Area of Cluster1059,88.0
Area of Cluster1060,89.0
Area of Cluster1061,90.5
Area of Cluster1062,91.0
Area of Cluster1063,91.0
Area of Cluster1064,92.5
Area of Cluster1065,93.0
Area of Cluster1066,93.0
Area of Cluster1067,93.5
Area of Cluster1068,93.5
