exp6_6_1,Number of Total Clusters
Area of Cluster82,0.0
Area of Cluster83,0.0
Area of Cluster84,0.0
Area of Cluster85,0.0
Area of Cluster86,0.0
Area of Cluster87,0.0
Area of Cluster88,0.0
Area of Cluster89,0.0
Area of Cluster90,0.0
Area of Cluster91,0.0
Area of Cluster92,0.0
Area of Cluster93,0.0
Area of Cluster94,0.0
Area of Cluster95,0.0
Area of Cluster96,0.0
Area of Cluster97,0.0
Area of Cluster98,0.0
Area of Cluster99,0.0
Area of Cluster100,0.0
Area of Cluster101,0.0
Area of Cluster102,0.0
Area of Cluster103,0.0
Area of Cluster104,0.0
Area of Cluster105,0.0
Area of Cluster106,0.0
Area of Cluster107,0.0
Area of Cluster108,0.0
Area of Cluster109,0.0
Area of Cluster110,0.0
Area of Cluster111,0.0
Area of Cluster112,0.0
Area of Cluster113,0.0
Area of Cluster114,0.0
Area of Cluster115,0.0
Area of Cluster116,0.0
Area of Cluster117,0.0
Area of Cluster118,0.0
Area of Cluster119,0.0
Area of Cluster120,0.0
Area of Cluster121,0.0
Area of Cluster122,0.0
Area of Cluster123,0.0
Area of Cluster124,0.0
Area of Cluster125,0.0
Area of Cluster126,0.0
Area of Cluster127,0.0
Area of Cluster128,0.0
Area of Cluster129,0.0
Area of Cluster130,0.0
Area of Cluster131,0.0
Area of Cluster132,0.0
Area of Cluster133,0.0
Area of Cluster134,0.0
Area of Cluster135,0.0
Area of Cluster136,0.0
Area of Cluster137,0.0
Area of Cluster138,0.0
Area of Cluster139,0.0
Area of Cluster140,0.0
Area of Cluster141,0.0
Area of Cluster142,0.0
Area of Cluster143,0.0
Area of Cluster144,0.0
Area of Cluster145,0.0
Area of Cluster146,0.0
Area of Cluster147,0.0
Area of Cluster148,0.0
Area of Cluster149,0.0
Area of Cluster150,0.0
Area of Cluster151,0.0
Area of Cluster152,0.0
Area of Cluster153,0.0
Area of Cluster154,0.0
Area of Cluster155,0.0
Area of Cluster156,0.0
Area of Cluster157,0.0
Area of Cluster158,0.0
Area of Cluster159,0.0
Area of Cluster160,0.0
Area of Cluster161,0.0
Area of Cluster162,0.0
Area of Cluster163,0.0
Area of Cluster164,0.0
Area of Cluster165,0.0
Area of Cluster166,0.0
Area of Cluster167,0.0
Area of Cluster168,0.0
Area of Cluster169,0.0
Area of Cluster170,0.0
Area of Cluster171,0.0
Area of Cluster172,0.0
Area of Cluster173,0.0
Area of Cluster174,0.0
Area of Cluster175,0.0
Area of Cluster176,0.0
Area of Cluster177,0.0
Area of Cluster178,0.0
Area of Cluster179,0.0
Area of Cluster180,0.0
Area of Cluster181,0.0
Area of Cluster182,0.0
Area of Cluster183,0.0
Area of Cluster184,0.0
Area of Cluster185,0.0
Area of Cluster186,0.0
Area of Cluster187,0.0
Area of Cluster188,0.0
Area of Cluster189,0.0
Area of Cluster190,0.0
Area of Cluster191,0.0
Area of Cluster192,0.0
Area of Cluster193,0.0
Area of Cluster194,0.0
Area of Cluster195,0.0
Area of Cluster196,0.0
Area of Cluster197,0.0
Area of Cluster198,0.0
Area of Cluster199,0.0
Area of Cluster200,0.0
Area of Cluster201,0.0
Area of Cluster202,0.0
Area of Cluster203,0.0
Area of Cluster204,0.0
Area of Cluster205,0.0
Area of Cluster206,0.0
Area of Cluster207,0.0
Area of Cluster208,0.0
Area of Cluster209,0.0
Area of Cluster210,0.0
Area of Cluster211,0.0
Area of Cluster212,0.0
Area of Cluster213,0.0
Area of Cluster214,0.0
Area of Cluster215,0.0
Area of Cluster216,0.0
Area of Cluster217,0.0
Area of Cluster218,0.0
Area of Cluster219,0.0
Area of Cluster220,0.0
Area of Cluster221,0.0
Area of Cluster222,0.0
Area of Cluster223,0.0
Area of Cluster224,0.0
Area of Cluster225,0.0
Area of Cluster226,0.0
Area of Cluster227,0.0
Area of Cluster228,0.0
Area of Cluster229,0.0
Area of Cluster230,0.0
Area of Cluster231,0.0
Area of Cluster232,0.0
Area of Cluster233,0.0
Area of Cluster234,0.0
Area of Cluster235,0.0
Area of Cluster236,0.0
Area of Cluster237,0.0
Area of Cluster238,0.0
Area of Cluster239,0.0
Area of Cluster240,0.0
Area of Cluster241,0.0
Area of Cluster242,0.0
Area of Cluster243,0.0
Area of Cluster244,0.0
Area of Cluster245,0.0
Area of Cluster246,0.0
Area of Cluster247,0.0
Area of Cluster248,0.0
Area of Cluster249,0.0
Area of Cluster250,0.0
Area of Cluster251,0.0
Area of Cluster252,0.0
Area of Cluster253,0.5
Area of Cluster254,0.5
Area of Cluster255,0.5
Area of Cluster256,0.5
Area of Cluster257,0.5
Area of Cluster258,0.5
Area of Cluster259,0.5
Area of Cluster260,0.5
Area of Cluster261,0.5
Area of Cluster262,0.5
Area of Cluster263,0.5
Area of Cluster264,0.5
Area of Cluster265,0.5
Area of Cluster266,0.5
Area of Cluster267,0.5
Area of Cluster268,0.5
Area of Cluster269,0.5
Area of Cluster270,0.5
Area of Cluster271,0.5
Area of Cluster272,0.5
Area of Cluster273,0.5
Area of Cluster274,0.5
Area of Cluster275,0.5
Area of Cluster276,0.5
Area of Cluster277,0.5
Area of Cluster278,0.5
Area of Cluster279,0.5
Area of Cluster280,0.5
Area of Cluster281,0.5
Area of Cluster282,0.5
Area of Cluster283,0.5
Area of Cluster284,0.5
Area of Cluster285,0.5
Area of Cluster286,0.5
Area of Cluster287,0.5
Area of Cluster288,0.5
Area of Cluster289,0.5
Area of Cluster290,0.5
Area of Cluster291,0.5
Area of Cluster292,0.5
Area of Cluster293,0.5
Area of Cluster294,0.5
Area of Cluster295,0.5
Area of Cluster296,0.5
Area of Cluster297,0.5
Area of Cluster298,0.5
Area of Cluster299,1.0
Area of Cluster300,1.0
Area of Cluster301,1.0
Area of Cluster302,1.0
Area of Cluster303,1.0
Area of Cluster304,1.0
Area of Cluster305,1.0
Area of Cluster306,1.0
Area of Cluster307,1.0
Area of Cluster308,1.0
Area of Cluster309,1.0
Area of Cluster310,1.0
Area of Cluster311,1.0
Area of Cluster312,1.0
Area of Cluster313,1.0
Area of Cluster314,1.0
Area of Cluster315,1.0
Area of Cluster316,1.0
Area of Cluster317,1.0
Area of Cluster318,1.0
Area of Cluster319,1.0
Area of Cluster320,1.0
Area of Cluster321,1.0
Area of Cluster322,1.0
Area of Cluster323,1.0
Area of Cluster324,1.0
Area of Cluster325,1.0
Area of Cluster326,1.0
Area of Cluster327,1.0
Area of Cluster328,1.0
Area of Cluster329,1.0
Area of Cluster330,1.0
Area of Cluster331,1.0
Area of Cluster332,1.0
Area of Cluster333,1.0
Area of Cluster334,1.0
Area of Cluster335,1.0
Area of Cluster336,1.0
Area of Cluster337,1.0
Area of Cluster338,1.0
Area of Cluster339,1.0
Area of Cluster340,1.0
Area of Cluster341,1.0
Area of Cluster342,1.0
Area of Cluster343,1.0
Area of Cluster344,1.0
Area of Cluster345,1.0
Area of Cluster346,1.0
Area of Cluster347,1.0
Area of Cluster348,1.0
Area of Cluster349,1.0
Area of Cluster350,1.0
Area of Cluster351,1.0
Area of Cluster352,1.0
Area of Cluster353,1.0
Area of Cluster354,1.0
Area of Cluster355,1.0
Area of Cluster356,1.0
Area of Cluster357,1.0
Area of Cluster358,1.0
Area of Cluster359,1.0
Area of Cluster360,1.0
Area of Cluster361,1.0
Area of Cluster362,1.0
Area of Cluster363,1.0
Area of Cluster364,1.0
Area of Cluster365,1.0
Area of Cluster366,1.0
Area of Cluster367,1.0
Area of Cluster368,1.0
Area of Cluster369,1.0
Area of Cluster370,1.0
Area of Cluster371,1.0
Area of Cluster372,1.5
Area of Cluster373,1.5
Area of Cluster374,1.5
Area of Cluster375,1.5
Area of Cluster376,1.5
Area of Cluster377,1.5
Area of Cluster378,1.5
Area of Cluster379,1.5
Area of Cluster380,1.5
Area of Cluster381,1.5
Area of Cluster382,1.5
Area of Cluster383,1.5
Area of Cluster384,1.5
Area of Cluster385,1.5
Area of Cluster386,1.5
Area of Cluster387,1.5
Area of Cluster388,1.5
Area of Cluster389,1.5
Area of Cluster390,1.5
Area of Cluster391,1.5
Area of Cluster392,1.5
Area of Cluster393,1.5
Area of Cluster394,1.5
Area of Cluster395,1.5
Area of Cluster396,1.5
Area of Cluster397,1.5
Area of Cluster398,1.5
Area of Cluster399,1.5
Area of Cluster400,2.0
Area of Cluster401,2.0
Area of Cluster402,2.0
Area of Cluster403,2.0
Area of Cluster404,2.0
Area of Cluster405,2.0
Area of Cluster406,2.0
Area of Cluster407,2.0
Area of Cluster408,2.0
Area of Cluster409,2.0
Area of Cluster410,2.0
Area of Cluster411,2.0
Area of Cluster412,2.0
Area of Cluster413,2.0
Area of Cluster414,2.0
Area of Cluster415,2.0
Area of Cluster416,2.0
Area of Cluster417,2.0
Area of Cluster418,2.0
Area of Cluster419,2.0
Area of Cluster420,2.0
Area of Cluster421,2.0
Area of Cluster422,2.0
Area of Cluster423,2.0
Area of Cluster424,2.0
Area of Cluster425,2.0
Area of Cluster426,2.0
Area of Cluster427,2.0
Area of Cluster428,2.0
Area of Cluster429,2.0
Area of Cluster430,2.0
Area of Cluster431,2.0
Area of Cluster432,2.0
Area of Cluster433,2.0
Area of Cluster434,2.0
Area of Cluster435,2.0
Area of Cluster436,2.0
Area of Cluster437,2.0
Area of Cluster438,2.0
Area of Cluster439,2.0
Area of Cluster440,2.5
Area of Cluster441,2.5
Area of Cluster442,2.5
Area of Cluster443,2.5
Area of Cluster444,2.5
Area of Cluster445,2.5
Area of Cluster446,2.5
Area of Cluster447,2.5
Area of Cluster448,2.5
Area of Cluster449,2.5
Area of Cluster450,2.5
Area of Cluster451,2.5
Area of Cluster452,2.5
Area of Cluster453,2.5
Area of Cluster454,2.5
Area of Cluster455,2.5
Area of Cluster456,2.5
Area of Cluster457,2.5
Area of Cluster458,2.5
Area of Cluster459,2.5
Area of Cluster460,2.5
Area of Cluster461,2.5
Area of Cluster462,2.5
Area of Cluster463,2.5
Area of Cluster464,3.0
Area of Cluster465,3.0
Area of Cluster466,3.0
Area of Cluster467,3.0
Area of Cluster468,3.0
Area of Cluster469,3.0
Area of Cluster470,3.0
Area of Cluster471,3.0
Area of Cluster472,3.0
Area of Cluster473,3.0
Area of Cluster474,3.0
Area of Cluster475,3.0
Area of Cluster476,3.0
Area of Cluster477,3.0
Area of Cluster478,3.0
Area of Cluster479,3.0
Area of Cluster480,3.0
Area of Cluster481,3.0
Area of Cluster482,3.0
Area of Cluster483,3.0
Area of Cluster484,3.0
Area of Cluster485,3.0
Area of Cluster486,3.0
Area of Cluster487,3.5
Area of Cluster488,3.5
Area of Cluster489,3.5
Area of Cluster490,3.5
Area of Cluster491,3.5
Area of Cluster492,3.5
Area of Cluster493,3.5
Area of Cluster494,3.5
Area of Cluster495,3.5
Area of Cluster496,3.5
Area of Cluster497,3.5
Area of Cluster498,3.5
Area of Cluster499,3.5
Area of Cluster500,3.5
Area of Cluster501,3.5
Area of Cluster502,4.0
Area of Cluster503,4.0
Area of Cluster504,4.0
Area of Cluster505,4.0
Area of Cluster506,4.0
Area of Cluster507,4.0
Area of Cluster508,4.0
Area of Cluster509,4.0
Area of Cluster510,4.0
Area of Cluster511,4.0
Area of Cluster512,4.0
Area of Cluster513,4.0
Area of Cluster514,4.0
Area of Cluster515,4.5
Area of Cluster516,4.5
Area of Cluster517,4.5
Area of Cluster518,4.5
Area of Cluster519,4.5
Area of Cluster520,4.5
Area of Cluster521,4.5
Area of Cluster522,4.5
Area of Cluster523,4.5
Area of Cluster524,4.5
Area of Cluster525,4.5
Area of Cluster526,5.0
Area of Cluster527,5.0
Area of Cluster528,5.0
Area of Cluster529,5.0
Area of Cluster530,5.0
Area of Cluster531,5.0
Area of Cluster532,5.0
Area of Cluster533,5.0
Area of Cluster534,5.0
Area of Cluster535,5.0
Area of Cluster536,5.0
Area of Cluster537,5.0
Area of Cluster538,5.0
Area of Cluster539,5.5
Area of Cluster540,5.5
Area of Cluster541,5.5
Area of Cluster542,5.5
Area of Cluster543,5.5
Area of Cluster544,5.5
Area of Cluster545,5.5
Area of Cluster546,5.5
Area of Cluster547,5.5
Area of Cluster548,5.5
Area of Cluster549,5.5
Area of Cluster550,5.5
Area of Cluster551,5.5
Area of Cluster552,5.5
Area of Cluster553,5.5
Area of Cluster554,5.5
Area of Cluster555,5.5
Area of Cluster556,6.0
Area of Cluster557,6.0
Area of Cluster558,6.0
Area of Cluster559,6.0
Area of Cluster560,6.0
Area of Cluster561,6.0
Area of Cluster562,6.0
Area of Cluster563,6.0
Area of Cluster564,6.0
Area of Cluster565,6.0
Area of Cluster566,6.0
Area of Cluster567,6.0
Area of Cluster568,6.0
Area of Cluster569,6.5
Area of Cluster570,6.5
Area of Cluster571,6.5
Area of Cluster572,6.5
Area of Cluster573,6.5
Area of Cluster574,7.0
Area of Cluster575,7.0
Area of Cluster576,7.0
Area of Cluster577,7.0
Area of Cluster578,7.0
Area of Cluster579,7.0
Area of Cluster580,7.0
Area of Cluster581,7.0
Area of Cluster582,7.0
Area of Cluster583,7.0
Area of Cluster584,7.5
Area of Cluster585,7.5
Area of Cluster586,7.5
Area of Cluster587,7.5
Area of Cluster588,7.5
Area of Cluster589,7.5
Area of Cluster590,7.5
Area of Cluster591,8.0
Area of Cluster592,8.0
Area of Cluster593,8.0
Area of Cluster594,8.0
Area of Cluster595,8.0
Area of Cluster596,8.0
Area of Cluster597,8.0
Area of Cluster598,8.0
Area of Cluster599,8.5
Area of Cluster600,8.5
Area of Cluster601,8.5
Area of Cluster602,8.5
Area of Cluster603,8.5
Area of Cluster604,8.5
Area of Cluster605,9.0
Area of Cluster606,9.0
Area of Cluster607,9.0
Area of Cluster608,9.0
Area of Cluster609,9.0
Area of Cluster610,9.0
Area of Cluster611,9.0
Area of Cluster612,9.0
Area of Cluster613,9.0
Area of Cluster614,9.0
Area of Cluster615,9.0
Area of Cluster616,9.0
Area of Cluster617,9.5
Area of Cluster618,9.5
Area of Cluster619,9.5
Area of Cluster620,9.5
Area of Cluster621,9.5
Area of Cluster622,9.5
Area of Cluster623,9.5
Area of Cluster624,9.5
Area of Cluster625,10.0
Area of Cluster626,10.0
Area of Cluster627,10.0
Area of Cluster628,10.0
Area of Cluster629,10.0
Area of Cluster630,10.0
Area of Cluster631,10.0
Area of Cluster632,10.0
Area of Cluster633,10.5
Area of Cluster634,10.5
Area of Cluster635,10.5
Area of Cluster636,10.5
Area of Cluster637,10.5
Area of Cluster638,10.5
Area of Cluster639,10.5
Area of Cluster640,10.5
Area of Cluster641,11.0
Area of Cluster642,11.0
Area of Cluster643,11.0
Area of Cluster644,11.0
Area of Cluster645,11.0
Area of Cluster646,11.0
Area of Cluster647,11.0
Area of Cluster648,11.0
Area of Cluster649,11.0
Area of Cluster650,11.0
Area of Cluster651,11.5
Area of Cluster652,11.5
Area of Cluster653,11.5
Area of Cluster654,11.5
Area of Cluster655,11.5
Area of Cluster656,11.5
Area of Cluster657,11.5
Area of Cluster658,11.5
Area of Cluster659,11.5
Area of Cluster660,11.5
Area of Cluster661,11.5
Area of Cluster662,12.0
Area of Cluster663,12.0
Area of Cluster664,12.5
Area of Cluster665,12.5
Area of Cluster666,12.5
Area of Cluster667,12.5
Area of Cluster668,12.5
Area of Cluster669,12.5
Area of Cluster670,13.0
Area of Cluster671,13.0
Area of Cluster672,13.0
Area of Cluster673,13.0
Area of Cluster674,13.0
Area of Cluster675,13.5
Area of Cluster676,13.5
Area of Cluster677,13.5
Area of Cluster678,13.5
Area of Cluster679,13.5
Area of Cluster680,13.5
Area of Cluster681,13.5
Area of Cluster682,13.5
Area of Cluster683,13.5
Area of Cluster684,14.0
Area of Cluster685,14.0
Area of Cluster686,14.0
Area of Cluster687,14.0
Area of Cluster688,14.0
Area of Cluster689,14.0
Area of Cluster690,14.0
Area of Cluster691,14.5
Area of Cluster692,15.0
Area of Cluster693,15.0
Area of Cluster694,15.0
Area of Cluster695,15.0
Area of Cluster696,15.0
Area of Cluster697,15.5
Area of Cluster698,15.5
Area of Cluster699,15.5
Area of Cluster700,15.5
Area of Cluster701,15.5
Area of Cluster702,15.5
Area of Cluster703,15.5
Area of Cluster704,16.0
Area of Cluster705,16.0
Area of Cluster706,16.0
Area of Cluster707,16.0
Area of Cluster708,16.5
Area of Cluster709,16.5
Area of Cluster710,16.5
Area of Cluster711,16.5
Area of Cluster712,16.5
Area of Cluster713,16.5
Area of Cluster714,16.5
Area of Cluster715,16.5
Area of Cluster716,16.5
Area of Cluster717,17.0
Area of Cluster718,17.5
Area of Cluster719,17.5
Area of Cluster720,17.5
Area of Cluster721,18.0
Area of Cluster722,18.0
Area of Cluster723,18.0
Area of Cluster724,18.0
Area of Cluster725,18.5
Area of Cluster726,18.5
Area of Cluster727,18.5
Area of Cluster728,18.5
Area of Cluster729,19.0
Area of Cluster730,19.0
Area of Cluster731,19.0
Area of Cluster732,19.0
Area of Cluster733,19.0
Area of Cluster734,19.0
Area of Cluster735,19.0
Area of Cluster736,19.0
Area of Cluster737,19.5
Area of Cluster738,19.5
Area of Cluster739,19.5
Area of Cluster740,19.5
Area of Cluster741,20.0
Area of Cluster742,20.0
Area of Cluster743,20.5
Area of Cluster744,20.5
Area of Cluster745,20.5
Area of Cluster746,21.0
Area of Cluster747,21.0
Area of Cluster748,21.0
Area of Cluster749,21.5
Area of Cluster750,21.5
Area of Cluster751,22.0
Area of Cluster752,22.0
Area of Cluster753,22.0
Area of Cluster754,22.0
Area of Cluster755,22.5
Area of Cluster756,23.0
Area of Cluster757,23.0
Area of Cluster758,23.0
Area of Cluster759,23.0
Area of Cluster760,23.5
Area of Cluster761,23.5
Area of Cluster762,23.5
Area of Cluster763,23.5
Area of Cluster764,23.5
Area of Cluster765,23.5
Area of Cluster766,23.5
Area of Cluster767,23.5
Area of Cluster768,24.0
Area of Cluster769,24.0
Area of Cluster770,24.0
Area of Cluster771,24.0
Area of Cluster772,24.0
Area of Cluster773,24.0
Area of Cluster774,24.5
Area of Cluster775,24.5
Area of Cluster776,24.5
Area of Cluster777,24.5
Area of Cluster778,24.5
Area of Cluster779,24.5
Area of Cluster780,24.5
Area of Cluster781,25.0
Area of Cluster782,25.5
Area of Cluster783,25.5
Area of Cluster784,25.5
Area of Cluster785,25.5
Area of Cluster786,25.5
Area of Cluster787,25.5
Area of Cluster788,26.0
Area of Cluster789,26.0
Area of Cluster790,26.0
Area of Cluster791,26.5
Area of Cluster792,26.5
Area of Cluster793,26.5
Area of Cluster794,26.5
Area of Cluster795,26.5
Area of Cluster796,27.0
Area of Cluster797,27.0
Area of Cluster798,27.0
Area of Cluster799,27.0
Area of Cluster800,27.0
Area of Cluster801,27.0
Area of Cluster802,27.0
Area of Cluster803,27.0
Area of Cluster804,27.5
Area of Cluster805,28.0
Area of Cluster806,28.0
Area of Cluster807,28.5
Area of Cluster808,28.5
Area of Cluster809,28.5
Area of Cluster810,28.5
Area of Cluster811,29.0
Area of Cluster812,29.0
Area of Cluster813,29.5
Area of Cluster814,29.5
Area of Cluster815,30.0
Area of Cluster816,30.0
Area of Cluster817,30.0
Area of Cluster818,30.0
Area of Cluster819,30.5
Area of Cluster820,31.0
Area of Cluster821,31.0
Area of Cluster822,31.5
Area of Cluster823,31.5
Area of Cluster824,32.0
Area of Cluster825,32.0
Area of Cluster826,32.0
Area of Cluster827,32.0
Area of Cluster828,33.0
Area of Cluster829,33.0
Area of Cluster830,33.0
Area of Cluster831,33.5
Area of Cluster832,33.5
Area of Cluster833,33.5
Area of Cluster834,33.5
Area of Cluster835,33.5
Area of Cluster836,34.0
Area of Cluster837,34.0
Area of Cluster838,34.0
Area of Cluster839,34.0
Area of Cluster840,34.0
Area of Cluster841,34.5
Area of Cluster842,35.0
Area of Cluster843,35.0
Area of Cluster844,35.0
Area of Cluster845,35.0
Area of Cluster846,35.5
Area of Cluster847,36.0
Area of Cluster848,36.0
Area of Cluster849,36.0
Area of Cluster850,36.5
Area of Cluster851,36.5
Area of Cluster852,36.5
Area of Cluster853,37.0
Area of Cluster854,37.5
Area of Cluster855,38.0
Area of Cluster856,39.0
Area of Cluster857,39.0
Area of Cluster858,39.0
Area of Cluster859,39.0
Area of Cluster860,39.5
Area of Cluster861,39.5
Area of Cluster862,39.5
Area of Cluster863,39.5
Area of Cluster864,40.0
Area of Cluster865,40.0
Area of Cluster866,40.0
Area of Cluster867,40.5
Area of Cluster868,40.5
Area of Cluster869,41.0
Area of Cluster870,41.0
Area of Cluster871,41.0
Area of Cluster872,41.5
Area of Cluster873,41.5
Area of Cluster874,42.0
Area of Cluster875,42.0
Area of Cluster876,42.0
Area of Cluster877,42.5
Area of Cluster878,42.5
Area of Cluster879,42.5
Area of Cluster880,43.0
Area of Cluster881,43.0
Area of Cluster882,43.5
Area of Cluster883,44.0
Area of Cluster884,44.0
Area of Cluster885,44.5
Area of Cluster886,44.5
Area of Cluster887,45.0
Area of Cluster888,45.0
Area of Cluster889,45.5
Area of Cluster890,45.5
Area of Cluster891,45.5
Area of Cluster892,45.5
Area of Cluster893,46.0
Area of Cluster894,46.0
Area of Cluster895,46.5
Area of Cluster896,46.5
Area of Cluster897,47.0
Area of Cluster898,47.5
Area of Cluster899,47.5
Area of Cluster900,48.0
Area of Cluster901,48.0
Area of Cluster902,48.0
Area of Cluster903,48.5
Area of Cluster904,49.0
Area of Cluster905,49.0
Area of Cluster906,50.0
Area of Cluster907,51.0
Area of Cluster908,51.0
Area of Cluster909,51.0
Area of Cluster910,51.5
Area of Cluster911,51.5
Area of Cluster912,51.5
Area of Cluster913,51.5
Area of Cluster914,52.0
Area of Cluster915,52.5
Area of Cluster916,53.0
Area of Cluster917,53.0
Area of Cluster918,53.5
Area of Cluster919,53.5
Area of Cluster920,53.5
Area of Cluster921,53.5
Area of Cluster922,54.0
Area of Cluster923,54.0
Area of Cluster924,54.0
Area of Cluster925,54.5
Area of Cluster926,54.5
Area of Cluster927,54.5
Area of Cluster928,54.5
Area of Cluster929,54.5
Area of Cluster930,56.0
Area of Cluster931,56.5
Area of Cluster932,56.5
Area of Cluster933,56.5
Area of Cluster934,57.0
Area of Cluster935,57.5
Area of Cluster936,57.5
Area of Cluster937,57.5
Area of Cluster938,57.5
Area of Cluster939,58.0
Area of Cluster940,58.0
Area of Cluster941,58.0
Area of Cluster942,59.0
Area of Cluster943,59.0
Area of Cluster944,60.0
Area of Cluster945,60.0
Area of Cluster946,60.5
Area of Cluster947,60.5
Area of Cluster948,61.0
Area of Cluster949,63.0
Area of Cluster950,63.0
Area of Cluster951,63.0
Area of Cluster952,63.5
Area of Cluster953,63.5
Area of Cluster954,64.0
Area of Cluster955,64.0
Area of Cluster956,64.5
Area of Cluster957,65.0
Area of Cluster958,65.5
Area of Cluster959,66.0
Area of Cluster960,67.0
Area of Cluster961,67.0
Area of Cluster962,67.5
Area of Cluster963,67.5
Area of Cluster964,67.5
Area of Cluster965,68.5
Area of Cluster966,68.5
Area of Cluster967,69.5
Area of Cluster968,70.0
Area of Cluster969,70.0
Area of Cluster970,70.5
Area of Cluster971,71.0
Area of Cluster972,71.0
Area of Cluster973,71.5
Area of Cluster974,72.0
Area of Cluster975,72.5
Area of Cluster976,72.5
Area of Cluster977,73.5
Area of Cluster978,74.0
Area of Cluster979,74.0
Area of Cluster980,74.0
Area of Cluster981,74.5
Area of Cluster982,75.0
Area of Cluster983,75.5
Area of Cluster984,76.0
Area of Cluster985,78.0
Area of Cluster986,78.5
Area of Cluster987,78.5
Area of Cluster988,79.5
Area of Cluster989,80.0
Area of Cluster990,80.5
Area of Cluster991,81.0
Area of Cluster992,81.0
Area of Cluster993,82.5
Area of Cluster994,82.5
Area of Cluster995,83.0
Area of Cluster996,83.0
Area of Cluster997,83.5
Area of Cluster998,83.5
Area of Cluster999,83.5
Area of Cluster1000,84.5
Area of Cluster1001,84.5
Area of Cluster1002,85.0
Area of Cluster1003,85.0
Area of Cluster1004,85.5
Area of Cluster1005,86.5
Area of Cluster1006,86.5
Area of Cluster1007,87.0
Area of Cluster1008,87.5
Area of Cluster1009,87.5
Area of Cluster1010,88.0
Area of Cluster1011,88.0
Area of Cluster1012,88.5
Area of Cluster1013,90.5
Area of Cluster1014,90.5
Area of Cluster1015,92.0
Area of Cluster1016,92.5
Area of Cluster1017,92.5
Area of Cluster1018,92.5
Area of Cluster1019,92.5
Area of Cluster1020,93.0
Area of Cluster1021,93.0
Area of Cluster1022,93.5
Area of Cluster1023,95.0
Area of Cluster1024,95.5
Area of Cluster1025,95.5
Area of Cluster1026,96.5
Area of Cluster1027,97.0
Area of Cluster1028,97.5
Area of Cluster1029,98.0
Area of Cluster1030,98.0
Area of Cluster1031,100.5
Area of Cluster1032,100.5
Area of Cluster1033,101.5
Area of Cluster1034,101.5
Area of Cluster1035,103.5
Area of Cluster1036,105.0
Area of Cluster1037,106.0
Area of Cluster1038,107.5
Area of Cluster1039,108.5
Area of Cluster1040,108.5
Area of Cluster1041,109.5
Area of Cluster1042,111.0
Area of Cluster1043,112.5
Area of Cluster1044,112.5
Area of Cluster1045,113.0
Area of Cluster1046,114.0
Area of Cluster1047,115.5
Area of Cluster1048,115.5
Area of Cluster1049,117.0
Area of Cluster1050,117.5
Area of Cluster1051,118.5
Area of Cluster1052,119.5
Area of Cluster1053,120.0
Area of Cluster1054,120.0
Area of Cluster1055,120.5
Area of Cluster1056,121.5
Area of Cluster1057,123.5
Area of Cluster1058,124.5
Area of Cluster1059,124.5
Area of Cluster1060,125.0
Area of Cluster1061,127.0
Area of Cluster1062,127.5
Area of Cluster1063,128.5
Area of Cluster1064,129.5
Area of Cluster1065,130.0
Area of Cluster1066,130.5
Area of Cluster1067,130.5
Area of Cluster1068,132.0
