exp2_2_2,Number of Total Clusters
Area of Cluster272,0.0
Area of Cluster273,0.0
Area of Cluster274,0.0
Area of Cluster275,0.0
Area of Cluster276,0.0
Area of Cluster277,0.0
Area of Cluster278,0.0
Area of Cluster279,0.0
Area of Cluster280,0.0
Area of Cluster281,0.0
Area of Cluster282,0.0
Area of Cluster283,0.0
Area of Cluster284,0.0
Area of Cluster285,0.0
Area of Cluster286,0.0
Area of Cluster287,0.0
Area of Cluster288,0.0
Area of Cluster289,0.0
Area of Cluster290,0.0
Area of Cluster291,0.0
Area of Cluster292,0.0
Area of Cluster293,0.0
Area of Cluster294,0.0
Area of Cluster295,0.0
Area of Cluster296,0.0
Area of Cluster297,0.0
Area of Cluster298,0.0
Area of Cluster299,0.0
Area of Cluster300,0.0
Area of Cluster301,0.0
Area of Cluster302,0.0
Area of Cluster303,0.0
Area of Cluster304,0.0
Area of Cluster305,0.0
Area of Cluster306,0.0
Area of Cluster307,0.0
Area of Cluster308,0.0
Area of Cluster309,0.0
Area of Cluster310,0.0
Area of Cluster311,0.0
Area of Cluster312,0.0
Area of Cluster313,0.0
Area of Cluster314,0.0
Area of Cluster315,0.0
Area of Cluster316,0.0
Area of Cluster317,0.0
Area of Cluster318,0.0
Area of Cluster319,0.0
Area of Cluster320,0.0
Area of Cluster321,0.0
Area of Cluster322,0.0
Area of Cluster323,0.0
Area of Cluster324,0.0
Area of Cluster325,0.0
Area of Cluster326,0.0
Area of Cluster327,0.0
Area of Cluster328,0.0
Area of Cluster329,0.0
Area of Cluster330,0.0
Area of Cluster331,0.0
Area of Cluster332,0.0
Area of Cluster333,0.0
Area of Cluster334,0.0
Area of Cluster335,0.0
Area of Cluster336,0.0
Area of Cluster337,0.0
Area of Cluster338,0.0
Area of Cluster339,0.0
Area of Cluster340,0.0
Area of Cluster341,0.0
Area of Cluster342,0.0
Area of Cluster343,0.0
Area of Cluster344,0.0
Area of Cluster345,0.0
Area of Cluster346,0.0
Area of Cluster347,0.0
Area of Cluster348,0.0
Area of Cluster349,0.0
Area of Cluster350,0.0
Area of Cluster351,0.0
Area of Cluster352,0.0
Area of Cluster353,0.0
Area of Cluster354,0.0
Area of Cluster355,0.0
Area of Cluster356,0.0
Area of Cluster357,0.0
Area of Cluster358,0.5
Area of Cluster359,0.5
Area of Cluster360,0.5
Area of Cluster361,0.5
Area of Cluster362,0.5
Area of Cluster363,0.5
Area of Cluster364,0.5
Area of Cluster365,0.5
Area of Cluster366,0.5
Area of Cluster367,0.5
Area of Cluster368,0.5
Area of Cluster369,0.5
Area of Cluster370,0.5
Area of Cluster371,0.5
Area of Cluster372,0.5
Area of Cluster373,0.5
Area of Cluster374,0.5
Area of Cluster375,0.5
Area of Cluster376,0.5
Area of Cluster377,0.5
Area of Cluster378,0.5
Area of Cluster379,0.5
Area of Cluster380,0.5
Area of Cluster381,0.5
Area of Cluster382,0.5
Area of Cluster383,0.5
Area of Cluster384,0.5
Area of Cluster385,0.5
Area of Cluster386,0.5
Area of Cluster387,0.5
Area of Cluster388,0.5
Area of Cluster389,0.5
Area of Cluster390,0.5
Area of Cluster391,0.5
Area of Cluster392,0.5
Area of Cluster393,0.5
Area of Cluster394,0.5
Area of Cluster395,0.5
Area of Cluster396,0.5
Area of Cluster397,0.5
Area of Cluster398,0.5
Area of Cluster399,0.5
Area of Cluster400,0.5
Area of Cluster401,0.5
Area of Cluster402,0.5
Area of Cluster403,0.5
Area of Cluster404,0.5
Area of Cluster405,0.5
Area of Cluster406,0.5
Area of Cluster407,1.0
Area of Cluster408,1.0
Area of Cluster409,1.0
Area of Cluster410,1.0
Area of Cluster411,1.0
Area of Cluster412,1.0
Area of Cluster413,1.0
Area of Cluster414,1.0
Area of Cluster415,1.0
Area of Cluster416,1.0
Area of Cluster417,1.0
Area of Cluster418,1.0
Area of Cluster419,1.0
Area of Cluster420,1.0
Area of Cluster421,1.0
Area of Cluster422,1.0
Area of Cluster423,1.0
Area of Cluster424,1.0
Area of Cluster425,1.0
Area of Cluster426,1.0
Area of Cluster427,1.0
Area of Cluster428,1.0
Area of Cluster429,1.0
Area of Cluster430,1.0
Area of Cluster431,1.0
Area of Cluster432,1.0
Area of Cluster433,1.0
Area of Cluster434,1.0
Area of Cluster435,1.0
Area of Cluster436,1.0
Area of Cluster437,1.0
Area of Cluster438,1.0
Area of Cluster439,1.0
Area of Cluster440,1.0
Area of Cluster441,1.0
Area of Cluster442,1.0
Area of Cluster443,1.0
Area of Cluster444,1.0
Area of Cluster445,1.0
Area of Cluster446,1.0
Area of Cluster447,1.0
Area of Cluster448,1.0
Area of Cluster449,1.0
Area of Cluster450,1.0
Area of Cluster451,1.0
Area of Cluster452,1.0
Area of Cluster453,1.0
Area of Cluster454,1.0
Area of Cluster455,1.0
Area of Cluster456,1.0
Area of Cluster457,1.0
Area of Cluster458,1.0
Area of Cluster459,1.0
Area of Cluster460,1.0
Area of Cluster461,1.0
Area of Cluster462,1.0
Area of Cluster463,1.0
Area of Cluster464,1.5
Area of Cluster465,1.5
Area of Cluster466,1.5
Area of Cluster467,1.5
Area of Cluster468,1.5
Area of Cluster469,1.5
Area of Cluster470,1.5
Area of Cluster471,1.5
Area of Cluster472,1.5
Area of Cluster473,1.5
Area of Cluster474,1.5
Area of Cluster475,1.5
Area of Cluster476,1.5
Area of Cluster477,1.5
Area of Cluster478,1.5
Area of Cluster479,1.5
Area of Cluster480,1.5
Area of Cluster481,1.5
Area of Cluster482,1.5
Area of Cluster483,1.5
Area of Cluster484,1.5
Area of Cluster485,1.5
Area of Cluster486,1.5
Area of Cluster487,1.5
Area of Cluster488,1.5
Area of Cluster489,1.5
Area of Cluster490,1.5
Area of Cluster491,1.5
Area of Cluster492,1.5
Area of Cluster493,1.5
Area of Cluster494,1.5
Area of Cluster495,1.5
Area of Cluster496,1.5
Area of Cluster497,1.5
Area of Cluster498,1.5
Area of Cluster499,1.5
Area of Cluster500,1.5
Area of Cluster501,1.5
Area of Cluster502,1.5
Area of Cluster503,1.5
Area of Cluster504,1.5
Area of Cluster505,1.5
Area of Cluster506,1.5
Area of Cluster507,1.5
Area of Cluster508,1.5
Area of Cluster509,2.0
Area of Cluster510,2.0
Area of Cluster511,2.0
Area of Cluster512,2.0
Area of Cluster513,2.0
Area of Cluster514,2.0
Area of Cluster515,2.0
Area of Cluster516,2.0
Area of Cluster517,2.0
Area of Cluster518,2.0
Area of Cluster519,2.0
Area of Cluster520,2.0
Area of Cluster521,2.0
Area of Cluster522,2.0
Area of Cluster523,2.0
Area of Cluster524,2.0
Area of Cluster525,2.0
Area of Cluster526,2.0
Area of Cluster527,2.0
Area of Cluster528,2.0
Area of Cluster529,2.0
Area of Cluster530,2.0
Area of Cluster531,2.0
Area of Cluster532,2.0
Area of Cluster533,2.0
Area of Cluster534,2.0
Area of Cluster535,2.0
Area of Cluster536,2.0
Area of Cluster537,2.0
Area of Cluster538,2.0
Area of Cluster539,2.0
Area of Cluster540,2.0
Area of Cluster541,2.0
Area of Cluster542,2.0
Area of Cluster543,2.0
Area of Cluster544,2.0
Area of Cluster545,2.0
Area of Cluster546,2.0
Area of Cluster547,2.0
Area of Cluster548,2.0
Area of Cluster549,2.0
Area of Cluster550,2.0
Area of Cluster551,2.0
Area of Cluster552,2.5
Area of Cluster553,2.5
Area of Cluster554,2.5
Area of Cluster555,2.5
Area of Cluster556,2.5
Area of Cluster557,2.5
Area of Cluster558,2.5
Area of Cluster559,2.5
Area of Cluster560,2.5
Area of Cluster561,2.5
Area of Cluster562,2.5
Area of Cluster563,2.5
Area of Cluster564,2.5
Area of Cluster565,2.5
Area of Cluster566,2.5
Area of Cluster567,2.5
Area of Cluster568,2.5
Area of Cluster569,2.5
Area of Cluster570,2.5
Area of Cluster571,2.5
Area of Cluster572,2.5
Area of Cluster573,3.0
Area of Cluster574,3.0
Area of Cluster575,3.0
Area of Cluster576,3.0
Area of Cluster577,3.0
Area of Cluster578,3.0
Area of Cluster579,3.0
Area of Cluster580,3.0
Area of Cluster581,3.0
Area of Cluster582,3.0
Area of Cluster583,3.0
Area of Cluster584,3.0
Area of Cluster585,3.0
Area of Cluster586,3.0
Area of Cluster587,3.0
Area of Cluster588,3.0
Area of Cluster589,3.0
Area of Cluster590,3.5
Area of Cluster591,3.5
Area of Cluster592,3.5
Area of Cluster593,3.5
Area of Cluster594,3.5
Area of Cluster595,3.5
Area of Cluster596,3.5
Area of Cluster597,3.5
Area of Cluster598,3.5
Area of Cluster599,3.5
Area of Cluster600,3.5
Area of Cluster601,3.5
Area of Cluster602,3.5
Area of Cluster603,3.5
Area of Cluster604,3.5
Area of Cluster605,3.5
Area of Cluster606,4.0
Area of Cluster607,4.0
Area of Cluster608,4.0
Area of Cluster609,4.0
Area of Cluster610,4.0
Area of Cluster611,4.0
Area of Cluster612,4.0
Area of Cluster613,4.0
Area of Cluster614,4.0
Area of Cluster615,4.0
Area of Cluster616,4.0
Area of Cluster617,4.0
Area of Cluster618,4.0
Area of Cluster619,4.0
Area of Cluster620,4.0
Area of Cluster621,4.0
Area of Cluster622,4.0
Area of Cluster623,4.0
Area of Cluster624,4.0
Area of Cluster625,4.0
Area of Cluster626,4.0
Area of Cluster627,4.0
Area of Cluster628,4.0
Area of Cluster629,4.0
Area of Cluster630,4.0
Area of Cluster631,4.0
Area of Cluster632,4.0
Area of Cluster633,4.0
Area of Cluster634,4.0
Area of Cluster635,4.0
Area of Cluster636,4.5
Area of Cluster637,4.5
Area of Cluster638,4.5
Area of Cluster639,4.5
Area of Cluster640,4.5
Area of Cluster641,4.5
Area of Cluster642,4.5
Area of Cluster643,4.5
Area of Cluster644,4.5
Area of Cluster645,4.5
Area of Cluster646,4.5
Area of Cluster647,4.5
Area of Cluster648,4.5
Area of Cluster649,4.5
Area of Cluster650,4.5
Area of Cluster651,5.0
Area of Cluster652,5.0
Area of Cluster653,5.0
Area of Cluster654,5.0
Area of Cluster655,5.0
Area of Cluster656,5.0
Area of Cluster657,5.0
Area of Cluster658,5.0
Area of Cluster659,5.0
Area of Cluster660,5.0
Area of Cluster661,5.0
Area of Cluster662,5.0
Area of Cluster663,5.0
Area of Cluster664,5.5
Area of Cluster665,5.5
Area of Cluster666,5.5
Area of Cluster667,5.5
Area of Cluster668,5.5
Area of Cluster669,5.5
Area of Cluster670,5.5
Area of Cluster671,5.5
Area of Cluster672,5.5
Area of Cluster673,5.5
Area of Cluster674,5.5
Area of Cluster675,5.5
Area of Cluster676,5.5
Area of Cluster677,5.5
Area of Cluster678,5.5
Area of Cluster679,5.5
Area of Cluster680,5.5
Area of Cluster681,5.5
Area of Cluster682,6.0
Area of Cluster683,6.0
Area of Cluster684,6.0
Area of Cluster685,6.0
Area of Cluster686,6.0
Area of Cluster687,6.0
Area of Cluster688,6.0
Area of Cluster689,6.0
Area of Cluster690,6.0
Area of Cluster691,6.0
Area of Cluster692,6.0
Area of Cluster693,6.0
Area of Cluster694,6.5
Area of Cluster695,6.5
Area of Cluster696,6.5
Area of Cluster697,6.5
Area of Cluster698,6.5
Area of Cluster699,6.5
Area of Cluster700,6.5
Area of Cluster701,6.5
Area of Cluster702,6.5
Area of Cluster703,6.5
Area of Cluster704,6.5
Area of Cluster705,6.5
Area of Cluster706,6.5
Area of Cluster707,6.5
Area of Cluster708,7.0
Area of Cluster709,7.0
Area of Cluster710,7.0
Area of Cluster711,7.0
Area of Cluster712,7.0
Area of Cluster713,7.0
Area of Cluster714,7.0
Area of Cluster715,7.0
Area of Cluster716,7.0
Area of Cluster717,7.0
Area of Cluster718,7.0
Area of Cluster719,7.0
Area of Cluster720,7.0
Area of Cluster721,7.0
Area of Cluster722,7.0
Area of Cluster723,7.5
Area of Cluster724,7.5
Area of Cluster725,7.5
Area of Cluster726,7.5
Area of Cluster727,7.5
Area of Cluster728,7.5
Area of Cluster729,7.5
Area of Cluster730,7.5
Area of Cluster731,7.5
Area of Cluster732,7.5
Area of Cluster733,7.5
Area of Cluster734,8.0
Area of Cluster735,8.0
Area of Cluster736,8.0
Area of Cluster737,8.0
Area of Cluster738,8.0
Area of Cluster739,8.0
Area of Cluster740,8.0
Area of Cluster741,8.0
Area of Cluster742,8.0
Area of Cluster743,8.0
Area of Cluster744,8.0
Area of Cluster745,8.5
Area of Cluster746,8.5
Area of Cluster747,8.5
Area of Cluster748,8.5
Area of Cluster749,8.5
Area of Cluster750,8.5
Area of Cluster751,8.5
Area of Cluster752,8.5
Area of Cluster753,8.5
Area of Cluster754,8.5
Area of Cluster755,8.5
Area of Cluster756,8.5
Area of Cluster757,8.5
Area of Cluster758,8.5
Area of Cluster759,8.5
Area of Cluster760,9.0
Area of Cluster761,9.0
Area of Cluster762,9.0
Area of Cluster763,9.0
Area of Cluster764,9.0
Area of Cluster765,9.0
Area of Cluster766,9.0
Area of Cluster767,9.0
Area of Cluster768,9.0
Area of Cluster769,9.0
Area of Cluster770,9.0
Area of Cluster771,9.0
Area of Cluster772,9.0
Area of Cluster773,9.0
Area of Cluster774,9.0
Area of Cluster775,9.0
Area of Cluster776,9.5
Area of Cluster777,9.5
Area of Cluster778,9.5
Area of Cluster779,9.5
Area of Cluster780,9.5
Area of Cluster781,9.5
Area of Cluster782,9.5
Area of Cluster783,10.0
Area of Cluster784,10.0
Area of Cluster785,10.0
Area of Cluster786,10.0
Area of Cluster787,10.0
Area of Cluster788,10.0
Area of Cluster789,10.0
Area of Cluster790,10.0
Area of Cluster791,10.0
Area of Cluster792,10.5
Area of Cluster793,10.5
Area of Cluster794,10.5
Area of Cluster795,11.0
Area of Cluster796,11.0
Area of Cluster797,11.0
Area of Cluster798,11.0
Area of Cluster799,11.0
Area of Cluster800,11.0
Area of Cluster801,11.0
Area of Cluster802,11.5
Area of Cluster803,11.5
Area of Cluster804,11.5
Area of Cluster805,11.5
Area of Cluster806,11.5
Area of Cluster807,11.5
Area of Cluster808,11.5
Area of Cluster809,11.5
Area of Cluster810,11.5
Area of Cluster811,11.5
Area of Cluster812,12.0
Area of Cluster813,12.0
Area of Cluster814,12.0
Area of Cluster815,12.0
Area of Cluster816,12.5
Area of Cluster817,12.5
Area of Cluster818,12.5
Area of Cluster819,12.5
Area of Cluster820,12.5
Area of Cluster821,12.5
Area of Cluster822,12.5
Area of Cluster823,12.5
Area of Cluster824,12.5
Area of Cluster825,12.5
Area of Cluster826,12.5
Area of Cluster827,13.0
Area of Cluster828,13.0
Area of Cluster829,13.0
Area of Cluster830,13.0
Area of Cluster831,13.0
Area of Cluster832,13.0
Area of Cluster833,13.0
Area of Cluster834,13.0
Area of Cluster835,13.5
Area of Cluster836,13.5
Area of Cluster837,13.5
Area of Cluster838,13.5
Area of Cluster839,13.5
Area of Cluster840,13.5
Area of Cluster841,13.5
Area of Cluster842,13.5
Area of Cluster843,14.0
Area of Cluster844,14.0
Area of Cluster845,14.0
Area of Cluster846,14.0
Area of Cluster847,14.0
Area of Cluster848,14.5
Area of Cluster849,14.5
Area of Cluster850,14.5
Area of Cluster851,14.5
Area of Cluster852,14.5
Area of Cluster853,14.5
Area of Cluster854,14.5
Area of Cluster855,15.0
Area of Cluster856,15.0
Area of Cluster857,15.0
Area of Cluster858,15.0
Area of Cluster859,15.0
Area of Cluster860,15.0
Area of Cluster861,15.0
Area of Cluster862,15.0
Area of Cluster863,15.0
Area of Cluster864,15.5
Area of Cluster865,15.5
Area of Cluster866,15.5
Area of Cluster867,15.5
Area of Cluster868,15.5
Area of Cluster869,16.0
Area of Cluster870,16.0
Area of Cluster871,16.0
Area of Cluster872,16.0
Area of Cluster873,16.5
Area of Cluster874,16.5
Area of Cluster875,16.5
Area of Cluster876,16.5
Area of Cluster877,16.5
Area of Cluster878,16.5
Area of Cluster879,16.5
Area of Cluster880,17.0
Area of Cluster881,17.0
Area of Cluster882,17.0
Area of Cluster883,17.5
Area of Cluster884,17.5
Area of Cluster885,18.0
Area of Cluster886,18.0
Area of Cluster887,18.0
Area of Cluster888,18.0
Area of Cluster889,18.0
Area of Cluster890,18.0
Area of Cluster891,18.5
Area of Cluster892,18.5
Area of Cluster893,18.5
Area of Cluster894,18.5
Area of Cluster895,19.0
Area of Cluster896,19.0
Area of Cluster897,19.0
Area of Cluster898,19.0
Area of Cluster899,19.0
Area of Cluster900,19.5
Area of Cluster901,19.5
Area of Cluster902,19.5
Area of Cluster903,19.5
Area of Cluster904,20.0
Area of Cluster905,20.0
Area of Cluster906,20.0
Area of Cluster907,20.0
Area of Cluster908,20.0
Area of Cluster909,20.5
Area of Cluster910,20.5
Area of Cluster911,20.5
Area of Cluster912,20.5
Area of Cluster913,20.5
Area of Cluster914,20.5
Area of Cluster915,21.0
Area of Cluster916,21.0
Area of Cluster917,21.5
Area of Cluster918,22.0
Area of Cluster919,22.0
Area of Cluster920,22.0
Area of Cluster921,22.0
Area of Cluster922,22.0
Area of Cluster923,22.0
Area of Cluster924,22.5
Area of Cluster925,22.5
Area of Cluster926,22.5
Area of Cluster927,22.5
Area of Cluster928,22.5
Area of Cluster929,22.5
Area of Cluster930,22.5
Area of Cluster931,23.0
Area of Cluster932,23.0
Area of Cluster933,23.0
Area of Cluster934,23.5
Area of Cluster935,23.5
Area of Cluster936,24.0
Area of Cluster937,24.0
Area of Cluster938,24.0
Area of Cluster939,24.0
Area of Cluster940,24.5
Area of Cluster941,25.0
Area of Cluster942,25.0
Area of Cluster943,25.5
Area of Cluster944,25.5
Area of Cluster945,25.5
Area of Cluster946,25.5
Area of Cluster947,26.0
Area of Cluster948,26.0
Area of Cluster949,26.0
Area of Cluster950,26.0
Area of Cluster951,26.5
Area of Cluster952,26.5
Area of Cluster953,26.5
Area of Cluster954,27.0
Area of Cluster955,27.0
Area of Cluster956,27.0
Area of Cluster957,27.5
Area of Cluster958,27.5
Area of Cluster959,27.5
Area of Cluster960,27.5
Area of Cluster961,28.0
Area of Cluster962,28.0
Area of Cluster963,28.5
Area of Cluster964,28.5
Area of Cluster965,28.5
Area of Cluster966,28.5
Area of Cluster967,28.5
Area of Cluster968,29.0
Area of Cluster969,29.0
Area of Cluster970,29.0
Area of Cluster971,29.0
Area of Cluster972,29.0
Area of Cluster973,29.0
Area of Cluster974,29.0
Area of Cluster975,29.5
Area of Cluster976,29.5
Area of Cluster977,29.5
Area of Cluster978,29.5
Area of Cluster979,29.5
Area of Cluster980,30.0
Area of Cluster981,30.0
Area of Cluster982,30.0
Area of Cluster983,30.5
Area of Cluster984,30.5
Area of Cluster985,30.5
Area of Cluster986,30.5
Area of Cluster987,31.0
Area of Cluster988,31.0
Area of Cluster989,31.5
Area of Cluster990,31.5
Area of Cluster991,31.5
Area of Cluster992,31.5
Area of Cluster993,32.0
Area of Cluster994,32.0
Area of Cluster995,32.0
Area of Cluster996,32.5
Area of Cluster997,32.5
Area of Cluster998,32.5
Area of Cluster999,32.5
Area of Cluster1000,33.0
Area of Cluster1001,33.0
Area of Cluster1002,33.0
Area of Cluster1003,33.0
Area of Cluster1004,33.0
Area of Cluster1005,33.5
Area of Cluster1006,33.5
Area of Cluster1007,33.5
Area of Cluster1008,34.0
Area of Cluster1009,34.5
Area of Cluster1010,34.5
Area of Cluster1011,34.5
Area of Cluster1012,34.5
Area of Cluster1013,34.5
Area of Cluster1014,35.0
Area of Cluster1015,35.0
Area of Cluster1016,35.5
Area of Cluster1017,35.5
Area of Cluster1018,35.5
Area of Cluster1019,35.5
Area of Cluster1020,35.5
Area of Cluster1021,36.0
Area of Cluster1022,36.0
Area of Cluster1023,36.5
Area of Cluster1024,36.5
Area of Cluster1025,36.5
Area of Cluster1026,37.0
Area of Cluster1027,37.0
Area of Cluster1028,37.0
Area of Cluster1029,37.0
Area of Cluster1030,37.5
Area of Cluster1031,37.5
Area of Cluster1032,38.0
Area of Cluster1033,38.0
Area of Cluster1034,38.0
Area of Cluster1035,38.0
Area of Cluster1036,38.5
Area of Cluster1037,38.5
Area of Cluster1038,38.5
Area of Cluster1039,38.5
Area of Cluster1040,39.0
Area of Cluster1041,39.0
Area of Cluster1042,39.0
Area of Cluster1043,39.5
Area of Cluster1044,40.0
Area of Cluster1045,40.0
Area of Cluster1046,40.5
Area of Cluster1047,40.5
Area of Cluster1048,40.5
Area of Cluster1049,41.0
Area of Cluster1050,41.5
Area of Cluster1051,41.5
Area of Cluster1052,42.0
Area of Cluster1053,43.0
Area of Cluster1054,43.0
Area of Cluster1055,43.0
Area of Cluster1056,43.0
Area of Cluster1057,43.5
Area of Cluster1058,43.5
Area of Cluster1059,43.5
Area of Cluster1060,43.5
Area of Cluster1061,43.5
Area of Cluster1062,44.0
Area of Cluster1063,44.0
Area of Cluster1064,44.0
Area of Cluster1065,44.5
Area of Cluster1066,44.5
Area of Cluster1067,44.5
Area of Cluster1068,45.0
